0,1,2,3,4,5
arts connoisseur,ID,357-369-0211,active,2018-06-25,2027-06-02
construction worker/engineer,PH,152-295-7635,compromised,2020-08-28,2025-12-18
arts connoisseur,CU,208-454-7908,under surveillance,2018-08-04,2026-05-18
journalist/reporter,PT,234-584-0724,infiltration,2012-08-07,2033-02-05
government official/diplomat,PE,452-206-5191,inactive,2016-09-04,2024-02-15
journalist/reporter,ES,121-667-0098,infiltration,2013-09-13,2031-07-30
government official/diplomat,CN,947-204-0368,under development,2011-07-26,2031-10-07
academic researcher,IR,462-654-9293,compromised,2013-09-28,2030-07-20
arts connoisseur,SY,111-414-6506,infiltration,2014-03-06,2031-06-30
business consultant,PH,984-315-5076,infiltration,2006-07-10,2029-02-03
construction worker/engineer,YE,464-440-0870,infiltration,2005-05-09,2032-09-29
business consultant,UG,793-187-8005,infiltration,2017-01-10,2033-09-08
travel blogger/reviewer,LY,555-931-3571,under surveillance,2020-12-19,2024-04-20
corporate executive,CN,565-608-9655,emergency extraction,2004-01-29,2024-05-24
tech entrepreneur,FR,745-789-7282,emergency extraction,2012-06-26,2029-11-15
finance/investment analyst,TH,361-532-7537,deep cover,2010-10-18,2035-01-24
travel blogger/reviewer,UA,114-449-4158,under development,2004-06-26,2035-01-20
government official/diplomat,RU,652-459-6096,under development,2020-02-15,2027-06-17
law enforcement officer,PL,562-779-1029,under review,2017-06-28,2028-09-07
academic researcher,RU,901-684-7556,burned,2009-11-16,2033-03-20
medical professional,BR,867-462-0915,emergency extraction,2021-11-20,2026-07-10
social media influencer,ET,138-996-8068,under surveillance,2013-03-12,2024-10-21
travel blogger/reviewer,CN,646-793-3506,infiltration,2004-09-11,2025-08-17
social media influencer,SE,223-508-2405,emergency extraction,2018-07-07,2030-02-13
academic researcher,RS,691-627-3361,deep cover,2013-10-11,2028-07-19
law enforcement officer,MG,688-799-0181,under review,2016-02-26,2031-12-13
business consultant,GH,356-229-7344,under development,2017-07-10,2025-06-22
entertainment insider,BR,577-272-6970,deep cover,2014-08-15,2029-12-23
medical professional,NZ,389-669-9894,under review,2019-06-30,2033-10-14
social media influencer,ID,355-155-4339,inactive,2023-10-12,2033-06-04
corporate executive,VE,407-467-1224,deep cover,2004-02-18,2030-07-08
business consultant,CN,586-443-0112,active,2012-01-20,2023-12-05
construction worker/engineer,CN,747-126-0980,under surveillance,2009-11-30,2027-04-02
tourist/traveler,PH,796-373-2324,inactive,2015-07-30,2024-03-19
travel blogger/reviewer,CN,416-860-2436,inactive,2016-03-12,2034-05-28
freelance photographer,TH,520-552-3206,under review,2005-07-16,2031-08-17
travel blogger/reviewer,PE,297-179-5947,active,2018-11-03,2033-06-07
tourist/traveler,CN,365-201-5614,compromised,2018-03-19,2033-12-16
academic researcher,BR,343-465-1852,under development,2018-04-15,2025-06-26
entertainment insider,GR,136-904-9178,active,2015-10-08,2034-04-02
business consultant,GH,732-177-2439,under surveillance,2020-11-19,2024-05-22
medical professional,CN,434-576-9084,under review,2008-09-25,2032-07-29
law enforcement officer,PL,104-855-9220,inactive,2017-11-19,2034-05-08
business consultant,ID,855-925-6017,under development,2011-11-24,2033-04-01
entertainment insider,AF,438-376-5617,emergency extraction,2020-06-12,2031-11-10
travel blogger/reviewer,AR,188-476-6991,emergency extraction,2015-01-07,2028-08-04
finance/investment analyst,EG,421-591-0065,emergency extraction,2016-02-09,2025-05-08
corporate executive,CN,827-925-8356,under development,2009-04-09,2027-11-27
environmental activist,MX,868-777-7912,emergency extraction,2008-03-06,2024-07-22
corporate executive,CZ,403-268-3352,compromised,2016-06-09,2027-11-04
social media influencer,BY,642-835-3206,emergency extraction,2020-09-16,2028-05-06
environmental activist,ID,536-509-4484,inactive,2009-04-25,2032-02-22
humanitarian worker,ID,553-335-0360,under review,2009-08-10,2034-02-15
construction worker/engineer,MX,380-851-1538,under surveillance,2020-09-22,2032-02-19
tourist/traveler,ID,434-130-1858,emergency extraction,2011-03-12,2028-12-01
arts connoisseur,JO,339-719-5800,compromised,2010-01-16,2033-08-21
food/culinary expert,PT,254-247-4009,infiltration,2017-04-19,2027-08-26
humanitarian worker,FR,863-795-1657,emergency extraction,2021-02-19,2033-07-10
journalist/reporter,PH,296-877-6778,deep cover,2023-12-20,2027-08-29
tech entrepreneur,UA,512-353-4363,compromised,2021-07-19,2027-02-25
medical professional,ER,272-415-9648,burned,2020-06-04,2030-08-03
government official/diplomat,VN,619-108-9321,infiltration,2010-11-01,2030-04-01
freelance photographer,RU,629-385-8957,deep cover,2019-06-08,2032-04-05
journalist/reporter,CN,985-930-5304,active,2017-10-04,2025-09-19
security specialist,CN,307-257-5903,inactive,2014-05-08,2023-09-14
medical professional,FR,234-231-0061,under development,2015-08-23,2028-10-31
government official/diplomat,YT,165-424-2643,emergency extraction,2012-04-18,2023-03-19
academic researcher,NG,841-234-1134,inactive,2007-02-10,2024-10-23
construction worker/engineer,CN,582-806-6722,active,2005-05-11,2023-07-09
tourist/traveler,LK,693-540-6142,under development,2014-05-08,2025-06-03
corporate executive,BA,978-228-6480,burned,2019-03-10,2032-03-09
security specialist,SH,651-920-1827,inactive,2005-10-30,2025-01-14
freelance photographer,FR,784-154-3101,emergency extraction,2008-12-27,2023-07-31
tourist/traveler,AR,378-662-6529,under surveillance,2009-03-27,2030-08-24
academic researcher,PT,207-856-6031,compromised,2005-02-07,2024-01-20
tourist/traveler,PS,539-703-5140,inactive,2005-03-20,2032-12-03
construction worker/engineer,RS,679-937-2853,under development,2004-11-07,2027-01-01
environmental activist,HR,629-191-0193,inactive,2010-07-10,2025-02-15
environmental activist,PE,606-794-1580,under review,2021-11-25,2030-05-14
food/culinary expert,PT,603-706-9852,inactive,2007-09-25,2032-05-29
entertainment insider,CN,876-794-6193,under development,2011-09-11,2032-10-24
freelance photographer,FI,568-416-1490,compromised,2023-09-03,2034-03-31
corporate executive,MN,872-323-7153,emergency extraction,2004-06-22,2030-12-10
freelance photographer,BR,469-587-2732,active,2019-11-15,2026-08-22
medical professional,ID,657-192-9094,infiltration,2007-01-04,2034-12-05
arts connoisseur,PT,120-102-4068,inactive,2011-02-18,2027-09-28
journalist/reporter,CN,445-825-2797,under surveillance,2014-12-14,2025-12-24
freelance photographer,CN,338-827-3370,deep cover,2009-12-29,2031-01-21
humanitarian worker,CN,870-926-9826,burned,2010-04-15,2030-08-14
medical professional,EG,572-309-9160,active,2009-02-09,2031-10-27
humanitarian worker,CN,772-199-8968,under surveillance,2010-02-19,2027-03-20
law enforcement officer,FI,255-262-2216,active,2012-11-10,2027-01-20
entertainment insider,CN,931-593-7226,burned,2005-06-10,2025-10-19
freelance photographer,CN,250-670-3154,deep cover,2022-07-29,2023-12-19
social media influencer,CN,160-339-6626,deep cover,2008-04-11,2028-09-04
government official/diplomat,NP,666-111-9797,under development,2015-10-20,2034-06-11
construction worker/engineer,SE,242-589-9068,emergency extraction,2005-03-03,2027-09-24
medical professional,HR,644-612-2811,active,2018-06-14,2028-08-16
travel blogger/reviewer,AR,312-387-9910,emergency extraction,2023-04-07,2025-11-03
finance/investment analyst,ID,324-132-3608,deep cover,2017-09-11,2029-06-14
medical professional,ID,376-767-5399,deep cover,2010-12-30,2033-08-30
environmental activist,PL,870-167-5113,burned,2010-05-06,2025-06-23
security specialist,ID,970-267-9718,compromised,2016-06-14,2029-02-18
corporate executive,ID,938-815-7649,inactive,2010-06-17,2024-09-28
security specialist,CN,658-943-9964,active,2021-08-29,2026-01-31
arts connoisseur,RU,664-149-9196,deep cover,2010-07-25,2025-04-20
freelance photographer,ID,348-698-0991,compromised,2009-11-15,2024-10-12
medical professional,SE,385-508-3260,under development,2008-08-24,2024-12-25
social media influencer,CN,319-568-7893,emergency extraction,2017-03-09,2025-03-31
environmental activist,CN,377-879-1174,deep cover,2008-12-15,2026-07-04
tourist/traveler,VN,559-739-6707,burned,2004-02-19,2029-08-19
government official/diplomat,PH,648-266-4567,burned,2016-12-03,2027-08-19
environmental activist,SV,877-448-0810,inactive,2016-12-07,2025-09-23
arts connoisseur,ID,637-550-9184,active,2015-06-18,2027-06-21
medical professional,MD,532-710-7977,burned,2009-05-04,2031-10-25
tourist/traveler,PH,503-169-2493,under surveillance,2016-08-07,2031-04-30
arts connoisseur,CA,554-599-8296,under review,2022-09-19,2032-05-22
academic researcher,KR,739-323-9423,burned,2014-09-15,2031-05-19
business consultant,PH,839-611-8771,under review,2010-08-10,2024-07-16
finance/investment analyst,ZA,818-216-0546,inactive,2011-04-10,2032-04-15
construction worker/engineer,VE,351-298-0904,emergency extraction,2022-05-18,2028-07-20
food/culinary expert,ID,517-914-0303,emergency extraction,2010-02-11,2029-03-16
finance/investment analyst,HN,170-329-6817,compromised,2005-11-06,2029-06-17
security specialist,TH,609-277-8846,burned,2012-08-07,2033-11-06
journalist/reporter,PH,611-472-3859,under development,2023-05-29,2031-10-23
journalist/reporter,BR,267-196-0053,active,2013-07-18,2025-06-01
freelance photographer,AF,891-797-3008,active,2018-05-22,2023-03-09
food/culinary expert,PS,146-784-8593,infiltration,2006-05-27,2026-12-14
environmental activist,CA,130-137-8705,infiltration,2011-01-09,2025-01-10
government official/diplomat,CN,237-471-1847,deep cover,2016-03-27,2034-12-03
travel blogger/reviewer,JP,857-723-8112,emergency extraction,2018-01-16,2026-05-25
humanitarian worker,CN,576-619-9587,under surveillance,2014-05-17,2031-01-01
corporate executive,PT,184-740-3786,active,2005-03-06,2026-10-05
food/culinary expert,CN,476-193-8824,inactive,2016-10-11,2028-07-17
travel blogger/reviewer,CN,322-763-2888,inactive,2022-07-01,2032-09-13
social media influencer,CN,671-823-8168,deep cover,2023-03-06,2025-08-04
tourist/traveler,CN,256-302-7196,active,2021-10-27,2023-08-01
tourist/traveler,ID,314-611-1167,compromised,2011-02-27,2034-10-15
law enforcement officer,NO,118-211-6673,emergency extraction,2021-08-26,2030-03-10
arts connoisseur,RU,731-608-1310,burned,2008-01-27,2032-10-31
medical professional,CN,927-167-5274,infiltration,2018-04-13,2028-12-19
corporate executive,FR,603-557-8172,under review,2018-03-09,2031-09-03
government official/diplomat,PT,604-144-4461,compromised,2013-07-22,2029-04-10
business consultant,PE,590-360-9795,emergency extraction,2011-11-22,2028-04-24
finance/investment analyst,BR,792-385-1659,deep cover,2015-12-05,2034-03-27
arts connoisseur,BA,742-936-8647,deep cover,2022-01-24,2025-03-12
corporate executive,RU,420-706-0774,burned,2014-07-12,2027-02-20
finance/investment analyst,PH,325-364-8779,burned,2010-04-01,2027-07-18
social media influencer,CN,730-399-9895,infiltration,2010-11-21,2025-06-11
journalist/reporter,CN,775-714-9228,deep cover,2020-07-08,2029-09-27
corporate executive,ID,909-627-5102,infiltration,2012-02-05,2024-03-13
corporate executive,YE,344-413-3706,under review,2011-01-28,2031-05-27
humanitarian worker,IQ,967-279-4715,infiltration,2015-03-21,2028-10-29
government official/diplomat,ID,353-714-6117,infiltration,2009-05-13,2024-11-13
tech entrepreneur,GE,141-498-0968,infiltration,2013-11-06,2031-05-12
medical professional,PL,747-272-5353,compromised,2005-04-25,2032-04-30
academic researcher,CN,566-725-9634,under development,2018-10-27,2032-09-19
humanitarian worker,CN,378-444-8579,deep cover,2014-12-28,2029-03-10
tourist/traveler,BR,380-711-0816,emergency extraction,2014-07-11,2025-06-14
humanitarian worker,SY,227-379-0596,under review,2021-04-22,2027-03-03
tourist/traveler,UG,456-740-1069,under review,2019-04-08,2030-12-20
environmental activist,NI,545-133-8472,under surveillance,2015-05-28,2024-02-10
law enforcement officer,BR,659-606-1814,inactive,2023-12-05,2023-04-18
corporate executive,CN,270-641-3490,active,2013-03-24,2032-09-04
food/culinary expert,PH,419-809-7451,compromised,2013-05-17,2027-08-08
travel blogger/reviewer,EG,863-336-2691,deep cover,2006-10-26,2023-10-17
journalist/reporter,PH,549-332-4549,inactive,2007-04-03,2025-05-03
tourist/traveler,ID,787-777-0208,deep cover,2021-11-05,2034-11-11
entertainment insider,ID,834-999-7970,under development,2020-04-01,2032-10-30
construction worker/engineer,JM,149-179-4305,burned,2012-09-18,2028-07-03
construction worker/engineer,CN,685-565-2108,under surveillance,2022-11-03,2025-04-13
business consultant,PT,950-755-0223,active,2015-09-16,2028-08-12
medical professional,CN,467-732-7980,inactive,2009-09-30,2025-11-05
arts connoisseur,PY,505-797-7727,deep cover,2023-11-12,2028-01-26
law enforcement officer,SA,434-483-7072,burned,2022-11-15,2030-01-03
government official/diplomat,RU,544-497-6912,compromised,2016-03-10,2030-03-12
corporate executive,SE,504-984-4392,inactive,2009-05-13,2034-03-03
government official/diplomat,CN,122-272-0256,under development,2020-05-07,2031-05-25
business consultant,CN,214-819-4884,deep cover,2013-09-12,2029-05-02
journalist/reporter,ID,890-979-5119,under development,2005-02-11,2023-06-28
corporate executive,FR,874-668-1099,inactive,2009-08-21,2031-09-13
academic researcher,EG,851-958-0694,infiltration,2013-02-01,2033-04-02
arts connoisseur,UA,246-886-6785,compromised,2020-05-25,2024-03-22
government official/diplomat,PH,619-442-3811,infiltration,2023-05-01,2029-09-14
construction worker/engineer,TH,938-178-1753,under review,2014-02-01,2027-06-29
law enforcement officer,MT,627-999-2626,emergency extraction,2023-12-01,2032-07-22
environmental activist,BR,320-912-6264,emergency extraction,2009-01-24,2027-09-17
construction worker/engineer,GR,257-212-4180,under surveillance,2011-11-03,2025-05-18
security specialist,UA,104-353-9130,infiltration,2014-04-05,2028-07-11
tech entrepreneur,LK,463-926-7733,under development,2022-02-07,2025-01-31
entertainment insider,CI,522-493-1139,emergency extraction,2004-08-09,2028-03-01
journalist/reporter,BR,361-792-8740,active,2015-10-28,2031-07-03
law enforcement officer,CN,516-439-8513,emergency extraction,2012-09-11,2026-10-06
social media influencer,UY,563-259-0723,under surveillance,2008-12-12,2028-12-21
journalist/reporter,CM,697-961-1923,infiltration,2017-02-11,2035-01-03
tourist/traveler,PH,163-840-1671,emergency extraction,2015-03-27,2024-08-30
tech entrepreneur,ID,938-906-6765,emergency extraction,2017-05-19,2031-10-05
arts connoisseur,GB,912-924-9665,infiltration,2015-01-25,2024-09-19
tech entrepreneur,UA,189-542-4380,compromised,2013-08-13,2030-10-30
security specialist,BR,473-593-4802,deep cover,2022-12-03,2028-08-03
business consultant,US,937-632-0147,infiltration,2008-10-01,2028-03-02
freelance photographer,CN,246-748-0973,emergency extraction,2008-08-28,2027-01-28
journalist/reporter,PL,903-607-0644,compromised,2019-02-19,2026-05-22
travel blogger/reviewer,HR,556-750-2532,inactive,2008-11-27,2030-02-10
government official/diplomat,CZ,167-744-4493,under development,2014-11-29,2032-11-07
business consultant,US,410-235-4664,compromised,2017-12-19,2023-11-10
arts connoisseur,ID,350-183-3043,under surveillance,2005-11-04,2026-01-20
freelance photographer,FR,122-587-4356,compromised,2004-09-18,2034-07-25
academic researcher,CN,483-499-1227,under development,2018-09-06,2035-01-15
humanitarian worker,PH,986-601-4224,compromised,2007-07-19,2032-04-07
medical professional,RU,760-280-9684,under review,2009-06-06,2027-12-07
freelance photographer,PL,200-640-3734,deep cover,2008-03-12,2029-08-08
freelance photographer,US,804-836-6460,under surveillance,2023-04-24,2025-02-14
security specialist,TH,872-288-0267,under surveillance,2010-02-20,2033-04-23
tourist/traveler,ID,717-578-3815,under surveillance,2008-08-24,2023-08-23
security specialist,RU,266-760-3396,infiltration,2004-09-15,2034-03-30
law enforcement officer,PL,409-362-9490,active,2013-01-30,2023-08-13
law enforcement officer,CN,725-384-6113,active,2007-11-28,2025-11-16
entertainment insider,MN,163-449-1424,burned,2017-12-09,2026-05-31
travel blogger/reviewer,ZA,329-558-8592,active,2013-06-13,2028-12-14
tech entrepreneur,RU,815-967-3055,under development,2006-01-27,2024-07-13
law enforcement officer,AR,358-380-8646,infiltration,2008-09-07,2032-02-12
environmental activist,RU,252-728-0122,burned,2006-08-04,2031-01-07
arts connoisseur,BR,170-185-8230,burned,2011-12-11,2034-04-28
corporate executive,PT,180-940-9833,under review,2004-10-18,2025-09-05
tech entrepreneur,RU,718-697-5072,inactive,2022-08-17,2028-08-08
journalist/reporter,BQ,412-226-7152,burned,2009-05-12,2028-01-23
corporate executive,CA,411-614-2086,active,2010-06-10,2026-09-08
entertainment insider,BR,854-605-4425,infiltration,2014-01-24,2024-03-31
business consultant,PE,821-196-9477,emergency extraction,2013-12-17,2032-01-05
security specialist,CN,366-527-6799,inactive,2018-06-16,2026-03-02
freelance photographer,ID,938-733-1423,emergency extraction,2010-09-03,2032-08-26
business consultant,PT,822-303-3130,compromised,2022-07-21,2034-03-17
journalist/reporter,CO,724-699-5167,burned,2007-09-01,2031-06-22
medical professional,PL,359-982-1435,under surveillance,2006-06-10,2024-05-23
social media influencer,VE,328-598-3757,burned,2021-06-05,2033-05-03
arts connoisseur,RU,897-174-3870,under surveillance,2015-12-12,2031-11-08
medical professional,CA,226-485-8300,inactive,2017-03-27,2023-02-07
freelance photographer,YT,598-809-3191,under surveillance,2007-02-21,2032-08-11
security specialist,GR,923-102-8307,deep cover,2020-03-16,2025-04-25
arts connoisseur,GR,573-113-8424,inactive,2020-12-18,2034-01-20
tourist/traveler,FR,158-179-2187,infiltration,2015-09-17,2024-07-10
tech entrepreneur,CN,716-817-0686,emergency extraction,2022-02-19,2028-07-11
travel blogger/reviewer,NG,391-370-8842,inactive,2020-06-28,2024-05-26
humanitarian worker,ID,204-945-3412,inactive,2017-01-12,2028-04-09
social media influencer,JP,671-910-4776,under surveillance,2011-08-30,2032-10-21
social media influencer,MX,400-789-0396,emergency extraction,2014-06-06,2025-03-27
social media influencer,US,401-813-8209,infiltration,2007-05-28,2023-12-22
tourist/traveler,CN,517-840-6232,inactive,2009-12-17,2026-10-15
construction worker/engineer,NG,819-950-0791,under surveillance,2007-07-10,2023-09-19
humanitarian worker,SE,180-156-1093,active,2018-04-26,2030-12-29
arts connoisseur,RU,379-635-5216,under review,2006-09-28,2023-07-12
social media influencer,ID,774-262-8611,compromised,2011-05-20,2029-04-16
arts connoisseur,CN,190-860-7886,infiltration,2017-01-30,2023-12-14
construction worker/engineer,PL,351-453-3529,emergency extraction,2017-08-21,2026-06-15
medical professional,BG,390-110-3516,burned,2018-12-23,2030-10-06
travel blogger/reviewer,RS,619-655-1328,emergency extraction,2006-11-22,2028-11-24
freelance photographer,PH,380-484-8049,under review,2021-08-25,2031-11-10
law enforcement officer,CN,781-838-6570,deep cover,2012-05-29,2033-05-07
social media influencer,FR,782-231-2682,infiltration,2012-12-22,2030-08-16
arts connoisseur,DE,954-279-8670,deep cover,2006-10-24,2033-04-03
tourist/traveler,CN,382-882-4492,inactive,2006-06-22,2034-04-09
journalist/reporter,DO,829-759-5848,emergency extraction,2007-02-01,2026-10-11
food/culinary expert,VN,991-839-9805,deep cover,2023-05-30,2029-10-22
environmental activist,ID,463-773-0141,burned,2014-07-25,2034-09-17
entertainment insider,ID,935-154-1415,deep cover,2009-12-04,2024-02-15
construction worker/engineer,CN,556-792-1640,infiltration,2005-09-11,2031-07-22
environmental activist,CA,640-956-3038,deep cover,2020-08-10,2024-03-22
government official/diplomat,CN,493-394-7191,emergency extraction,2007-02-19,2033-10-04
arts connoisseur,CO,201-510-0672,burned,2023-12-12,2024-05-13
environmental activist,UY,732-759-5121,compromised,2009-01-15,2030-07-26
social media influencer,BR,213-297-3511,compromised,2004-05-02,2032-02-13
social media influencer,UA,938-855-6318,inactive,2014-12-29,2023-10-17
tourist/traveler,GE,838-434-5612,under review,2007-11-13,2023-07-03
finance/investment analyst,CZ,681-714-7603,deep cover,2019-05-03,2026-11-07
business consultant,KP,335-755-2678,burned,2008-06-13,2027-04-27
law enforcement officer,CN,621-637-4359,infiltration,2020-05-26,2030-12-16
social media influencer,CN,767-868-8435,infiltration,2014-11-08,2024-07-06
freelance photographer,CN,309-549-6012,deep cover,2019-09-25,2023-08-13
arts connoisseur,SE,145-777-7302,under development,2011-12-21,2028-02-18
security specialist,PE,352-671-8133,under development,2015-11-05,2029-02-28
environmental activist,HU,763-929-2424,compromised,2012-01-16,2023-07-28
tourist/traveler,CN,868-960-2404,inactive,2017-12-01,2028-06-20
tourist/traveler,PL,500-905-8211,deep cover,2019-02-14,2027-04-19
security specialist,CN,402-982-8313,deep cover,2015-09-15,2034-06-27
tech entrepreneur,PH,297-918-2725,infiltration,2018-02-27,2034-11-13
environmental activist,CN,355-265-4238,infiltration,2012-09-21,2025-02-04
travel blogger/reviewer,CN,717-500-5664,under review,2022-10-20,2031-07-29
corporate executive,CN,877-300-1926,deep cover,2011-05-24,2030-05-19
journalist/reporter,PH,953-171-6608,compromised,2023-07-11,2027-08-01
security specialist,MG,725-635-3577,deep cover,2016-10-20,2032-08-17
freelance photographer,MM,202-813-2442,compromised,2015-08-03,2030-01-23
humanitarian worker,PH,589-418-5158,emergency extraction,2006-05-08,2033-07-09
freelance photographer,CZ,212-889-3450,emergency extraction,2016-12-29,2024-08-24
food/culinary expert,BA,815-862-5582,under review,2007-08-13,2033-12-06
arts connoisseur,CR,874-395-3539,under development,2021-04-23,2032-10-14
government official/diplomat,IQ,708-847-9460,compromised,2021-10-08,2027-11-13
freelance photographer,CZ,253-339-9981,under surveillance,2008-09-25,2031-05-26
finance/investment analyst,PH,975-405-6710,under review,2014-01-10,2028-05-16
travel blogger/reviewer,ID,248-718-4133,compromised,2007-06-16,2030-10-21
entertainment insider,BR,729-801-1846,burned,2013-08-26,2033-08-21
finance/investment analyst,NZ,758-255-8771,infiltration,2023-03-16,2031-05-16
journalist/reporter,FR,336-378-1590,under surveillance,2013-07-10,2032-01-15
security specialist,PT,773-245-6046,compromised,2006-02-14,2028-07-15
journalist/reporter,CO,972-154-7537,under surveillance,2020-07-05,2031-11-15
social media influencer,CN,244-332-7493,inactive,2020-08-06,2034-03-11
business consultant,CN,952-169-7733,compromised,2012-05-19,2025-08-30
finance/investment analyst,GH,698-484-0585,under development,2011-12-10,2027-11-08
arts connoisseur,AU,960-948-2742,under surveillance,2006-02-18,2032-03-01
security specialist,PH,709-524-2993,emergency extraction,2017-06-06,2029-11-13
humanitarian worker,FR,229-451-6545,compromised,2008-08-24,2034-04-26
law enforcement officer,GR,283-405-1088,deep cover,2004-09-22,2033-02-05
law enforcement officer,AO,430-777-9621,inactive,2004-07-19,2030-03-13
academic researcher,MK,320-266-3921,active,2004-12-17,2031-07-10
freelance photographer,PL,574-147-6382,under development,2019-12-18,2024-08-15
business consultant,CO,923-166-5097,deep cover,2015-05-09,2024-04-28
corporate executive,PT,599-330-7098,burned,2007-04-21,2027-04-04
construction worker/engineer,CN,556-252-8490,compromised,2005-02-20,2024-03-06
humanitarian worker,CN,766-534-6338,compromised,2013-04-24,2024-03-22
food/culinary expert,CN,160-153-0619,under review,2006-06-13,2028-05-09
humanitarian worker,CO,254-473-0579,under surveillance,2016-08-16,2033-01-13
academic researcher,CZ,911-183-1048,compromised,2004-04-28,2034-07-10
social media influencer,PK,735-569-1109,burned,2023-05-02,2025-03-14
travel blogger/reviewer,ID,849-232-1111,inactive,2004-03-23,2024-11-05
environmental activist,CN,445-739-3215,emergency extraction,2009-02-21,2027-08-30
travel blogger/reviewer,ID,871-910-5024,under development,2020-10-30,2034-08-04
entertainment insider,AF,903-726-8784,deep cover,2012-05-21,2030-02-23
freelance photographer,TH,897-771-3995,infiltration,2019-05-07,2033-11-22
tech entrepreneur,BR,636-986-6662,emergency extraction,2022-12-12,2029-02-23
finance/investment analyst,CN,961-801-9934,under development,2022-12-07,2031-09-11
business consultant,ID,734-162-8265,infiltration,2020-07-18,2026-06-22
food/culinary expert,CN,718-218-9348,under surveillance,2023-04-10,2025-09-24
construction worker/engineer,PL,852-210-5265,under surveillance,2022-11-22,2026-11-23
food/culinary expert,ID,445-406-3620,deep cover,2004-07-15,2023-04-19
social media influencer,BR,997-715-5387,under development,2004-12-21,2028-12-17
humanitarian worker,PH,703-471-5900,under review,2011-09-12,2026-12-17
journalist/reporter,FI,578-674-0284,emergency extraction,2015-04-24,2025-05-27
tourist/traveler,MX,355-459-7648,emergency extraction,2008-08-23,2023-08-02
tech entrepreneur,GB,509-470-0889,under surveillance,2021-11-17,2031-03-09
medical professional,VE,148-646-0055,under surveillance,2009-05-12,2029-02-23
security specialist,CN,234-763-5029,compromised,2006-07-28,2028-08-12
security specialist,NP,430-528-4891,infiltration,2021-09-19,2032-09-15
arts connoisseur,PT,837-881-3635,active,2012-01-22,2023-10-04
arts connoisseur,CN,183-375-4439,under development,2016-07-10,2026-06-26
entertainment insider,ID,537-763-7175,emergency extraction,2015-12-23,2033-05-07
food/culinary expert,CM,969-129-3957,under review,2021-08-23,2027-06-29
humanitarian worker,ID,971-473-4478,compromised,2023-05-04,2029-03-29
environmental activist,FR,436-716-7379,under development,2021-12-28,2031-11-26
humanitarian worker,PH,154-399-4553,under development,2013-04-11,2026-06-19
environmental activist,BY,378-880-2444,burned,2020-05-08,2034-06-22
