0,1,2,3,4,5
travel blogger/reviewer,RU,492-540-3908,under development,2015-03-20,2029-02-04
entertainment insider,RU,471-412-0941,under review,2011-04-30,2033-01-01
government official/diplomat,AF,304-976-3922,infiltration,2022-05-20,2033-06-30
construction worker/engineer,SE,418-263-9591,active,2019-05-10,2033-06-08
entertainment insider,ID,907-399-2133,under development,2010-03-26,2023-04-07
government official/diplomat,AL,650-887-9606,infiltration,2020-02-28,2027-03-19
arts connoisseur,CN,305-467-0151,deep cover,2023-08-29,2025-02-19
journalist/reporter,CN,752-130-7348,deep cover,2011-03-16,2032-08-27
environmental activist,PT,332-338-6348,compromised,2014-07-17,2024-12-13
government official/diplomat,US,512-912-8281,under surveillance,2014-01-06,2032-04-23
finance/investment analyst,MX,240-156-5661,emergency extraction,2018-02-03,2025-09-10
entertainment insider,CN,127-550-3342,under development,2005-03-10,2027-04-14
arts connoisseur,CN,594-217-1100,infiltration,2008-12-17,2027-05-14
humanitarian worker,PT,709-635-9620,compromised,2022-08-11,2026-09-05
government official/diplomat,CO,196-999-5354,under development,2023-09-05,2031-01-21
food/culinary expert,RU,137-598-1252,deep cover,2021-11-27,2023-06-22
freelance photographer,ID,246-765-9925,inactive,2008-09-02,2023-03-03
business consultant,PL,178-232-5353,deep cover,2023-03-29,2023-09-01
corporate executive,BR,385-580-8819,under review,2023-04-18,2027-08-07
academic researcher,US,203-592-9117,active,2017-08-18,2033-07-09
security specialist,AF,721-566-9550,inactive,2015-02-08,2026-08-30
social media influencer,CN,581-464-0013,compromised,2020-04-04,2032-09-09
social media influencer,CN,937-892-9112,active,2011-04-07,2027-09-16
government official/diplomat,PL,746-131-5311,under review,2016-07-16,2029-08-19
travel blogger/reviewer,PH,258-232-7406,emergency extraction,2012-10-30,2030-09-15
security specialist,ML,232-271-9918,compromised,2017-11-19,2025-05-26
travel blogger/reviewer,PE,138-998-0559,deep cover,2018-06-10,2027-10-07
journalist/reporter,UA,922-249-9314,inactive,2021-02-08,2024-01-23
business consultant,RU,282-230-4837,under surveillance,2005-07-03,2027-11-05
academic researcher,PH,510-566-5994,deep cover,2020-08-18,2025-07-13
law enforcement officer,CN,103-528-6476,under development,2012-10-10,2030-03-18
business consultant,PH,714-520-3627,under development,2004-04-01,2029-12-14
business consultant,RU,444-608-5357,burned,2013-05-02,2030-12-04
food/culinary expert,MX,270-307-8021,under surveillance,2017-10-01,2025-03-09
humanitarian worker,RU,181-461-2216,under surveillance,2011-11-09,2029-05-24
freelance photographer,CA,438-143-2248,burned,2004-08-20,2025-06-29
medical professional,CN,880-804-9304,compromised,2005-01-27,2029-07-25
social media influencer,ID,714-820-4511,compromised,2023-10-17,2031-07-10
food/culinary expert,CZ,927-809-6426,compromised,2011-10-03,2031-10-20
corporate executive,CN,494-951-4791,emergency extraction,2017-09-08,2028-06-24
travel blogger/reviewer,SE,590-558-3665,under development,2017-11-27,2024-05-31
entertainment insider,CA,177-371-0674,emergency extraction,2007-04-09,2029-04-09
entertainment insider,CN,144-246-0331,under development,2017-04-01,2028-12-17
food/culinary expert,FR,340-500-9273,under surveillance,2023-04-24,2031-02-02
corporate executive,CN,480-395-6690,compromised,2021-12-23,2027-12-14
entertainment insider,PH,137-269-9125,under development,2020-01-07,2025-07-18
academic researcher,PH,236-350-9373,active,2005-09-30,2025-08-19
tourist/traveler,NG,436-868-3065,burned,2004-03-07,2028-07-11
medical professional,GT,788-919-4885,under review,2012-11-19,2032-01-20
tech entrepreneur,NG,102-888-8048,emergency extraction,2021-07-23,2033-05-31
travel blogger/reviewer,ID,661-561-5686,active,2018-09-01,2027-03-14
business consultant,RU,841-729-4339,infiltration,2022-08-20,2027-10-16
journalist/reporter,IE,299-760-8091,deep cover,2006-10-29,2027-03-25
tech entrepreneur,PL,852-708-5084,compromised,2014-09-22,2023-11-07
government official/diplomat,ID,179-531-5708,burned,2022-07-09,2025-03-04
social media influencer,PS,257-729-8079,infiltration,2013-07-26,2028-08-19
medical professional,PT,671-200-0163,emergency extraction,2005-02-24,2023-02-15
freelance photographer,CN,136-425-2696,compromised,2014-03-15,2030-08-24
tourist/traveler,CN,240-621-3579,burned,2013-05-05,2032-05-28
finance/investment analyst,VE,929-148-9149,under surveillance,2014-01-19,2028-01-01
government official/diplomat,MN,983-919-7978,deep cover,2019-07-30,2024-04-06
humanitarian worker,ID,509-606-8209,burned,2012-09-23,2025-08-01
corporate executive,PH,736-583-4127,compromised,2021-02-24,2025-08-29
tourist/traveler,BR,215-562-5054,compromised,2004-04-07,2030-04-20
law enforcement officer,CN,873-729-0567,compromised,2010-10-07,2025-09-05
security specialist,ID,257-872-7002,under development,2015-10-29,2026-06-29
freelance photographer,UA,297-215-3470,under surveillance,2017-01-06,2033-07-11
humanitarian worker,US,202-820-4567,under surveillance,2006-09-27,2029-05-30
finance/investment analyst,BY,694-210-9070,emergency extraction,2014-02-07,2033-07-12
food/culinary expert,MA,168-557-6957,under review,2017-06-06,2024-10-09
tech entrepreneur,AF,814-518-4142,under surveillance,2013-09-16,2026-10-19
travel blogger/reviewer,MY,439-786-4791,deep cover,2004-12-19,2027-05-22
law enforcement officer,TH,201-725-3345,deep cover,2018-09-13,2028-02-01
social media influencer,PH,621-984-1185,infiltration,2010-08-31,2027-04-29
government official/diplomat,CZ,197-779-6886,inactive,2004-10-20,2030-05-21
social media influencer,DE,428-266-3472,burned,2020-03-27,2033-09-15
tourist/traveler,DE,716-332-9122,under surveillance,2004-11-19,2032-12-12
business consultant,CN,684-982-4443,emergency extraction,2017-05-20,2030-07-25
government official/diplomat,PH,268-525-5776,deep cover,2009-06-10,2034-06-09
academic researcher,MK,276-791-3373,emergency extraction,2022-08-30,2023-03-21
entertainment insider,CN,265-131-8257,burned,2005-08-16,2033-04-14
corporate executive,RU,731-908-4819,under surveillance,2007-06-09,2024-04-21
freelance photographer,ID,405-950-0621,under review,2007-07-09,2030-12-31
humanitarian worker,ID,162-578-8348,active,2005-09-12,2034-03-11
tourist/traveler,ID,427-878-1925,infiltration,2016-08-02,2025-11-20
humanitarian worker,ID,491-977-3590,under surveillance,2014-02-07,2027-09-23
law enforcement officer,RU,459-356-9613,infiltration,2008-04-15,2032-04-03
environmental activist,BR,376-731-5215,infiltration,2023-09-26,2025-10-20
social media influencer,PL,430-868-4155,under development,2021-12-15,2030-03-25
freelance photographer,BR,477-691-6287,compromised,2009-04-23,2031-08-27
security specialist,PT,735-628-2511,under surveillance,2020-01-20,2027-09-19
food/culinary expert,PL,969-863-7685,under surveillance,2014-11-21,2034-09-17
construction worker/engineer,EC,436-530-7287,under surveillance,2021-08-14,2029-09-04
law enforcement officer,CZ,192-774-3673,compromised,2019-09-18,2034-03-02
government official/diplomat,US,865-653-1678,infiltration,2022-04-02,2024-11-01
tech entrepreneur,MX,255-602-1959,under surveillance,2007-05-06,2023-10-01
tech entrepreneur,PL,155-242-3952,under surveillance,2021-05-01,2026-12-13
tech entrepreneur,US,651-105-2216,under review,2019-04-14,2031-07-26
corporate executive,ID,848-399-1590,inactive,2018-08-07,2030-06-23
food/culinary expert,BG,547-777-1676,burned,2023-06-09,2026-03-07
construction worker/engineer,ID,107-257-3888,infiltration,2015-04-01,2029-08-16
journalist/reporter,BR,513-232-5348,infiltration,2023-09-02,2030-10-20
medical professional,PH,359-219-8334,deep cover,2019-10-15,2028-10-23
arts connoisseur,CN,625-325-7872,under review,2014-05-16,2029-08-03
finance/investment analyst,RU,945-588-3877,under development,2012-03-19,2033-01-24
security specialist,ID,831-980-8870,compromised,2019-06-03,2027-06-23
tech entrepreneur,VE,934-667-7647,emergency extraction,2004-07-24,2034-09-19
tourist/traveler,RU,894-822-9999,under surveillance,2007-07-02,2029-06-07
freelance photographer,CN,632-667-7189,burned,2019-11-14,2031-11-16
travel blogger/reviewer,SE,397-718-8835,under surveillance,2008-01-24,2026-06-17
government official/diplomat,CL,510-387-2136,infiltration,2007-03-13,2026-08-19
tourist/traveler,SE,124-268-7345,under development,2012-10-21,2031-12-14
medical professional,RS,306-518-1425,under development,2014-11-28,2034-05-18
social media influencer,US,856-676-4701,deep cover,2004-07-22,2032-12-25
tourist/traveler,ID,390-993-8614,inactive,2012-11-30,2032-01-09
environmental activist,UA,992-536-5501,burned,2017-12-31,2033-05-29
arts connoisseur,RU,638-988-7919,active,2014-04-10,2028-04-05
law enforcement officer,PH,283-213-2567,under review,2014-09-25,2032-06-03
medical professional,ID,160-563-2454,active,2005-10-18,2026-02-20
arts connoisseur,IL,422-872-8042,compromised,2018-08-12,2030-03-29
medical professional,PT,880-138-4005,under surveillance,2013-02-08,2031-01-18
tourist/traveler,US,360-684-5837,burned,2016-03-22,2027-01-27
corporate executive,PH,170-129-3426,under surveillance,2007-06-22,2027-08-01
construction worker/engineer,MK,964-753-4253,active,2014-04-11,2026-07-27
entertainment insider,RU,841-389-1289,burned,2018-09-09,2034-02-21
freelance photographer,FR,855-813-6473,burned,2021-01-17,2023-05-05
government official/diplomat,PA,575-288-4389,under review,2023-03-06,2028-08-20
tech entrepreneur,PH,479-288-2361,under review,2005-02-02,2034-06-06
tourist/traveler,PE,938-566-0525,under review,2004-10-23,2029-01-17
academic researcher,CA,264-880-0385,emergency extraction,2023-12-12,2030-06-26
finance/investment analyst,MX,698-824-1545,under review,2007-07-12,2025-08-08
arts connoisseur,PH,146-234-9685,burned,2012-02-15,2034-02-09
law enforcement officer,NA,500-210-8155,emergency extraction,2008-10-20,2033-04-01
travel blogger/reviewer,FR,586-310-9205,active,2015-12-05,2033-10-18
food/culinary expert,GR,323-224-9351,compromised,2017-06-06,2030-05-18
journalist/reporter,CN,132-350-0165,deep cover,2012-08-18,2026-03-08
construction worker/engineer,US,704-477-9625,infiltration,2020-05-02,2026-08-01
journalist/reporter,JP,743-381-5917,compromised,2009-05-16,2027-10-18
corporate executive,RU,973-202-0068,deep cover,2017-01-04,2030-05-21
freelance photographer,LT,339-944-2613,inactive,2016-07-10,2028-08-09
business consultant,RU,676-851-1380,emergency extraction,2007-07-06,2030-11-12
journalist/reporter,LK,645-249-5650,under surveillance,2023-03-13,2032-06-27
environmental activist,NE,157-130-7218,inactive,2009-10-20,2024-04-21
security specialist,RS,938-763-6358,compromised,2004-04-18,2026-09-25
security specialist,ZM,356-648-2791,emergency extraction,2023-07-08,2028-11-24
social media influencer,SE,765-956-3283,burned,2011-01-30,2028-08-19
travel blogger/reviewer,PH,992-558-0181,under review,2017-07-08,2025-07-16
entertainment insider,GR,590-645-7515,under surveillance,2019-02-06,2027-10-25
freelance photographer,PT,850-298-1710,under development,2015-10-24,2034-12-07
food/culinary expert,MN,140-816-2117,under review,2005-03-14,2025-11-30
humanitarian worker,PL,610-756-2634,emergency extraction,2020-09-01,2027-05-01
arts connoisseur,BR,123-826-2136,emergency extraction,2010-12-16,2030-12-04
travel blogger/reviewer,CN,313-175-0864,under surveillance,2014-05-14,2033-08-18
environmental activist,CN,283-405-1251,infiltration,2014-05-27,2023-04-25
business consultant,TH,243-129-2452,deep cover,2015-01-25,2034-03-11
entertainment insider,ID,282-220-8712,emergency extraction,2009-05-17,2033-04-05
government official/diplomat,GR,493-787-8193,emergency extraction,2015-08-01,2031-01-08
journalist/reporter,KZ,435-976-1979,active,2020-01-09,2027-11-06
journalist/reporter,JP,672-965-1413,under surveillance,2006-12-12,2034-09-16
corporate executive,YE,291-818-9548,under review,2004-09-29,2024-09-26
business consultant,AL,344-120-6786,emergency extraction,2012-02-27,2024-03-21
finance/investment analyst,CN,468-927-1289,deep cover,2007-01-20,2031-07-08
journalist/reporter,TZ,957-968-8651,emergency extraction,2006-02-23,2030-10-10
tourist/traveler,FR,125-486-2079,burned,2007-09-01,2024-01-02
medical professional,CN,193-130-2949,under surveillance,2006-04-21,2024-10-18
entertainment insider,PH,514-764-8710,infiltration,2007-07-06,2025-05-28
arts connoisseur,PY,175-132-0197,under review,2012-05-30,2025-09-08
security specialist,PT,552-871-4593,burned,2009-11-26,2027-09-20
journalist/reporter,ID,677-898-8617,active,2009-12-21,2034-01-19
humanitarian worker,FR,882-401-8769,active,2010-04-16,2027-04-24
tech entrepreneur,NO,542-533-5800,under development,2015-06-12,2032-12-26
construction worker/engineer,PH,824-597-1826,under review,2021-03-14,2024-08-17
travel blogger/reviewer,LY,301-156-7795,active,2019-09-06,2028-06-09
finance/investment analyst,SO,495-521-3314,deep cover,2017-07-28,2026-12-13
entertainment insider,VN,253-251-1543,infiltration,2023-05-02,2026-07-26
corporate executive,PL,329-101-7894,compromised,2012-07-07,2023-05-03
arts connoisseur,BR,995-861-2965,infiltration,2004-01-31,2023-05-21
medical professional,ID,660-667-5199,inactive,2023-12-29,2023-03-02
food/culinary expert,CR,919-412-2685,under development,2004-07-27,2029-05-06
freelance photographer,ID,724-806-8992,emergency extraction,2008-07-23,2031-09-08
travel blogger/reviewer,MA,632-449-8774,burned,2006-05-17,2034-11-13
entertainment insider,PH,799-264-6316,active,2005-09-22,2023-10-08
corporate executive,AZ,989-800-8139,emergency extraction,2008-05-23,2026-03-03
corporate executive,MN,109-209-1375,deep cover,2016-12-19,2031-07-24
travel blogger/reviewer,PH,453-914-6572,compromised,2015-05-04,2030-09-22
travel blogger/reviewer,CN,651-238-1854,under development,2010-07-14,2023-12-08
humanitarian worker,MK,867-275-5737,burned,2017-03-25,2026-09-29
tech entrepreneur,PL,127-297-7652,burned,2004-07-06,2031-07-21
tourist/traveler,PH,985-147-1386,under development,2010-04-19,2027-01-27
humanitarian worker,PH,601-220-4669,inactive,2014-05-25,2027-11-06
