0,1,2,3,4,5
business consultant,CN,159-463-1371,burned,2021-10-15,2029-11-27
food/culinary expert,CN,488-595-6360,under development,2012-02-26,2030-06-02
law enforcement officer,RU,893-709-9803,deep cover,2011-04-27,2029-03-09
business consultant,AF,610-118-7540,compromised,2020-11-13,2023-11-14
social media influencer,BR,384-787-9436,emergency extraction,2004-12-20,2028-09-08
tourist/traveler,US,702-872-3852,active,2014-02-02,2031-07-15
environmental activist,CO,822-248-1099,under review,2009-05-08,2027-10-06
food/culinary expert,CN,140-642-8584,active,2017-10-20,2034-07-05
entertainment insider,TZ,400-310-4598,under surveillance,2021-03-21,2023-11-10
tech entrepreneur,RU,164-865-3106,compromised,2023-05-05,2034-06-25
social media influencer,EG,165-617-3147,inactive,2021-03-18,2031-01-27
corporate executive,NG,540-411-7481,inactive,2004-08-09,2030-10-18
government official/diplomat,JP,218-356-2666,burned,2015-03-22,2030-01-22
government official/diplomat,SG,794-137-1475,under review,2012-09-17,2033-06-01
journalist/reporter,BR,941-661-9431,infiltration,2022-03-20,2033-11-08
humanitarian worker,PY,616-462-0753,under development,2017-01-17,2034-10-11
social media influencer,MA,234-560-1517,burned,2004-10-10,2034-01-21
humanitarian worker,SE,135-349-7643,infiltration,2017-01-12,2024-12-23
government official/diplomat,CZ,495-722-8763,infiltration,2020-12-15,2026-02-25
law enforcement officer,GM,285-690-9614,deep cover,2005-02-21,2025-12-20
government official/diplomat,VN,716-725-1841,compromised,2012-11-11,2034-09-04
law enforcement officer,HN,626-891-3852,burned,2023-02-10,2030-09-24
corporate executive,ID,477-200-3039,active,2007-01-11,2029-04-11
finance/investment analyst,CN,183-527-8019,deep cover,2008-04-14,2026-12-21
government official/diplomat,HR,530-371-1479,compromised,2017-01-09,2027-05-09
academic researcher,BR,833-923-4045,burned,2022-03-20,2031-12-02
security specialist,CN,304-988-5312,deep cover,2011-08-16,2027-06-04
environmental activist,ID,423-787-8305,inactive,2017-08-11,2023-09-21
travel blogger/reviewer,CN,613-669-4856,deep cover,2019-06-24,2034-11-19
social media influencer,AL,796-451-9735,compromised,2014-08-08,2023-04-01
tech entrepreneur,CN,681-665-1289,under review,2009-07-07,2033-11-27
environmental activist,CN,952-927-4611,infiltration,2022-02-13,2028-11-30
freelance photographer,PT,359-153-0820,under review,2023-12-14,2024-03-07
law enforcement officer,CO,116-416-8030,under surveillance,2023-05-25,2024-12-25
humanitarian worker,CN,541-855-5210,under development,2018-10-06,2029-10-01
social media influencer,CN,321-298-3904,compromised,2019-04-25,2024-04-08
government official/diplomat,BR,182-807-4547,under development,2017-06-21,2031-09-16
business consultant,SD,810-790-3816,compromised,2012-09-28,2025-03-21
law enforcement officer,TH,716-817-6274,under surveillance,2012-08-30,2029-07-30
finance/investment analyst,BF,991-887-1864,infiltration,2004-01-27,2031-01-21
travel blogger/reviewer,PK,493-521-8396,compromised,2013-09-10,2023-04-18
travel blogger/reviewer,PL,548-970-2901,under review,2020-03-03,2030-10-05
finance/investment analyst,CN,332-631-3967,deep cover,2008-02-04,2023-04-13
academic researcher,PL,144-811-6864,emergency extraction,2015-04-23,2034-01-22
government official/diplomat,CN,665-323-0480,inactive,2013-07-28,2024-12-18
freelance photographer,PT,632-314-3788,emergency extraction,2014-09-13,2026-03-22
journalist/reporter,ID,427-809-5835,under development,2019-03-07,2026-02-25
journalist/reporter,LK,107-609-9855,under development,2008-01-28,2027-04-14
construction worker/engineer,RS,221-239-6378,infiltration,2013-06-30,2025-12-26
social media influencer,JP,740-924-6677,compromised,2013-07-09,2033-10-11
law enforcement officer,CI,830-182-6701,infiltration,2020-10-12,2028-07-21
construction worker/engineer,CN,386-173-5289,under development,2010-01-18,2028-11-01
government official/diplomat,CN,318-544-6928,emergency extraction,2018-07-08,2032-07-04
tourist/traveler,ID,228-692-7598,infiltration,2021-04-11,2026-01-07
travel blogger/reviewer,SE,688-236-7224,compromised,2022-02-21,2029-06-03
tourist/traveler,SE,495-208-0080,under review,2005-01-08,2028-11-21
entertainment insider,DO,872-227-6023,under surveillance,2019-06-03,2029-05-22
government official/diplomat,UA,720-761-3229,compromised,2017-06-11,2034-04-17
medical professional,CN,101-866-4031,under development,2022-12-17,2029-09-05
food/culinary expert,CN,286-716-5538,emergency extraction,2019-06-10,2023-10-22
journalist/reporter,UG,256-635-0451,inactive,2018-12-23,2025-03-16
corporate executive,AM,681-734-1506,deep cover,2022-02-10,2030-05-10
freelance photographer,PH,197-557-5521,emergency extraction,2006-12-23,2032-09-22
finance/investment analyst,IR,538-322-9840,under review,2009-09-25,2027-03-20
travel blogger/reviewer,AR,452-845-7632,active,2016-06-01,2029-07-08
corporate executive,PL,259-498-5252,inactive,2009-01-11,2028-10-11
humanitarian worker,BR,329-124-9186,burned,2011-12-22,2031-12-03
security specialist,GR,808-429-4981,under review,2006-10-18,2024-05-10
environmental activist,PH,692-958-8180,emergency extraction,2008-07-27,2034-04-23
freelance photographer,ID,397-378-3482,deep cover,2020-06-23,2024-08-05
environmental activist,CN,617-185-6636,active,2022-09-14,2027-05-13
travel blogger/reviewer,US,804-868-9524,under review,2013-05-04,2030-03-22
medical professional,CO,121-392-6024,emergency extraction,2023-07-05,2026-08-30
tech entrepreneur,CL,794-839-1611,burned,2022-12-18,2029-05-23
law enforcement officer,ID,455-992-2578,inactive,2019-08-29,2023-08-26
government official/diplomat,RU,949-870-2630,infiltration,2016-10-21,2029-02-13
business consultant,RU,177-352-1610,under development,2016-02-25,2030-01-19
academic researcher,CN,322-335-2926,inactive,2020-07-04,2030-01-05
social media influencer,FR,421-919-0991,deep cover,2008-05-23,2030-04-22
journalist/reporter,GM,676-470-9313,deep cover,2009-10-25,2033-06-03
corporate executive,BR,204-667-0035,burned,2008-02-15,2032-06-04
social media influencer,NL,835-572-7145,compromised,2005-11-14,2026-08-15
entertainment insider,CO,637-172-2109,under development,2017-10-01,2034-05-12
medical professional,PL,447-881-7017,infiltration,2009-10-24,2032-08-20
government official/diplomat,DO,698-584-4215,active,2019-05-03,2033-01-24
tech entrepreneur,US,571-776-1266,active,2019-09-07,2031-08-31
medical professional,KR,207-218-4140,under surveillance,2018-01-15,2031-02-28
tourist/traveler,US,406-334-5658,under development,2013-02-06,2027-09-12
construction worker/engineer,CN,622-934-4133,active,2020-11-19,2033-05-10
food/culinary expert,ID,348-229-3772,under review,2019-09-30,2035-01-02
law enforcement officer,RU,436-651-3229,under development,2012-04-23,2028-06-28
environmental activist,SI,715-113-0330,infiltration,2019-09-11,2029-06-20
business consultant,GR,402-941-7396,active,2006-09-27,2032-03-26
business consultant,SE,586-774-8307,under review,2009-01-15,2032-06-30
freelance photographer,CR,275-406-8494,under review,2004-04-24,2033-12-16
finance/investment analyst,RS,911-279-6128,under development,2013-06-08,2023-05-17
academic researcher,CN,677-112-7381,emergency extraction,2006-04-28,2026-06-24
medical professional,CO,506-147-2755,emergency extraction,2013-11-07,2034-02-04
medical professional,PY,231-267-7682,deep cover,2019-01-18,2024-11-30
freelance photographer,EG,910-263-1734,infiltration,2021-01-09,2030-04-10
academic researcher,ES,644-740-1509,active,2021-01-18,2024-01-15
academic researcher,TZ,443-617-6427,infiltration,2006-04-21,2025-04-11
government official/diplomat,CN,619-546-4281,inactive,2011-05-27,2031-04-07
food/culinary expert,CN,176-344-5813,under review,2021-12-10,2026-05-25
tech entrepreneur,CN,100-837-9514,emergency extraction,2005-08-07,2031-01-14
corporate executive,GR,798-604-5981,burned,2017-12-18,2033-07-17
food/culinary expert,CO,449-674-6087,inactive,2009-02-26,2029-03-22
tourist/traveler,PH,965-110-6203,compromised,2018-07-22,2032-05-08
business consultant,FR,685-973-1960,burned,2023-07-16,2028-03-28
humanitarian worker,ID,397-225-8173,active,2006-05-01,2024-12-31
government official/diplomat,CN,984-400-9319,infiltration,2015-11-22,2024-04-21
construction worker/engineer,GR,835-854-6077,inactive,2014-01-10,2024-07-16
academic researcher,PL,285-796-6675,inactive,2010-10-27,2024-07-23
construction worker/engineer,NL,557-920-7330,under development,2009-12-20,2032-06-06
arts connoisseur,PT,137-821-3237,burned,2016-06-24,2028-11-20
entertainment insider,HN,166-922-4599,under development,2008-11-26,2031-11-23
entertainment insider,SE,922-237-8889,infiltration,2005-06-22,2035-01-14
journalist/reporter,PT,492-698-2465,under surveillance,2016-08-29,2023-07-06
tech entrepreneur,CN,756-287-5514,infiltration,2017-01-15,2027-12-15
arts connoisseur,CN,708-281-1848,under review,2008-05-01,2033-03-05
medical professional,PL,286-163-9174,active,2007-03-29,2027-03-26
food/culinary expert,CN,531-689-9874,deep cover,2007-09-11,2033-04-18
security specialist,PH,961-637-8095,active,2010-09-14,2026-05-22
security specialist,CN,439-800-0532,compromised,2007-12-23,2030-09-26
social media influencer,SE,766-740-0883,deep cover,2021-04-06,2031-12-09
medical professional,RU,248-629-6157,inactive,2005-12-05,2027-04-01
food/culinary expert,ID,538-525-1190,infiltration,2010-04-16,2026-02-05
tech entrepreneur,ID,974-136-3345,deep cover,2009-01-13,2031-06-12
entertainment insider,ID,784-168-8189,emergency extraction,2019-12-21,2023-12-15
law enforcement officer,NC,537-874-4087,under review,2014-04-08,2031-05-04
food/culinary expert,CO,959-471-6204,compromised,2004-11-20,2031-05-08
security specialist,PH,690-398-0662,emergency extraction,2005-03-04,2031-01-09
law enforcement officer,SE,898-415-1236,under review,2019-05-20,2034-03-30
social media influencer,JP,580-482-4354,compromised,2019-12-29,2026-10-16
freelance photographer,RU,582-632-1703,active,2008-08-17,2024-10-29
travel blogger/reviewer,CN,702-679-9891,infiltration,2005-05-18,2029-05-25
arts connoisseur,PE,149-543-8745,under surveillance,2018-04-10,2026-06-20
food/culinary expert,FM,177-335-0840,burned,2007-04-03,2029-06-26
humanitarian worker,PH,466-998-8411,under review,2008-12-25,2025-03-05
humanitarian worker,FR,652-930-6547,infiltration,2017-02-09,2034-02-10
medical professional,CZ,190-230-0256,deep cover,2004-02-04,2027-05-11
travel blogger/reviewer,BR,440-527-8620,compromised,2008-08-29,2027-01-08
law enforcement officer,NE,853-876-6699,under development,2004-02-19,2027-05-09
business consultant,PH,859-377-8021,burned,2015-06-09,2033-11-08
entertainment insider,CN,878-248-0491,inactive,2016-07-13,2034-07-01
travel blogger/reviewer,CN,563-543-9134,burned,2016-02-23,2023-06-30
social media influencer,DE,504-444-5816,under surveillance,2019-04-15,2031-07-15
social media influencer,CN,624-693-0233,deep cover,2019-11-20,2024-04-21
freelance photographer,CN,460-573-4639,under review,2022-08-31,2028-12-06
environmental activist,TZ,531-327-6330,active,2009-11-22,2026-02-19
humanitarian worker,CO,333-477-1555,burned,2020-03-15,2033-04-25
government official/diplomat,US,760-138-5586,emergency extraction,2017-04-10,2030-07-24
social media influencer,CN,352-136-2549,deep cover,2019-02-02,2027-05-11
entertainment insider,SE,410-230-1182,active,2021-07-24,2027-01-25
freelance photographer,BR,806-482-7185,compromised,2018-04-09,2032-01-10
freelance photographer,RU,419-441-1394,inactive,2007-08-02,2025-11-04
government official/diplomat,VN,213-638-8559,burned,2011-08-26,2030-10-08
law enforcement officer,CN,347-819-3931,inactive,2017-08-05,2034-02-01
environmental activist,ID,500-556-5181,deep cover,2019-12-03,2032-08-03
finance/investment analyst,ID,917-552-5073,infiltration,2010-05-19,2027-07-30
tech entrepreneur,UA,501-374-7088,deep cover,2022-04-20,2031-12-12
environmental activist,ID,979-295-1403,burned,2017-09-14,2025-10-05
humanitarian worker,ID,553-984-0792,active,2021-06-15,2029-10-04
corporate executive,CN,837-505-0766,infiltration,2008-06-24,2023-03-14
travel blogger/reviewer,PH,838-206-1252,active,2006-10-06,2026-06-28
academic researcher,ID,435-106-2278,under surveillance,2023-07-17,2030-06-13
government official/diplomat,BR,591-228-6751,emergency extraction,2010-03-02,2028-12-16
government official/diplomat,CO,840-360-7276,inactive,2013-04-03,2032-05-22
arts connoisseur,RS,772-649-8541,emergency extraction,2006-10-30,2024-08-06
social media influencer,CU,198-919-0780,under surveillance,2010-04-24,2032-11-19
academic researcher,CY,496-198-0211,burned,2014-10-31,2032-07-25
entertainment insider,UA,113-560-6233,emergency extraction,2022-01-28,2027-08-05
security specialist,PT,417-937-0550,deep cover,2021-05-05,2029-09-23
law enforcement officer,TH,480-467-1052,inactive,2021-07-02,2023-12-21
social media influencer,CN,422-254-5427,burned,2015-10-15,2025-07-05
tourist/traveler,SE,525-103-4943,deep cover,2022-02-21,2028-08-05
journalist/reporter,CN,815-849-4973,inactive,2009-08-21,2032-09-14
social media influencer,UA,389-624-2901,emergency extraction,2014-07-09,2033-01-23
tourist/traveler,BR,742-439-0123,under surveillance,2004-10-01,2031-12-07
government official/diplomat,PT,607-174-6057,deep cover,2019-09-07,2026-12-18
environmental activist,ID,231-386-7954,emergency extraction,2019-10-09,2024-03-27
humanitarian worker,ID,535-844-3034,inactive,2023-05-15,2027-06-29
social media influencer,BR,338-479-3525,infiltration,2014-10-19,2024-12-21
law enforcement officer,PL,561-739-4085,active,2013-02-09,2030-05-08
medical professional,UA,798-381-6606,deep cover,2014-09-17,2027-09-03
corporate executive,ZM,389-297-4834,under review,2018-02-26,2026-11-25
tech entrepreneur,SE,510-467-6121,emergency extraction,2006-07-13,2028-06-30
corporate executive,SE,306-160-8774,under surveillance,2004-06-16,2033-02-10
tourist/traveler,ID,980-861-1760,under surveillance,2018-03-09,2034-12-29
food/culinary expert,US,617-702-6832,under development,2017-09-16,2029-03-02
social media influencer,RS,636-584-3267,active,2019-05-22,2032-07-27
environmental activist,ID,336-672-2022,burned,2014-12-16,2026-03-18
government official/diplomat,ID,491-950-7840,burned,2008-10-29,2027-05-12
finance/investment analyst,CN,889-798-7836,under surveillance,2004-08-03,2027-04-20
social media influencer,ME,129-294-2612,under development,2023-05-03,2025-03-18
security specialist,HR,885-313-1050,emergency extraction,2014-11-15,2027-03-05
arts connoisseur,PL,728-592-9029,deep cover,2019-02-17,2029-07-02
journalist/reporter,CN,431-264-8463,under development,2013-10-02,2029-09-04
academic researcher,PS,224-975-4233,deep cover,2017-11-06,2028-06-06
environmental activist,FR,777-652-6864,active,2019-04-07,2031-03-12
travel blogger/reviewer,CZ,843-811-3063,inactive,2008-10-04,2034-07-12
tech entrepreneur,ID,777-947-8562,inactive,2023-12-10,2027-06-07
medical professional,PT,530-194-6355,emergency extraction,2017-05-24,2033-11-20
academic researcher,BR,122-698-0508,inactive,2020-12-31,2023-05-11
journalist/reporter,PH,457-787-8821,compromised,2021-03-23,2024-01-30
construction worker/engineer,CN,781-569-2641,active,2021-07-14,2024-11-24
tech entrepreneur,PL,940-902-7923,under surveillance,2019-04-09,2027-02-06
journalist/reporter,CA,415-995-4609,burned,2015-01-30,2028-08-13
security specialist,RU,101-198-1943,infiltration,2023-05-26,2025-11-12
social media influencer,US,419-887-0866,compromised,2017-08-14,2031-03-15
academic researcher,ID,989-245-0528,deep cover,2018-07-12,2023-10-15
journalist/reporter,PT,394-817-8993,under review,2017-03-21,2034-02-23
humanitarian worker,PH,659-642-1852,inactive,2022-09-28,2023-12-27
tourist/traveler,CN,930-402-3329,under review,2016-12-07,2034-09-16
security specialist,ID,987-793-4421,under surveillance,2009-05-29,2025-08-23
arts connoisseur,CO,958-600-6435,inactive,2021-02-26,2025-02-24
entertainment insider,ID,494-437-9680,deep cover,2021-02-06,2034-06-15
tech entrepreneur,TH,592-460-1542,under development,2018-05-08,2025-03-13
social media influencer,ID,964-913-1663,under surveillance,2019-10-12,2024-11-26
freelance photographer,CN,364-923-8731,under review,2004-03-30,2032-05-23
humanitarian worker,CN,100-412-0982,under surveillance,2023-05-14,2033-10-17
social media influencer,PT,706-750-9760,deep cover,2016-03-04,2024-06-18
finance/investment analyst,DK,251-504-6714,under review,2021-03-10,2031-03-25
finance/investment analyst,RU,816-292-4615,under development,2007-09-08,2026-06-22
government official/diplomat,CN,329-390-5651,inactive,2020-09-22,2023-03-05
corporate executive,CN,994-120-1864,deep cover,2004-10-02,2031-01-14
tech entrepreneur,IR,865-241-1028,under development,2010-05-01,2034-01-28
tech entrepreneur,ID,385-612-8275,under development,2004-04-18,2031-05-20
arts connoisseur,CN,317-116-3483,inactive,2020-12-08,2030-01-14
construction worker/engineer,CN,930-699-7277,active,2008-08-08,2026-11-24
tech entrepreneur,BR,794-474-4729,compromised,2013-11-15,2034-09-23
humanitarian worker,NZ,199-467-9981,inactive,2011-05-29,2032-08-27
law enforcement officer,AR,811-476-5496,under surveillance,2008-11-17,2033-12-16
government official/diplomat,ID,800-651-4964,inactive,2020-02-28,2024-11-06
tourist/traveler,GR,273-514-3078,compromised,2023-10-06,2034-03-30
travel blogger/reviewer,CN,904-204-5662,emergency extraction,2018-12-27,2023-09-06
freelance photographer,CN,414-506-7128,infiltration,2023-01-03,2024-11-24
arts connoisseur,TH,179-583-7637,compromised,2011-04-05,2025-04-16
tourist/traveler,PK,819-372-1911,burned,2015-07-25,2031-04-14
humanitarian worker,GQ,193-287-4042,emergency extraction,2015-03-24,2030-09-27
arts connoisseur,US,915-812-5585,deep cover,2012-03-18,2034-04-30
environmental activist,RU,685-610-6045,burned,2021-05-23,2024-10-01
travel blogger/reviewer,NO,978-727-5692,under review,2022-04-28,2024-12-06
finance/investment analyst,ID,300-860-5335,under review,2005-12-07,2027-11-22
corporate executive,ID,423-667-4690,under review,2017-07-31,2026-09-12
tourist/traveler,BR,955-897-1033,infiltration,2007-04-23,2032-05-20
journalist/reporter,CN,636-237-7624,under review,2008-06-16,2033-09-10
security specialist,CN,230-138-7496,inactive,2010-12-17,2026-09-11
corporate executive,FR,179-879-7440,active,2014-11-21,2033-11-26
food/culinary expert,MN,637-864-1400,under surveillance,2021-01-21,2028-10-08
business consultant,PL,118-280-1106,deep cover,2014-03-06,2026-10-16
law enforcement officer,PT,139-881-4474,under review,2016-04-13,2023-04-21
tech entrepreneur,RU,219-223-8149,deep cover,2004-11-17,2023-07-08
