0,1,2,3,4,5
construction worker/engineer,CN,726-319-0832,under review,2017-10-01,2023-07-22
journalist/reporter,CN,951-613-2746,deep cover,2020-03-09,2031-12-21
journalist/reporter,JP,455-159-7528,burned,2022-12-20,2034-08-03
medical professional,TH,350-171-5178,under review,2016-06-11,2024-05-15
journalist/reporter,CN,140-446-9398,emergency extraction,2009-04-24,2030-02-03
entertainment insider,CN,364-260-5959,under surveillance,2015-03-03,2033-06-17
tech entrepreneur,CN,163-230-3654,deep cover,2011-05-20,2026-06-18
security specialist,PT,407-947-7365,inactive,2010-08-13,2023-05-20
tourist/traveler,CN,982-928-8287,emergency extraction,2023-02-04,2034-09-30
food/culinary expert,CN,325-816-4797,under review,2006-11-08,2028-11-22
government official/diplomat,CN,887-467-0968,active,2009-06-18,2023-09-22
journalist/reporter,ID,390-553-5241,active,2013-04-01,2027-03-10
finance/investment analyst,PH,762-811-0256,inactive,2018-02-07,2027-01-23
law enforcement officer,HN,476-103-0155,emergency extraction,2023-12-21,2023-06-19
security specialist,ID,243-393-6924,burned,2019-03-21,2031-11-26
tech entrepreneur,AM,546-856-3485,active,2006-04-04,2028-05-04
arts connoisseur,PH,482-587-0376,active,2015-03-19,2025-09-01
freelance photographer,PE,347-933-9309,inactive,2023-03-07,2030-04-29
food/culinary expert,CN,477-204-2732,emergency extraction,2013-08-15,2026-11-29
law enforcement officer,IL,480-570-5594,inactive,2015-01-11,2029-10-20
tech entrepreneur,ID,175-268-2305,under review,2014-07-01,2025-12-21
corporate executive,SS,787-108-0444,inactive,2023-10-27,2025-10-01
medical professional,PH,205-769-8607,compromised,2014-10-01,2026-01-05
construction worker/engineer,RU,221-660-0401,deep cover,2005-05-05,2025-02-20
academic researcher,CN,183-823-7642,under development,2014-04-21,2027-11-13
entertainment insider,BR,328-942-1626,under development,2017-05-15,2032-06-10
food/culinary expert,RU,734-604-3938,infiltration,2016-06-05,2024-04-13
humanitarian worker,RS,791-174-2248,burned,2021-03-19,2025-06-23
travel blogger/reviewer,CN,167-231-1580,burned,2017-12-29,2025-06-06
business consultant,AR,458-618-9312,compromised,2016-04-03,2034-07-17
freelance photographer,ID,696-589-3845,active,2004-05-20,2029-07-03
humanitarian worker,MX,182-656-8504,under review,2023-01-08,2023-06-26
academic researcher,VN,548-178-3654,emergency extraction,2020-12-24,2025-08-15
security specialist,CN,930-361-6485,infiltration,2019-11-26,2031-12-02
security specialist,UG,320-409-7953,active,2008-12-19,2029-05-05
law enforcement officer,ID,324-314-3028,infiltration,2017-01-06,2028-10-23
arts connoisseur,ID,787-468-8013,emergency extraction,2005-03-15,2024-11-22
entertainment insider,ZA,809-459-3023,burned,2009-10-14,2023-02-21
humanitarian worker,GT,108-265-0363,infiltration,2008-04-30,2029-06-20
law enforcement officer,ID,898-119-1345,burned,2009-07-11,2030-09-08
arts connoisseur,RU,433-169-2347,compromised,2019-05-30,2027-10-31
tech entrepreneur,PH,369-992-2439,deep cover,2014-11-22,2033-08-11
travel blogger/reviewer,AZ,771-987-1129,under development,2023-05-20,2030-09-13
academic researcher,LY,224-146-9324,under development,2022-06-06,2034-08-27
entertainment insider,MZ,394-970-0268,compromised,2009-09-02,2026-01-02
freelance photographer,PH,506-344-1060,inactive,2015-01-07,2032-01-06
humanitarian worker,PT,104-659-5330,compromised,2012-03-03,2026-06-10
finance/investment analyst,IE,376-560-0153,emergency extraction,2012-03-21,2023-02-12
journalist/reporter,CN,984-541-8956,active,2023-06-11,2031-08-21
journalist/reporter,CA,324-136-8479,emergency extraction,2009-09-13,2029-12-21
freelance photographer,GR,428-576-6888,under review,2011-09-12,2028-10-27
construction worker/engineer,RU,382-202-6363,under review,2016-05-07,2031-05-07
government official/diplomat,CO,537-486-5365,inactive,2023-08-31,2025-07-12
journalist/reporter,ID,526-196-0257,inactive,2006-03-25,2029-07-10
tech entrepreneur,PH,550-582-0113,emergency extraction,2004-08-02,2033-09-11
food/culinary expert,UA,258-274-0385,under development,2019-09-28,2031-09-23
business consultant,BR,875-501-2977,under surveillance,2018-02-25,2028-12-11
academic researcher,CN,826-847-4694,emergency extraction,2008-05-11,2029-10-26
freelance photographer,KR,421-868-8853,under review,2009-08-09,2027-10-16
finance/investment analyst,RU,600-434-6844,burned,2008-11-15,2027-06-28
corporate executive,FR,330-208-7591,infiltration,2013-09-12,2026-04-01
humanitarian worker,NL,601-755-3743,emergency extraction,2020-10-15,2035-01-22
corporate executive,RU,819-688-8352,emergency extraction,2010-06-26,2025-10-20
government official/diplomat,PH,904-568-2033,active,2021-07-27,2031-05-03
entertainment insider,ZA,759-977-0283,burned,2009-01-27,2030-01-19
government official/diplomat,CN,486-644-8489,emergency extraction,2007-01-30,2034-03-04
tourist/traveler,CZ,254-208-3297,infiltration,2008-03-03,2034-04-13
freelance photographer,GU,408-802-9152,active,2012-01-03,2033-10-19
security specialist,PT,342-658-7193,compromised,2022-03-26,2032-04-04
journalist/reporter,CN,265-621-1209,under surveillance,2012-07-19,2031-06-15
law enforcement officer,CN,452-605-8127,under development,2015-04-16,2029-08-09
environmental activist,PL,987-963-4719,inactive,2011-05-23,2033-09-10
academic researcher,CO,568-881-8784,active,2007-04-24,2032-05-10
academic researcher,TH,999-145-0093,under development,2023-05-10,2023-07-28
business consultant,BR,819-628-5391,active,2022-09-16,2030-10-27
tourist/traveler,PT,300-189-2210,emergency extraction,2019-07-21,2033-04-11
finance/investment analyst,CN,987-267-0732,under development,2022-11-11,2025-06-13
entertainment insider,CN,555-266-5437,burned,2011-04-23,2026-06-20
freelance photographer,PH,404-333-7683,inactive,2009-11-16,2025-08-13
travel blogger/reviewer,CO,108-382-4234,deep cover,2010-07-12,2027-12-27
business consultant,CN,973-396-2735,inactive,2019-01-13,2025-10-07
law enforcement officer,CZ,372-487-6088,inactive,2004-08-03,2030-11-11
environmental activist,UY,370-708-0976,under review,2014-09-20,2023-03-20
tech entrepreneur,MA,524-929-5675,burned,2018-04-01,2031-07-19
travel blogger/reviewer,SE,799-549-8020,infiltration,2011-04-21,2026-12-17
construction worker/engineer,WS,778-525-0052,emergency extraction,2015-09-16,2033-05-23
tech entrepreneur,PH,872-679-9414,emergency extraction,2013-04-03,2033-07-27
humanitarian worker,ID,555-262-7726,inactive,2011-11-17,2033-03-21
journalist/reporter,ID,364-969-6673,infiltration,2007-01-28,2023-08-15
tourist/traveler,GR,775-565-4135,emergency extraction,2015-04-01,2031-06-24
freelance photographer,IE,523-379-6231,inactive,2011-10-24,2027-10-21
tourist/traveler,CN,586-323-7410,compromised,2015-12-14,2024-12-27
travel blogger/reviewer,JP,169-226-3322,active,2016-03-14,2023-10-29
entertainment insider,CN,854-635-5692,under development,2004-09-28,2034-03-04
travel blogger/reviewer,SE,902-228-4758,under development,2008-07-04,2033-11-06
medical professional,PL,950-974-3922,compromised,2011-05-13,2032-12-16
humanitarian worker,CN,713-461-0824,inactive,2019-10-08,2031-03-11
tech entrepreneur,BG,748-567-5356,compromised,2012-08-22,2027-06-07
freelance photographer,ID,545-387-3948,inactive,2019-12-26,2034-03-03
freelance photographer,AR,799-335-8207,infiltration,2006-06-11,2028-11-30
tech entrepreneur,CN,754-991-1918,under development,2016-10-13,2029-12-02
social media influencer,PL,179-474-9701,under surveillance,2022-07-06,2034-11-20
corporate executive,ID,113-833-7436,under development,2010-02-21,2033-12-21
academic researcher,SV,560-597-1067,active,2017-10-08,2032-08-18
security specialist,PH,208-713-0299,compromised,2004-10-09,2034-06-07
food/culinary expert,CN,414-502-9928,burned,2019-03-01,2030-03-15
environmental activist,GN,438-648-1215,compromised,2010-08-13,2031-01-02
freelance photographer,BO,680-502-4033,compromised,2010-01-25,2027-01-28
academic researcher,PH,478-230-5789,under surveillance,2005-03-09,2031-04-12
corporate executive,IQ,301-171-6877,burned,2005-05-09,2026-11-05
corporate executive,CN,473-307-6023,under review,2009-01-06,2030-02-24
entertainment insider,PH,562-589-2727,inactive,2012-06-04,2029-04-29
government official/diplomat,AR,502-572-3289,under development,2012-07-11,2031-03-17
tourist/traveler,RU,778-626-2495,deep cover,2018-07-27,2025-12-21
social media influencer,PT,144-328-0434,emergency extraction,2005-07-12,2034-04-13
journalist/reporter,MU,686-839-6153,active,2019-10-26,2023-03-30
environmental activist,PE,454-247-9281,active,2014-11-27,2028-04-25
finance/investment analyst,FR,800-743-2740,under development,2022-08-01,2025-07-11
academic researcher,FR,568-653-3972,compromised,2009-10-29,2028-07-20
finance/investment analyst,EG,158-642-8614,active,2009-05-29,2035-01-02
arts connoisseur,CN,169-844-4427,infiltration,2022-10-10,2028-12-20
tech entrepreneur,PT,954-714-2785,under surveillance,2005-08-30,2033-07-02
journalist/reporter,CN,669-896-3771,burned,2022-07-28,2030-10-31
academic researcher,CN,715-470-0279,under development,2008-05-21,2023-05-13
humanitarian worker,CN,113-239-5786,under surveillance,2018-08-30,2024-03-15
social media influencer,CN,338-277-7113,infiltration,2012-06-29,2029-07-20
law enforcement officer,RU,121-540-9129,under review,2020-02-19,2031-04-24
journalist/reporter,PH,725-339-1901,burned,2016-08-23,2032-04-16
arts connoisseur,YE,451-334-0146,deep cover,2020-06-13,2028-05-28
medical professional,CN,362-569-1251,compromised,2013-04-19,2023-10-17
corporate executive,JO,271-968-8582,under development,2010-11-26,2025-12-07
corporate executive,CN,815-292-9800,under review,2009-10-29,2030-07-14
law enforcement officer,CN,815-400-7370,deep cover,2021-12-17,2032-02-02
freelance photographer,RU,136-186-9854,under development,2010-07-24,2027-09-26
humanitarian worker,GR,644-466-0404,deep cover,2015-12-10,2027-10-01
finance/investment analyst,RU,269-226-7397,under review,2006-08-29,2029-10-15
academic researcher,CN,681-659-5422,under review,2006-12-09,2028-03-26
corporate executive,CO,891-882-5797,infiltration,2019-03-03,2029-05-19
entertainment insider,ES,849-389-8469,inactive,2018-08-08,2029-06-03
arts connoisseur,AF,430-415-8943,infiltration,2013-04-07,2026-11-01
security specialist,PH,257-802-7988,burned,2015-11-03,2026-08-26
corporate executive,ID,298-432-9527,infiltration,2021-08-02,2023-09-17
arts connoisseur,MX,902-695-5733,under surveillance,2023-12-30,2023-08-11
academic researcher,CZ,984-433-2469,emergency extraction,2016-11-12,2028-06-17
government official/diplomat,CN,792-856-8971,infiltration,2007-12-04,2034-03-25
tech entrepreneur,MN,965-607-6694,compromised,2016-05-22,2032-10-10
social media influencer,CN,345-489-4408,inactive,2019-04-26,2034-12-18
finance/investment analyst,SD,342-441-1083,emergency extraction,2005-06-28,2023-09-13
travel blogger/reviewer,RU,823-862-8079,burned,2004-10-07,2030-05-22
food/culinary expert,TD,823-472-3881,under development,2015-07-25,2033-03-18
government official/diplomat,UA,623-759-1558,burned,2018-12-06,2029-09-12
academic researcher,MG,698-672-3620,active,2021-07-26,2028-09-11
medical professional,CN,301-640-4194,under development,2021-06-27,2028-06-29
social media influencer,CN,366-553-5430,emergency extraction,2018-02-16,2029-01-19
finance/investment analyst,CN,256-804-4274,under development,2018-12-06,2024-09-18
medical professional,CA,423-156-1992,compromised,2010-01-14,2027-06-05
social media influencer,CN,767-368-0246,deep cover,2018-06-23,2023-08-25
tourist/traveler,RU,378-360-8121,burned,2023-02-21,2033-09-04
travel blogger/reviewer,CN,837-822-6907,infiltration,2022-11-10,2034-12-06
journalist/reporter,RU,905-824-9847,under development,2014-11-24,2032-09-28
finance/investment analyst,RU,455-893-4126,under surveillance,2007-01-11,2031-10-22
finance/investment analyst,ID,289-354-8652,infiltration,2005-10-27,2025-12-20
finance/investment analyst,CN,165-425-1328,under development,2013-01-22,2030-09-29
environmental activist,BR,129-222-5943,inactive,2021-07-31,2033-09-26
business consultant,CN,856-292-2332,active,2015-07-29,2023-12-12
academic researcher,ID,413-393-3164,under development,2009-10-28,2032-06-22
law enforcement officer,PE,152-626-3918,emergency extraction,2005-04-18,2026-11-02
corporate executive,ID,421-953-7912,under review,2010-02-26,2026-11-13
social media influencer,PL,327-238-6695,under development,2005-04-03,2025-10-16
environmental activist,TH,329-650-1376,under surveillance,2006-11-22,2031-10-28
academic researcher,PK,173-941-2895,infiltration,2018-09-03,2031-09-28
social media influencer,CA,859-359-2379,emergency extraction,2009-03-18,2030-10-14
travel blogger/reviewer,JP,881-412-2818,active,2022-12-07,2026-03-19
medical professional,SE,200-912-6539,inactive,2019-09-03,2023-11-11
environmental activist,BR,405-897-7565,compromised,2016-12-20,2028-03-22
food/culinary expert,KZ,357-807-8065,under development,2023-03-20,2025-12-29
environmental activist,PL,907-286-1613,infiltration,2014-02-12,2031-09-04
environmental activist,ID,241-180-7167,under development,2014-09-06,2028-09-26
social media influencer,KR,657-260-8245,compromised,2020-01-21,2034-08-19
freelance photographer,FR,633-298-6533,under surveillance,2014-08-04,2028-09-22
medical professional,MG,323-198-6878,under review,2017-01-02,2032-10-05
government official/diplomat,BO,891-616-3983,active,2011-10-08,2028-11-26
tourist/traveler,PH,288-889-5805,deep cover,2015-06-07,2024-07-09
food/culinary expert,YE,617-882-6638,inactive,2010-12-27,2024-12-23
construction worker/engineer,VU,745-581-1486,under development,2020-01-16,2030-02-24
social media influencer,MX,381-945-5303,emergency extraction,2010-09-20,2028-05-06
tourist/traveler,BR,550-155-9430,under development,2008-12-05,2027-03-31
law enforcement officer,PT,268-994-1227,active,2018-05-25,2033-12-22
medical professional,CH,387-472-2066,compromised,2007-05-09,2031-08-12
government official/diplomat,AR,162-898-7336,deep cover,2010-10-29,2031-07-22
academic researcher,CO,333-874-0028,burned,2018-04-18,2034-03-28
government official/diplomat,GT,800-623-3223,inactive,2017-06-29,2032-03-24
social media influencer,MN,182-369-5280,burned,2020-03-01,2027-12-06
freelance photographer,MA,707-350-0669,deep cover,2008-03-14,2028-09-09
arts connoisseur,ZA,243-893-0094,burned,2005-09-15,2029-06-16
humanitarian worker,ID,338-473-6954,emergency extraction,2006-07-23,2026-06-22
food/culinary expert,CZ,259-380-5615,deep cover,2009-06-01,2023-11-18
corporate executive,PY,116-248-9131,active,2014-10-17,2023-10-11
tourist/traveler,EG,757-506-9676,burned,2005-02-09,2031-09-04
travel blogger/reviewer,BY,751-833-4054,infiltration,2009-05-18,2031-11-12
entertainment insider,NZ,412-349-3194,under review,2011-07-04,2025-01-07
security specialist,CN,743-759-5444,emergency extraction,2006-05-23,2030-09-20
tourist/traveler,US,608-215-9882,inactive,2014-11-24,2030-11-16
tourist/traveler,VN,573-325-5534,inactive,2010-02-21,2025-03-23
food/culinary expert,BW,795-795-4700,burned,2012-12-19,2031-02-24
business consultant,ID,314-288-6440,under surveillance,2013-01-08,2027-06-01
business consultant,CN,478-713-1740,under review,2011-01-19,2027-04-26
entertainment insider,PT,535-125-0288,burned,2006-08-04,2027-05-08
law enforcement officer,CN,928-417-9215,inactive,2007-11-16,2031-07-09
tourist/traveler,TD,978-490-2542,under review,2007-05-16,2030-08-18
government official/diplomat,BR,133-272-1209,deep cover,2021-02-10,2032-03-20
tourist/traveler,IR,250-510-5033,inactive,2006-07-29,2033-04-28
business consultant,NO,627-308-4089,under development,2023-10-19,2029-07-25
social media influencer,ID,129-517-8350,compromised,2018-08-14,2033-11-07
academic researcher,UA,811-290-0818,burned,2020-09-12,2030-03-13
entertainment insider,PH,930-711-9696,under review,2013-06-12,2032-04-19
social media influencer,CN,334-150-5581,infiltration,2021-12-07,2026-05-03
corporate executive,CO,611-225-1242,active,2011-05-19,2035-01-24
corporate executive,FR,690-743-0013,under review,2016-07-30,2027-08-20
freelance photographer,CN,882-458-0030,emergency extraction,2010-11-13,2032-01-18
entertainment insider,ID,993-983-8341,under development,2004-07-03,2028-03-13
arts connoisseur,SV,690-371-2609,emergency extraction,2023-02-18,2030-02-13
medical professional,PE,291-583-2771,deep cover,2012-07-19,2027-05-01
business consultant,CA,219-899-9771,deep cover,2021-05-06,2025-12-23
medical professional,PH,926-582-6083,emergency extraction,2021-05-26,2031-06-11
academic researcher,RS,114-232-2599,compromised,2006-07-29,2027-08-20
law enforcement officer,JP,554-950-6593,emergency extraction,2020-09-12,2031-11-26
tourist/traveler,CN,638-263-3369,under review,2022-01-25,2023-02-10
academic researcher,RU,682-994-0429,active,2018-04-04,2023-07-14
arts connoisseur,PS,151-337-6407,burned,2020-03-20,2033-11-17
travel blogger/reviewer,HT,292-966-2902,under surveillance,2005-07-27,2031-01-04
humanitarian worker,ID,494-326-9522,active,2006-05-14,2030-02-27
travel blogger/reviewer,ZA,315-684-9580,compromised,2012-06-25,2032-03-27
arts connoisseur,GR,349-199-2057,under development,2006-08-18,2031-07-28
corporate executive,AL,243-383-9398,under surveillance,2005-10-23,2029-04-14
tourist/traveler,RU,554-650-2384,under development,2005-07-23,2029-09-16
arts connoisseur,PH,236-853-8850,under review,2019-01-22,2034-11-18
journalist/reporter,PH,633-871-7573,under review,2022-02-03,2033-01-10
humanitarian worker,TH,571-103-5403,under development,2010-08-15,2025-12-15
academic researcher,CN,202-309-7040,deep cover,2023-09-05,2024-01-07
arts connoisseur,MK,335-914-1174,burned,2023-10-25,2026-07-27
business consultant,ID,434-316-9529,infiltration,2009-10-21,2027-11-09
business consultant,ID,996-945-3230,infiltration,2018-08-01,2024-11-04
environmental activist,PH,929-408-9543,compromised,2023-02-12,2023-12-03
entertainment insider,PL,497-452-2798,burned,2012-02-16,2034-04-09
environmental activist,KR,308-599-0593,emergency extraction,2005-10-19,2030-03-14
tech entrepreneur,JP,621-488-8729,deep cover,2005-12-01,2032-06-09
construction worker/engineer,US,816-466-5686,active,2016-08-21,2033-03-03
social media influencer,SV,673-270-1867,under surveillance,2006-06-09,2032-09-22
environmental activist,BR,852-213-3853,infiltration,2007-10-26,2026-11-03
security specialist,UA,622-621-8190,active,2016-12-14,2027-01-26
tourist/traveler,LU,530-633-0487,burned,2015-03-21,2031-11-12
journalist/reporter,RU,894-360-5534,under review,2007-01-22,2025-01-02
corporate executive,FR,806-871-2002,compromised,2009-07-31,2024-10-17
tourist/traveler,ID,711-150-9882,active,2007-04-24,2028-01-30
environmental activist,CN,400-291-4223,under surveillance,2023-02-05,2029-10-02
security specialist,PF,839-425-2428,under review,2012-02-08,2027-02-14
medical professional,CA,180-681-0069,inactive,2013-09-22,2024-11-04
tech entrepreneur,PE,154-258-4080,emergency extraction,2011-07-15,2029-08-29
tech entrepreneur,CN,170-452-0029,burned,2013-02-10,2029-06-20
social media influencer,CN,642-231-4167,under surveillance,2006-08-15,2024-11-25
business consultant,RU,148-265-0154,compromised,2015-02-07,2033-05-07
freelance photographer,CN,888-477-4272,compromised,2007-07-10,2032-07-18
freelance photographer,ID,679-515-2007,compromised,2009-06-13,2034-03-15
academic researcher,CU,416-768-4939,under surveillance,2011-07-29,2034-04-18
travel blogger/reviewer,HR,898-788-9038,burned,2008-01-18,2034-06-02
environmental activist,KR,664-655-6207,infiltration,2012-04-22,2024-05-14
security specialist,TH,231-787-7804,burned,2019-04-10,2023-05-04
corporate executive,HU,718-744-2868,inactive,2005-09-15,2032-04-25
entertainment insider,SE,332-813-5198,compromised,2022-12-12,2032-07-09
environmental activist,FR,470-272-8283,inactive,2022-10-26,2032-06-13
tourist/traveler,US,713-406-2081,emergency extraction,2020-10-27,2024-06-22
arts connoisseur,CA,999-207-8076,emergency extraction,2008-06-23,2032-06-11
finance/investment analyst,SE,718-817-4825,infiltration,2010-09-16,2025-05-24
tech entrepreneur,NO,372-827-8038,under development,2023-04-03,2025-05-27
humanitarian worker,RU,818-663-5579,deep cover,2006-06-09,2027-02-22
security specialist,PE,764-956-5125,inactive,2019-04-13,2028-08-04
law enforcement officer,PK,450-442-2619,deep cover,2008-07-08,2033-11-19
construction worker/engineer,BR,319-418-1501,inactive,2012-12-25,2030-05-01
construction worker/engineer,PL,909-418-9837,inactive,2005-10-17,2028-09-19
travel blogger/reviewer,TD,561-404-4371,deep cover,2012-11-22,2026-04-24
medical professional,UA,178-346-8974,active,2016-03-25,2030-04-18
entertainment insider,MX,542-890-3133,burned,2015-08-30,2033-02-10
environmental activist,JP,680-475-0301,compromised,2016-02-28,2024-06-19
security specialist,NG,193-938-4473,infiltration,2015-05-26,2034-05-17
corporate executive,SE,986-919-2777,under review,2011-12-31,2023-12-20
freelance photographer,ZA,947-885-3507,inactive,2008-01-17,2032-11-03
travel blogger/reviewer,CN,246-467-7217,emergency extraction,2007-02-11,2032-06-02
corporate executive,LA,592-777-9205,infiltration,2006-11-11,2024-07-09
environmental activist,RU,823-683-0809,emergency extraction,2004-09-28,2033-12-23
entertainment insider,PH,956-113-3527,burned,2004-10-27,2027-12-05
journalist/reporter,ID,455-895-7417,inactive,2008-11-09,2025-04-07
government official/diplomat,PL,277-677-0515,active,2011-05-08,2023-09-02
government official/diplomat,AR,640-802-9597,compromised,2023-09-18,2031-08-12
tech entrepreneur,PH,231-929-7388,emergency extraction,2023-10-02,2029-12-03
finance/investment analyst,GR,403-447-8471,under development,2009-12-07,2025-05-22
tech entrepreneur,SO,234-755-0626,emergency extraction,2019-08-08,2030-06-02
arts connoisseur,UA,141-813-4811,burned,2015-11-18,2032-07-07
tourist/traveler,ID,187-358-0084,inactive,2005-10-31,2029-12-30
corporate executive,YE,656-339-8850,compromised,2008-03-18,2033-01-30
security specialist,BR,914-532-3693,under review,2017-04-09,2033-12-03
environmental activist,CN,827-291-6027,compromised,2014-07-19,2027-12-24
corporate executive,NG,636-606-0514,inactive,2009-08-16,2033-10-27
corporate executive,KR,656-761-3708,infiltration,2020-04-02,2023-04-21
security specialist,US,859-679-5156,burned,2007-06-02,2026-11-02
humanitarian worker,ID,515-216-1931,under review,2005-02-16,2028-05-11
business consultant,CZ,221-898-4361,under review,2019-12-29,2024-04-08
journalist/reporter,ID,523-598-5580,compromised,2020-06-24,2029-12-21
tech entrepreneur,FR,616-643-4320,under surveillance,2015-10-15,2031-03-24
academic researcher,CN,968-956-6065,under surveillance,2017-12-19,2028-01-04
corporate executive,CN,420-628-5528,under surveillance,2009-09-30,2031-05-25
business consultant,CZ,924-403-4357,burned,2004-02-19,2023-10-05
government official/diplomat,MM,876-196-4486,emergency extraction,2021-05-13,2027-09-03
law enforcement officer,JM,943-987-4347,deep cover,2007-11-14,2029-12-12
law enforcement officer,ID,443-303-3064,under development,2013-02-03,2032-06-09
government official/diplomat,FR,544-614-4244,inactive,2013-08-30,2023-03-14
freelance photographer,ID,978-889-4825,infiltration,2020-02-14,2026-06-19
journalist/reporter,CN,817-547-1843,emergency extraction,2023-04-13,2032-02-12
social media influencer,CU,639-237-4618,inactive,2004-08-28,2027-09-17
tech entrepreneur,LU,912-960-2823,under development,2012-03-15,2033-03-23
arts connoisseur,PH,751-653-3692,emergency extraction,2017-10-29,2034-09-01
academic researcher,ID,574-675-3943,emergency extraction,2011-07-13,2032-08-14
security specialist,FR,697-889-8423,compromised,2009-10-15,2033-04-30
travel blogger/reviewer,CN,997-962-1428,inactive,2018-12-08,2026-03-25
government official/diplomat,CN,431-435-9253,burned,2021-06-29,2023-07-12
social media influencer,CV,952-841-1133,under development,2008-05-18,2031-09-25
medical professional,DK,192-824-7186,under surveillance,2017-06-25,2032-02-21
entertainment insider,RU,507-223-7892,under development,2015-04-28,2027-06-28
food/culinary expert,ID,187-714-0871,deep cover,2005-05-25,2027-12-22
security specialist,US,203-257-4424,active,2022-10-06,2023-12-17
government official/diplomat,ID,820-839-8171,deep cover,2023-07-29,2031-08-08
security specialist,SE,433-349-4459,emergency extraction,2006-08-15,2023-04-28
travel blogger/reviewer,MX,545-843-3045,inactive,2021-06-04,2028-08-27
law enforcement officer,PH,762-342-3005,infiltration,2018-06-09,2024-11-04
security specialist,BR,378-529-4831,burned,2005-12-26,2034-05-18
corporate executive,RU,872-508-3739,emergency extraction,2023-08-15,2032-07-26
environmental activist,PS,746-343-2785,under surveillance,2018-02-06,2034-12-23
