0,1,2,3,4,5
business consultant,US,813-917-5758,inactive,2015-11-08,2028-11-05
construction worker/engineer,VE,566-458-7028,under surveillance,2008-01-29,2032-06-03
arts connoisseur,JP,858-336-7452,inactive,2021-07-09,2034-08-11
law enforcement officer,MM,180-604-9045,emergency extraction,2005-04-13,2030-07-28
social media influencer,BR,633-697-0669,under development,2010-04-28,2030-06-14
tech entrepreneur,PT,388-648-7050,burned,2016-07-18,2025-09-30
law enforcement officer,NZ,467-724-6684,compromised,2023-10-22,2031-12-07
humanitarian worker,ID,397-937-3103,inactive,2013-01-30,2032-11-28
security specialist,JP,248-809-1511,under development,2014-09-12,2034-01-26
freelance photographer,CN,435-678-2713,under development,2018-12-11,2032-09-18
tourist/traveler,ID,343-834-1957,compromised,2010-10-29,2032-11-27
corporate executive,DE,732-423-2631,deep cover,2015-09-11,2032-11-02
journalist/reporter,BR,117-170-3936,under review,2017-03-19,2027-09-23
construction worker/engineer,UA,380-706-1104,under development,2019-04-24,2027-03-08
academic researcher,RU,455-589-9619,under review,2019-10-29,2026-07-17
finance/investment analyst,CZ,909-465-1492,active,2023-11-30,2028-09-07
finance/investment analyst,PL,538-137-9999,inactive,2010-09-28,2024-11-17
tech entrepreneur,ID,137-304-1949,infiltration,2017-04-01,2030-06-23
construction worker/engineer,ID,115-236-8622,deep cover,2021-09-09,2028-02-18
environmental activist,CA,979-401-1115,under review,2020-01-25,2027-07-22
arts connoisseur,NL,874-381-4667,under development,2010-12-02,2028-06-14
security specialist,CN,437-270-0267,under development,2022-09-12,2030-06-09
construction worker/engineer,CN,102-104-5666,emergency extraction,2010-01-09,2026-10-22
business consultant,TW,276-539-1769,burned,2018-07-19,2030-06-28
law enforcement officer,WS,708-973-3757,under review,2009-02-27,2032-09-13
government official/diplomat,GR,839-566-9804,inactive,2015-04-14,2028-10-02
tech entrepreneur,ID,999-701-1460,inactive,2010-03-27,2032-06-04
government official/diplomat,CN,173-856-8563,active,2009-08-04,2025-04-15
law enforcement officer,CN,450-666-3409,under surveillance,2017-06-15,2028-12-06
travel blogger/reviewer,CN,740-546-1712,active,2009-10-29,2024-08-19
law enforcement officer,CN,611-508-3895,compromised,2004-07-20,2023-11-15
social media influencer,CN,219-795-2703,inactive,2023-11-01,2034-09-26
business consultant,TZ,392-822-2316,deep cover,2017-11-02,2027-04-03
freelance photographer,PH,163-411-5686,under surveillance,2014-04-22,2027-05-03
tech entrepreneur,FI,603-435-1653,under surveillance,2018-10-26,2024-07-13
academic researcher,LT,799-862-1977,deep cover,2010-08-07,2026-09-11
law enforcement officer,ID,234-158-6370,under development,2009-10-21,2032-09-27
social media influencer,IT,409-779-1996,burned,2004-03-14,2024-08-12
government official/diplomat,KM,109-332-1013,deep cover,2023-04-27,2032-02-19
social media influencer,CZ,278-415-9729,compromised,2011-11-16,2027-01-07
law enforcement officer,VN,215-142-4857,deep cover,2019-06-10,2033-03-24
finance/investment analyst,CM,770-237-3777,under development,2012-11-21,2035-01-03
journalist/reporter,CN,892-305-7563,compromised,2015-04-20,2031-04-21
corporate executive,RU,764-107-6189,emergency extraction,2015-07-20,2024-09-13
travel blogger/reviewer,CO,518-538-0555,infiltration,2008-09-11,2033-01-06
finance/investment analyst,ID,917-922-9505,burned,2010-03-18,2029-04-09
arts connoisseur,ID,522-667-7755,under review,2008-08-26,2024-10-11
social media influencer,RU,835-762-7445,compromised,2015-09-14,2027-07-12
tourist/traveler,PH,891-889-1192,inactive,2004-06-18,2030-09-17
government official/diplomat,FR,442-342-7938,deep cover,2012-12-29,2024-10-10
humanitarian worker,JP,357-896-4295,inactive,2009-01-05,2028-09-18
travel blogger/reviewer,ID,925-928-5884,under review,2015-12-10,2028-05-13
construction worker/engineer,ID,919-361-6607,under surveillance,2011-07-25,2032-02-09
medical professional,PL,680-778-3125,burned,2021-03-15,2025-05-31
entertainment insider,PT,171-181-0441,deep cover,2013-05-09,2024-01-28
construction worker/engineer,TH,436-477-1088,emergency extraction,2005-03-19,2033-03-14
finance/investment analyst,CN,753-361-2934,emergency extraction,2022-01-23,2023-08-12
food/culinary expert,CU,679-815-0191,under surveillance,2005-01-06,2023-05-04
academic researcher,CN,856-979-0326,under development,2022-02-01,2026-08-23
environmental activist,CI,360-844-4376,infiltration,2015-07-21,2025-01-10
tourist/traveler,GR,398-855-0062,active,2017-02-17,2026-10-16
journalist/reporter,BR,448-470-4004,emergency extraction,2017-05-19,2028-10-10
law enforcement officer,CN,492-756-0328,burned,2008-09-28,2033-09-20
business consultant,TH,109-601-1000,under development,2010-11-05,2023-12-04
tourist/traveler,GM,657-999-3954,under surveillance,2009-12-12,2028-08-15
humanitarian worker,BR,334-435-1399,inactive,2017-09-25,2029-11-22
business consultant,ID,490-386-0034,under surveillance,2010-09-19,2033-11-12
corporate executive,PS,100-644-1647,inactive,2019-08-29,2030-02-12
journalist/reporter,PE,314-275-2290,under surveillance,2015-05-07,2026-03-03
tourist/traveler,GL,386-729-5005,active,2016-01-01,2028-11-02
journalist/reporter,UG,539-164-8526,under review,2012-10-01,2024-10-03
travel blogger/reviewer,RU,627-845-0850,infiltration,2012-01-20,2034-10-29
journalist/reporter,VE,112-671-2357,under surveillance,2014-01-04,2033-10-04
business consultant,NO,323-159-4851,deep cover,2015-12-07,2029-04-04
tech entrepreneur,BR,258-484-3296,active,2018-12-19,2031-10-04
business consultant,RU,499-708-8626,compromised,2004-05-23,2034-12-24
entertainment insider,BG,720-335-8802,inactive,2010-01-09,2034-04-25
humanitarian worker,ID,313-314-8234,infiltration,2012-04-05,2033-03-10
construction worker/engineer,SL,881-826-1492,emergency extraction,2013-11-01,2031-07-13
arts connoisseur,SI,263-429-9066,under development,2017-11-21,2027-11-18
food/culinary expert,PT,585-855-3478,active,2017-09-16,2030-10-01
food/culinary expert,AM,434-718-7194,emergency extraction,2016-10-20,2031-12-21
environmental activist,CZ,604-510-2374,infiltration,2014-09-22,2027-08-31
environmental activist,NP,547-401-1079,deep cover,2020-01-03,2033-03-09
social media influencer,LY,828-685-0622,burned,2007-09-04,2026-01-30
construction worker/engineer,US,479-952-9687,inactive,2005-10-11,2033-05-06
journalist/reporter,ID,723-446-8141,emergency extraction,2018-10-28,2032-07-19
business consultant,CN,249-856-6245,under review,2007-07-27,2024-04-22
food/culinary expert,RU,342-698-5709,emergency extraction,2007-12-01,2025-12-25
law enforcement officer,LT,352-994-9413,inactive,2020-07-22,2032-12-27
tech entrepreneur,PT,301-400-1045,compromised,2018-01-14,2032-07-15
environmental activist,CZ,992-533-0912,under development,2006-05-29,2034-09-09
security specialist,PT,913-932-5211,under development,2016-06-23,2030-04-05
tech entrepreneur,US,612-417-4831,emergency extraction,2023-07-08,2034-06-04
corporate executive,VN,525-802-9237,under surveillance,2007-09-08,2034-11-10
arts connoisseur,MA,486-982-0814,under surveillance,2010-05-08,2033-11-28
government official/diplomat,CN,183-297-8282,under surveillance,2006-11-26,2028-04-23
government official/diplomat,CO,909-977-5726,under development,2006-10-26,2026-03-26
humanitarian worker,AR,417-309-5486,under review,2010-09-17,2033-05-07
corporate executive,PL,964-989-1179,under surveillance,2004-02-29,2034-07-11
journalist/reporter,PH,430-985-5838,under surveillance,2007-04-02,2025-09-02
entertainment insider,FR,488-290-0457,under review,2013-10-07,2031-04-30
entertainment insider,BR,796-646-2276,deep cover,2007-04-03,2033-03-05
journalist/reporter,US,469-232-0374,under development,2020-12-10,2034-05-06
finance/investment analyst,PL,539-460-0743,infiltration,2019-02-15,2025-03-19
arts connoisseur,HR,831-668-1602,under review,2022-02-27,2031-05-28
finance/investment analyst,ID,214-900-1327,deep cover,2017-06-13,2028-10-12
travel blogger/reviewer,CU,765-522-7479,inactive,2015-01-23,2029-08-25
medical professional,CN,125-649-5145,infiltration,2010-10-07,2033-12-14
government official/diplomat,CO,384-530-6494,infiltration,2019-11-10,2024-05-13
business consultant,ES,158-865-3260,under surveillance,2018-07-06,2029-07-14
business consultant,NO,943-894-3137,under review,2014-11-23,2024-04-08
law enforcement officer,BR,470-103-6946,under development,2014-06-03,2034-07-31
food/culinary expert,MN,852-483-5969,active,2019-01-01,2025-03-31
travel blogger/reviewer,CZ,944-519-0244,infiltration,2005-05-17,2032-08-19
environmental activist,BY,350-213-2156,deep cover,2010-09-04,2033-03-18
tourist/traveler,UA,230-481-3573,active,2005-08-07,2029-11-01
security specialist,CU,191-172-2747,under development,2013-06-13,2025-04-25
construction worker/engineer,BR,953-387-0671,under surveillance,2010-02-13,2028-01-22
law enforcement officer,GP,765-624-2478,emergency extraction,2017-03-20,2032-07-29
journalist/reporter,BR,149-189-1269,burned,2006-12-31,2025-05-28
academic researcher,KE,452-387-9728,under review,2007-04-23,2031-07-18
journalist/reporter,TN,392-464-9378,inactive,2015-05-07,2031-09-09
construction worker/engineer,CN,205-133-7980,active,2015-09-28,2023-05-08
travel blogger/reviewer,CN,696-453-7535,under review,2015-02-14,2029-01-28
arts connoisseur,MG,636-527-6985,burned,2004-06-10,2025-08-16
corporate executive,SE,382-534-1771,inactive,2020-11-10,2030-01-08
travel blogger/reviewer,ID,869-595-1834,active,2021-08-10,2032-05-01
freelance photographer,CN,363-849-1582,burned,2022-06-03,2031-11-08
arts connoisseur,PT,939-242-9382,compromised,2011-11-19,2023-03-26
freelance photographer,CO,812-165-6854,deep cover,2014-10-14,2030-05-29
government official/diplomat,FR,617-464-5171,emergency extraction,2021-03-27,2031-04-26
security specialist,JM,933-787-2809,under development,2017-04-06,2034-04-25
finance/investment analyst,AL,562-396-2383,under surveillance,2020-06-26,2025-12-12
corporate executive,IL,332-982-7627,burned,2017-03-15,2025-05-26
construction worker/engineer,CN,446-222-9135,active,2012-05-22,2031-07-08
business consultant,CA,410-832-7894,burned,2011-05-29,2034-12-03
construction worker/engineer,HR,717-766-5276,emergency extraction,2011-05-09,2025-06-29
finance/investment analyst,CN,464-933-0406,burned,2013-08-09,2032-01-10
security specialist,PK,836-374-1709,infiltration,2023-12-01,2024-12-19
security specialist,PH,732-187-6198,deep cover,2009-02-22,2031-03-31
corporate executive,BR,202-530-8281,emergency extraction,2020-12-25,2029-03-30
arts connoisseur,ID,767-526-2702,emergency extraction,2011-04-20,2028-06-05
security specialist,RU,598-968-8397,under review,2020-07-31,2023-11-09
tourist/traveler,CN,521-357-9221,under development,2015-08-28,2027-01-22
academic researcher,PH,419-908-6154,deep cover,2005-05-16,2027-07-14
security specialist,ID,228-285-2556,deep cover,2023-07-31,2025-01-22
academic researcher,CN,883-870-8020,burned,2005-05-25,2031-02-11
freelance photographer,ID,402-166-3352,infiltration,2013-12-31,2028-05-17
government official/diplomat,RU,704-154-0949,under development,2014-12-09,2029-03-12
medical professional,ID,602-352-6244,under review,2022-06-21,2023-10-12
construction worker/engineer,CN,110-295-0689,inactive,2010-04-04,2028-11-22
law enforcement officer,PE,417-638-5623,under surveillance,2006-08-19,2027-09-28
entertainment insider,MN,601-325-5401,under development,2023-10-09,2031-04-19
tourist/traveler,CN,416-465-2053,under surveillance,2006-03-28,2025-05-29
corporate executive,CN,113-771-9583,infiltration,2008-07-25,2030-08-26
construction worker/engineer,SE,386-130-1223,burned,2018-01-21,2023-06-02
entertainment insider,DE,308-843-9054,burned,2012-08-19,2024-02-19
tech entrepreneur,SA,446-359-0342,infiltration,2009-04-27,2028-09-14
security specialist,KI,846-294-0037,infiltration,2004-07-16,2028-04-02
arts connoisseur,GL,383-226-9450,emergency extraction,2021-01-01,2032-10-30
travel blogger/reviewer,ZA,284-984-1103,emergency extraction,2009-10-03,2024-12-28
business consultant,CN,169-703-0229,under development,2018-09-25,2026-04-21
food/culinary expert,CN,136-592-4015,emergency extraction,2015-09-18,2025-11-13
arts connoisseur,ID,881-111-1925,under review,2017-05-07,2031-12-01
environmental activist,ID,125-872-1386,under review,2017-03-26,2025-12-13
travel blogger/reviewer,JP,208-481-8897,burned,2023-02-14,2027-12-11
arts connoisseur,PH,431-355-1898,emergency extraction,2022-03-05,2024-02-03
environmental activist,BR,875-460-7111,compromised,2004-12-14,2025-12-30
business consultant,CN,947-126-6977,under development,2012-07-28,2026-04-10
law enforcement officer,CN,139-926-9265,compromised,2017-09-25,2034-11-18
medical professional,PA,350-989-5951,under surveillance,2019-05-18,2033-10-26
corporate executive,CL,538-545-5288,inactive,2019-06-11,2029-10-06
tourist/traveler,VI,822-474-8914,emergency extraction,2013-07-21,2025-08-09
finance/investment analyst,CN,239-889-2462,burned,2016-12-25,2027-12-10
food/culinary expert,SI,596-356-3909,deep cover,2007-05-20,2028-10-24
journalist/reporter,BA,181-607-4688,active,2023-04-15,2023-03-19
construction worker/engineer,CN,614-473-8083,under surveillance,2019-11-06,2023-10-26
business consultant,CN,216-100-7679,inactive,2022-07-13,2030-07-01
arts connoisseur,UA,849-196-9090,under development,2021-09-18,2026-07-25
business consultant,CN,391-778-8371,compromised,2018-09-24,2032-02-25
business consultant,PH,552-671-3412,burned,2011-05-05,2030-01-27
finance/investment analyst,MM,981-535-2391,inactive,2021-03-27,2031-03-08
freelance photographer,CV,620-870-3355,compromised,2015-06-22,2034-03-05
law enforcement officer,CN,679-987-6258,burned,2012-04-16,2033-04-18
arts connoisseur,RU,209-362-9698,inactive,2007-08-31,2032-06-28
journalist/reporter,NG,688-209-4122,under surveillance,2009-10-09,2033-11-10
finance/investment analyst,ID,525-804-5566,burned,2021-06-14,2023-05-17
journalist/reporter,PE,940-652-8674,under surveillance,2009-12-20,2024-07-09
entertainment insider,ID,702-228-7241,under development,2006-06-23,2027-11-09
law enforcement officer,FR,959-996-5956,burned,2015-10-23,2028-01-05
arts connoisseur,ID,911-121-9972,deep cover,2023-08-12,2031-11-07
government official/diplomat,RU,348-506-8682,infiltration,2014-04-01,2026-07-26
entertainment insider,EC,104-514-4077,under surveillance,2018-04-01,2027-03-10
travel blogger/reviewer,DO,628-873-2971,emergency extraction,2008-11-04,2029-09-24
travel blogger/reviewer,CO,218-924-1950,infiltration,2023-05-06,2030-12-14
food/culinary expert,LU,312-966-0862,under review,2022-03-08,2032-01-01
tech entrepreneur,VE,401-978-8945,deep cover,2018-04-30,2025-06-13
tech entrepreneur,PT,711-684-0628,deep cover,2022-11-27,2031-04-30
food/culinary expert,CN,996-266-1240,emergency extraction,2022-11-05,2035-01-01
construction worker/engineer,CN,715-400-4585,deep cover,2019-06-05,2028-03-16
journalist/reporter,FR,819-705-9561,burned,2011-07-05,2025-02-16
government official/diplomat,CN,359-489-7630,burned,2016-04-05,2031-09-05
travel blogger/reviewer,CN,174-359-5754,active,2012-09-10,2029-03-25
government official/diplomat,ID,135-335-1349,infiltration,2004-06-16,2029-08-06
tourist/traveler,RU,439-618-1837,under review,2018-11-21,2024-05-21
law enforcement officer,FR,614-185-2896,under surveillance,2008-11-06,2028-10-11
finance/investment analyst,CN,386-843-1604,inactive,2013-09-27,2024-10-20
finance/investment analyst,UA,660-522-2284,emergency extraction,2005-11-29,2026-08-20
arts connoisseur,YE,845-525-6809,inactive,2011-04-14,2026-07-03
academic researcher,PT,452-679-8823,compromised,2014-09-01,2033-02-15
humanitarian worker,PA,236-509-6129,compromised,2004-11-15,2034-06-08
business consultant,UA,332-847-0340,deep cover,2009-05-11,2033-01-30
environmental activist,LB,708-788-5760,under development,2005-07-10,2033-09-07
social media influencer,CN,408-654-3697,burned,2020-01-08,2031-06-27
law enforcement officer,RU,388-409-6461,under surveillance,2012-11-18,2032-03-22
tech entrepreneur,ID,748-164-6772,deep cover,2019-01-19,2028-03-23
security specialist,SE,967-324-2524,under review,2018-04-25,2024-08-20
government official/diplomat,ID,336-242-7242,emergency extraction,2019-01-19,2031-04-28
humanitarian worker,PH,821-349-3846,under surveillance,2017-01-20,2034-03-26
medical professional,CN,243-251-3301,under development,2006-04-01,2029-11-03
social media influencer,PT,628-952-3933,compromised,2017-02-26,2026-07-20
tech entrepreneur,US,915-476-2306,deep cover,2022-11-21,2032-11-20
construction worker/engineer,UA,978-456-1094,deep cover,2020-12-31,2027-12-01
food/culinary expert,NG,774-711-2648,deep cover,2008-06-08,2032-06-24
humanitarian worker,CN,586-160-0871,deep cover,2014-07-11,2032-04-25
medical professional,PH,339-645-4664,infiltration,2008-03-03,2024-08-24
finance/investment analyst,IR,873-326-1498,burned,2009-10-12,2024-03-11
security specialist,ID,876-705-0835,active,2009-05-18,2029-10-22
travel blogger/reviewer,CA,400-751-8515,under development,2020-10-31,2029-06-02
food/culinary expert,FR,488-815-8647,under review,2018-02-04,2028-02-16
corporate executive,CN,443-559-0391,compromised,2019-03-03,2030-08-25
tech entrepreneur,CN,872-745-2477,under review,2017-02-02,2024-11-18
arts connoisseur,RU,798-491-1242,under review,2016-05-27,2029-07-15
construction worker/engineer,BD,665-494-9434,active,2022-08-30,2025-01-02
tourist/traveler,AF,143-895-0187,active,2022-12-08,2030-01-23
environmental activist,PL,935-920-3295,inactive,2012-06-09,2032-02-09
humanitarian worker,CN,913-752-7583,active,2006-10-25,2023-08-29
journalist/reporter,ID,794-226-0345,compromised,2004-07-10,2030-06-07
tourist/traveler,PL,834-378-6833,burned,2018-05-07,2028-04-13
corporate executive,PH,315-202-7480,inactive,2006-03-09,2035-01-04
humanitarian worker,BR,571-422-4043,compromised,2007-02-07,2032-11-24
freelance photographer,AR,470-691-4356,inactive,2020-06-05,2033-11-08
freelance photographer,CN,395-220-8366,deep cover,2020-09-25,2034-05-20
entertainment insider,CH,873-291-9549,infiltration,2014-03-28,2023-08-01
business consultant,FI,127-449-3133,under review,2005-06-18,2023-02-03
finance/investment analyst,CN,514-608-6303,active,2010-11-10,2027-03-11
journalist/reporter,CN,174-911-5314,deep cover,2006-04-12,2030-01-01
travel blogger/reviewer,VN,412-645-2114,compromised,2007-02-07,2023-06-29
law enforcement officer,CN,390-346-4979,active,2006-12-01,2029-06-15
construction worker/engineer,US,513-901-7025,burned,2007-06-05,2026-09-11
food/culinary expert,CA,399-455-6551,inactive,2021-08-01,2027-09-16
government official/diplomat,FR,809-404-0048,compromised,2009-11-19,2023-02-01
corporate executive,RU,942-545-0847,infiltration,2021-08-24,2034-07-27
travel blogger/reviewer,CN,353-546-3772,active,2022-09-17,2025-07-25
environmental activist,LT,282-761-2217,active,2012-10-23,2030-04-01
tourist/traveler,ID,473-406-4963,active,2014-12-05,2030-08-24
medical professional,CD,487-486-7897,deep cover,2016-03-15,2033-03-27
arts connoisseur,MX,551-404-8491,under surveillance,2022-08-16,2025-11-06
journalist/reporter,RU,583-714-3605,under development,2011-11-22,2024-04-29
corporate executive,CN,289-808-7438,infiltration,2005-03-15,2027-03-09
tech entrepreneur,HR,328-804-7346,infiltration,2004-05-01,2034-12-30
construction worker/engineer,SE,586-770-1415,compromised,2018-11-07,2030-01-17
freelance photographer,TH,950-140-7987,deep cover,2008-10-22,2032-01-03
environmental activist,CZ,567-720-3037,inactive,2006-12-10,2032-05-03
security specialist,AF,907-794-7660,inactive,2019-10-14,2032-11-11
tech entrepreneur,ID,606-759-6947,under surveillance,2016-02-12,2033-11-23
journalist/reporter,GP,699-150-8850,emergency extraction,2013-09-02,2025-01-11
law enforcement officer,PR,634-838-6679,emergency extraction,2020-12-31,2029-12-28
finance/investment analyst,ID,183-466-8788,active,2013-01-23,2025-04-21
tourist/traveler,CU,249-910-4045,compromised,2009-05-19,2032-11-06
tech entrepreneur,CN,752-195-3406,deep cover,2017-06-29,2026-10-13
security specialist,ID,200-690-4553,emergency extraction,2023-07-01,2027-01-15
humanitarian worker,ID,503-682-3187,under development,2018-03-24,2023-05-24
business consultant,ID,419-475-2658,inactive,2017-12-22,2028-08-22
academic researcher,PE,307-594-3612,emergency extraction,2016-11-18,2032-01-18
environmental activist,CN,567-510-8531,inactive,2012-09-19,2033-09-03
government official/diplomat,CN,562-808-7360,burned,2019-05-02,2029-06-16
government official/diplomat,BY,205-836-2786,emergency extraction,2015-12-07,2031-05-28
corporate executive,HR,155-920-3400,deep cover,2012-05-28,2030-10-08
entertainment insider,RU,488-903-1018,burned,2010-07-25,2031-06-06
security specialist,MW,204-903-1329,emergency extraction,2012-02-20,2026-04-14
finance/investment analyst,RU,140-747-6891,compromised,2005-02-05,2032-11-30
business consultant,SO,351-433-9831,emergency extraction,2021-12-05,2033-05-05
journalist/reporter,CN,405-543-4239,under review,2010-09-22,2023-04-21
tech entrepreneur,FI,515-376-3545,under review,2010-05-17,2029-03-27
travel blogger/reviewer,DE,968-103-3487,emergency extraction,2014-10-28,2023-09-18
construction worker/engineer,KZ,458-163-0309,under review,2010-06-30,2029-08-22
travel blogger/reviewer,US,239-728-7609,emergency extraction,2023-02-20,2024-07-18
environmental activist,AF,697-883-1610,under review,2010-03-25,2031-07-05
tourist/traveler,SE,927-530-9063,under review,2008-09-05,2033-05-04
corporate executive,TJ,415-197-3686,emergency extraction,2014-10-24,2025-04-02
tourist/traveler,FI,751-584-7586,under review,2009-06-09,2023-04-29
freelance photographer,PL,653-867-6769,under review,2004-08-17,2024-08-24
travel blogger/reviewer,ID,268-723-5563,deep cover,2010-12-20,2031-04-28
tourist/traveler,SA,992-146-5972,under development,2005-12-08,2031-01-03
environmental activist,CR,842-472-6594,inactive,2019-06-19,2023-07-02
social media influencer,ID,514-328-3322,under review,2007-02-08,2024-10-06
finance/investment analyst,SE,240-855-5154,burned,2004-08-10,2024-08-15
tourist/traveler,CN,145-566-9827,emergency extraction,2007-12-23,2028-05-24
security specialist,PF,721-933-0058,under development,2006-07-22,2023-05-30
finance/investment analyst,CN,793-758-4771,inactive,2016-06-26,2025-04-17
security specialist,SE,223-290-5151,infiltration,2014-10-09,2034-11-24
business consultant,UG,387-243-4147,inactive,2007-06-11,2024-12-08
medical professional,CN,962-387-9995,under review,2020-05-03,2034-02-07
entertainment insider,PK,508-378-1630,under surveillance,2004-04-16,2028-07-15
government official/diplomat,GR,472-665-9778,inactive,2022-10-30,2023-10-05
security specialist,GY,506-308-1606,compromised,2005-02-16,2030-06-15
journalist/reporter,AF,721-345-3795,deep cover,2009-09-08,2028-11-10
medical professional,RU,973-816-7660,under review,2007-03-09,2033-05-13
government official/diplomat,JP,818-195-4623,infiltration,2013-11-24,2029-01-26
security specialist,BA,780-769-7604,deep cover,2006-10-26,2030-07-25
freelance photographer,CN,656-283-0792,active,2018-10-02,2028-02-13
food/culinary expert,ID,627-998-0953,under review,2011-11-28,2034-11-14
freelance photographer,TH,608-406-5416,active,2011-05-09,2024-09-12
social media influencer,CN,187-783-5755,compromised,2020-06-10,2026-04-03
freelance photographer,AR,648-252-1909,inactive,2018-04-02,2023-12-19
business consultant,CN,457-686-8898,compromised,2019-08-22,2032-10-08
freelance photographer,PH,411-991-4851,deep cover,2021-01-09,2026-09-28
food/culinary expert,AF,934-833-5156,inactive,2010-02-24,2026-07-21
arts connoisseur,CN,762-736-8094,deep cover,2008-12-13,2028-11-20
construction worker/engineer,CN,976-656-9343,under surveillance,2017-11-04,2026-11-19
social media influencer,RU,678-212-7098,compromised,2023-05-16,2032-05-12
tourist/traveler,PH,914-615-6220,active,2007-04-17,2024-05-08
freelance photographer,FR,401-785-6547,under development,2009-10-19,2033-07-07
medical professional,ID,313-776-2458,inactive,2017-11-17,2032-08-07
tech entrepreneur,CN,230-542-7311,deep cover,2010-05-10,2024-09-05
medical professional,CA,692-325-5136,emergency extraction,2012-02-10,2034-02-06
humanitarian worker,ID,599-822-4069,under development,2011-04-11,2033-10-20
security specialist,CN,909-658-5447,burned,2009-04-07,2033-04-05
freelance photographer,CZ,202-902-4059,under surveillance,2006-01-25,2028-01-09
social media influencer,KW,582-938-5188,under review,2006-10-05,2034-06-03
tourist/traveler,ID,578-958-4408,burned,2014-05-16,2029-12-25
law enforcement officer,PT,818-695-5535,burned,2005-06-06,2028-01-03
environmental activist,CN,669-866-4799,infiltration,2018-04-28,2032-04-06
academic researcher,RU,636-971-6567,under review,2017-03-02,2026-12-12
academic researcher,IQ,421-344-4462,emergency extraction,2013-08-07,2028-01-29
tourist/traveler,PL,191-605-9329,under development,2005-10-10,2029-11-29
academic researcher,IT,270-552-0896,burned,2015-09-22,2027-05-24
construction worker/engineer,ID,681-373-9540,deep cover,2008-11-25,2033-05-20
law enforcement officer,PT,831-615-8663,emergency extraction,2021-08-06,2027-04-05
journalist/reporter,SY,377-648-4900,compromised,2010-09-07,2026-04-01
construction worker/engineer,PH,144-222-8508,under development,2020-06-28,2024-08-13
corporate executive,MX,867-676-3072,under surveillance,2011-07-20,2023-07-09
environmental activist,FR,381-457-0286,inactive,2008-03-03,2023-09-29
environmental activist,SE,824-195-1304,emergency extraction,2020-04-03,2031-02-01
social media influencer,US,505-163-2186,infiltration,2011-12-02,2030-04-10
journalist/reporter,CN,386-667-8558,emergency extraction,2016-10-07,2029-07-28
environmental activist,DE,290-575-6381,deep cover,2012-10-19,2029-06-16
finance/investment analyst,PT,472-518-2986,burned,2012-08-29,2024-09-12
journalist/reporter,PL,930-429-3404,compromised,2007-12-06,2029-10-15
journalist/reporter,UZ,566-261-8013,under surveillance,2007-02-22,2030-08-08
business consultant,RU,291-496-8203,infiltration,2019-02-22,2027-06-25
tourist/traveler,BR,144-435-1097,under review,2014-05-21,2026-02-08
law enforcement officer,OM,707-645-4308,deep cover,2014-02-09,2033-10-17
freelance photographer,ID,177-435-2723,emergency extraction,2018-08-27,2032-04-12
arts connoisseur,CN,997-799-6337,under review,2015-06-23,2024-06-04
law enforcement officer,CN,135-649-8459,under development,2012-05-30,2025-11-17
law enforcement officer,PH,437-315-7416,deep cover,2004-04-12,2030-01-13
