0,1,2,3,4,5
security specialist,CN,476-648-9141,under review,2020-10-22,2024-07-14
government official/diplomat,PL,667-321-4566,emergency extraction,2014-01-03,2032-11-25
law enforcement officer,CO,402-538-4576,inactive,2020-04-25,2031-07-19
security specialist,GR,586-383-2089,under review,2016-01-01,2031-08-17
tech entrepreneur,UA,398-774-7051,compromised,2014-07-23,2029-11-22
tech entrepreneur,PL,675-775-8968,inactive,2004-11-15,2033-11-29
entertainment insider,CN,219-646-8707,under development,2006-01-15,2034-03-23
construction worker/engineer,MT,461-187-0457,burned,2022-06-20,2025-07-17
business consultant,ID,647-602-8080,infiltration,2010-12-15,2033-07-21
security specialist,AR,313-612-3101,emergency extraction,2021-01-30,2034-07-08
corporate executive,PE,532-762-8040,emergency extraction,2005-06-20,2033-04-16
security specialist,BY,386-403-6685,inactive,2018-02-22,2031-12-19
government official/diplomat,LB,597-733-8835,under development,2016-08-18,2027-10-11
humanitarian worker,HU,193-232-3277,under review,2016-02-03,2032-08-01
environmental activist,CN,403-463-6109,inactive,2020-03-27,2033-10-12
security specialist,VE,575-497-7230,active,2006-04-16,2034-03-15
tech entrepreneur,ID,615-515-1343,under development,2015-04-27,2025-11-20
security specialist,ES,203-132-4425,inactive,2009-06-25,2031-08-29
tech entrepreneur,CL,709-103-7684,inactive,2010-08-28,2034-04-13
law enforcement officer,MX,978-299-2035,deep cover,2022-10-18,2033-10-11
social media influencer,AL,448-989-7798,under review,2018-10-18,2029-12-05
law enforcement officer,RU,222-453-0686,compromised,2008-11-20,2034-03-13
construction worker/engineer,PH,793-891-6925,compromised,2017-02-12,2034-04-10
law enforcement officer,PL,940-400-1554,burned,2006-10-19,2024-08-29
food/culinary expert,ID,227-673-7656,infiltration,2009-04-21,2030-01-08
tourist/traveler,FR,358-258-7184,emergency extraction,2008-06-20,2030-10-04
business consultant,BO,424-645-0297,under surveillance,2006-11-16,2026-01-08
environmental activist,BR,671-315-9812,burned,2012-05-08,2034-05-17
tech entrepreneur,KM,660-635-9075,emergency extraction,2010-12-18,2028-04-27
security specialist,MX,559-296-3123,emergency extraction,2005-04-26,2026-08-12
academic researcher,CN,503-377-0272,emergency extraction,2005-08-08,2032-08-11
tech entrepreneur,BY,215-605-6496,compromised,2016-03-02,2024-11-28
humanitarian worker,MY,941-557-4344,emergency extraction,2013-10-18,2035-01-04
medical professional,CZ,769-979-2465,under surveillance,2005-03-16,2034-08-29
business consultant,PL,945-846-0212,emergency extraction,2010-03-16,2025-04-04
security specialist,ES,992-861-1082,infiltration,2016-01-20,2024-06-10
business consultant,RU,185-258-0333,infiltration,2006-05-25,2031-09-17
medical professional,CD,564-511-9692,infiltration,2004-07-20,2033-01-06
corporate executive,PL,484-815-3259,under review,2021-04-03,2031-10-07
corporate executive,US,212-876-3809,infiltration,2012-06-21,2024-01-24
freelance photographer,BR,989-343-3879,deep cover,2017-10-22,2032-04-04
humanitarian worker,MX,492-263-6785,inactive,2014-02-21,2028-07-18
corporate executive,AR,751-970-3282,compromised,2015-04-08,2030-03-17
finance/investment analyst,UA,572-948-8083,infiltration,2004-09-06,2029-05-12
medical professional,BR,917-903-4849,infiltration,2012-08-09,2033-08-15
social media influencer,CN,887-499-7993,emergency extraction,2007-04-04,2024-07-22
tourist/traveler,RU,465-233-7636,active,2014-04-03,2025-07-13
humanitarian worker,CN,703-803-0052,active,2008-07-11,2023-04-02
entertainment insider,BD,236-870-9590,deep cover,2018-08-08,2033-01-31
arts connoisseur,NO,780-585-1013,under review,2010-04-30,2033-07-17
food/culinary expert,CN,382-423-5248,active,2011-02-12,2029-09-01
travel blogger/reviewer,TH,656-795-8858,emergency extraction,2007-03-17,2033-10-03
humanitarian worker,BY,787-855-8319,deep cover,2006-01-22,2025-02-24
finance/investment analyst,FR,434-951-5338,deep cover,2018-01-29,2029-09-23
arts connoisseur,NO,134-702-4048,burned,2013-07-26,2031-04-25
food/culinary expert,CN,529-352-5804,emergency extraction,2017-08-26,2032-04-20
finance/investment analyst,CN,496-547-0166,under review,2011-10-09,2023-06-07
tech entrepreneur,CZ,737-469-4597,burned,2017-05-23,2023-10-27
humanitarian worker,LT,192-267-8704,inactive,2022-10-27,2031-05-30
corporate executive,CA,641-832-9635,emergency extraction,2018-10-26,2030-05-27
security specialist,CN,578-130-3148,deep cover,2014-08-04,2032-10-07
freelance photographer,VN,817-701-1604,under review,2019-02-09,2024-11-22
food/culinary expert,RU,430-629-4087,active,2021-01-29,2032-04-13
food/culinary expert,CO,559-679-2576,under surveillance,2015-06-26,2028-07-07
business consultant,US,816-210-3951,compromised,2011-05-23,2031-11-11
social media influencer,PT,657-433-2079,infiltration,2020-06-07,2031-03-25
entertainment insider,CN,950-176-9544,infiltration,2013-01-15,2032-11-11
travel blogger/reviewer,AF,336-661-0176,under development,2015-12-07,2034-01-31
entertainment insider,AZ,750-799-0321,active,2006-08-17,2032-10-13
journalist/reporter,MA,930-571-2893,infiltration,2007-06-15,2024-07-25
law enforcement officer,RU,825-430-6665,under development,2010-11-10,2029-10-29
food/culinary expert,BA,451-498-2999,under development,2016-05-15,2025-11-08
tech entrepreneur,RU,716-882-5101,under surveillance,2012-01-04,2027-10-17
environmental activist,GN,482-680-4934,compromised,2015-08-26,2034-08-16
arts connoisseur,CF,604-141-8492,compromised,2014-03-02,2024-06-14
medical professional,ID,281-713-2481,deep cover,2019-03-17,2025-10-02
arts connoisseur,BR,198-517-2552,infiltration,2005-02-18,2034-07-25
food/culinary expert,AF,532-631-0180,emergency extraction,2013-04-16,2034-07-15
tourist/traveler,ID,155-212-2531,under surveillance,2023-05-28,2027-12-19
entertainment insider,ID,929-248-6438,burned,2007-10-15,2032-12-24
construction worker/engineer,PL,331-613-8549,compromised,2019-07-04,2032-03-30
academic researcher,CN,966-890-7428,under surveillance,2010-11-21,2034-11-13
law enforcement officer,PT,887-972-6068,under review,2020-09-27,2029-05-23
law enforcement officer,RU,281-574-7316,deep cover,2006-09-25,2025-09-06
security specialist,AR,115-999-2436,burned,2018-10-12,2023-07-05
medical professional,SE,855-285-4628,inactive,2007-08-12,2023-11-02
medical professional,PH,186-679-1217,deep cover,2013-09-27,2028-05-15
government official/diplomat,CN,510-517-6313,deep cover,2020-05-05,2033-03-26
food/culinary expert,UA,199-527-7309,under development,2010-02-07,2030-05-19
construction worker/engineer,AE,187-149-0352,emergency extraction,2005-04-26,2028-04-25
entertainment insider,PH,112-472-8183,emergency extraction,2005-03-11,2033-02-26
environmental activist,CN,993-211-4603,under development,2005-10-20,2027-11-12
journalist/reporter,SE,533-867-4204,emergency extraction,2011-11-06,2029-04-22
corporate executive,FR,605-601-3243,infiltration,2015-01-14,2028-05-20
entertainment insider,CN,195-857-0144,burned,2019-01-29,2032-01-15
government official/diplomat,IR,520-921-4788,active,2019-08-21,2024-12-18
tourist/traveler,EG,478-467-7162,under surveillance,2022-09-18,2034-08-05
travel blogger/reviewer,PT,682-712-0700,deep cover,2005-10-31,2029-10-22
business consultant,BR,129-366-8169,under review,2008-11-22,2031-08-25
environmental activist,FR,230-305-4414,deep cover,2005-08-27,2029-01-25
tourist/traveler,EC,255-993-1383,burned,2007-05-15,2027-05-02
construction worker/engineer,ET,734-888-9650,inactive,2019-07-08,2025-01-13
medical professional,NG,378-785-3514,under review,2019-07-29,2033-04-29
entertainment insider,ID,427-284-5718,emergency extraction,2015-10-03,2026-06-30
construction worker/engineer,VN,897-399-3300,under review,2010-04-01,2031-09-21
construction worker/engineer,CO,342-717-2608,inactive,2019-03-16,2023-08-14
government official/diplomat,RU,877-653-5260,burned,2012-01-01,2033-11-12
tourist/traveler,ID,456-782-4053,emergency extraction,2010-10-27,2030-11-22
business consultant,MY,464-256-2473,compromised,2017-01-09,2028-02-03
freelance photographer,CN,216-234-3947,infiltration,2019-06-02,2034-11-05
journalist/reporter,TH,951-992-9651,active,2020-02-18,2032-08-17
medical professional,JP,204-856-3494,emergency extraction,2021-10-31,2028-10-08
entertainment insider,SE,444-930-3610,infiltration,2012-10-12,2024-04-23
law enforcement officer,CO,244-135-1490,compromised,2015-10-22,2031-11-30
tourist/traveler,MX,500-878-8214,active,2022-08-28,2026-03-06
tech entrepreneur,HN,226-376-6000,active,2012-07-25,2025-08-06
food/culinary expert,PH,100-280-9079,burned,2020-06-09,2027-11-06
government official/diplomat,NL,284-786-9077,burned,2022-02-09,2032-09-05
medical professional,CO,259-455-7747,under surveillance,2004-07-12,2029-10-12
humanitarian worker,HR,337-479-8951,inactive,2016-12-28,2031-04-27
security specialist,BR,472-770-7376,infiltration,2005-06-07,2031-06-07
law enforcement officer,BJ,111-367-5936,under review,2018-02-08,2027-08-30
travel blogger/reviewer,CN,709-733-9254,under development,2015-04-21,2032-03-06
tourist/traveler,CN,214-961-8384,under surveillance,2006-04-13,2029-07-05
finance/investment analyst,UA,848-105-9401,emergency extraction,2017-07-08,2025-07-02
corporate executive,RU,951-397-4385,emergency extraction,2014-10-07,2031-12-11
tourist/traveler,CN,259-409-9241,under surveillance,2006-01-20,2024-01-23
food/culinary expert,UA,188-778-4214,active,2013-07-24,2027-05-07
tech entrepreneur,JP,280-982-7728,under review,2010-04-30,2027-04-01
business consultant,CN,909-170-3188,active,2021-06-05,2029-02-23
humanitarian worker,ID,508-448-2305,under surveillance,2011-11-29,2026-08-08
law enforcement officer,CN,966-822-6561,burned,2008-05-24,2023-08-04
journalist/reporter,PH,682-724-6794,under surveillance,2023-12-09,2025-12-01
travel blogger/reviewer,CN,550-678-9140,under development,2014-04-11,2029-11-22
academic researcher,CN,947-483-1948,infiltration,2010-05-26,2034-12-16
government official/diplomat,CN,454-992-7221,under review,2004-02-19,2024-12-30
law enforcement officer,AR,680-423-6663,under development,2009-11-12,2024-10-07
freelance photographer,CN,565-529-8341,inactive,2011-02-14,2027-01-04
freelance photographer,PT,701-563-4594,infiltration,2019-09-11,2035-01-14
journalist/reporter,IE,778-638-4108,burned,2008-06-28,2027-03-22
journalist/reporter,CZ,343-758-4870,active,2018-12-16,2029-01-14
journalist/reporter,PT,984-359-7463,inactive,2012-09-29,2034-03-06
entertainment insider,CN,178-784-8852,compromised,2021-01-05,2026-08-20
tourist/traveler,PL,984-266-3805,under review,2007-11-22,2032-01-15
freelance photographer,PL,934-777-6579,inactive,2018-12-19,2027-09-26
academic researcher,PT,742-245-7999,compromised,2014-07-18,2026-09-10
travel blogger/reviewer,CO,353-540-9182,inactive,2011-03-10,2034-04-28
environmental activist,FR,508-669-2612,active,2013-08-13,2033-02-14
government official/diplomat,CZ,337-987-7463,infiltration,2018-07-23,2023-06-05
security specialist,CN,204-851-5447,under surveillance,2016-04-11,2033-09-22
tech entrepreneur,RU,988-309-7681,under surveillance,2012-09-17,2032-05-13
food/culinary expert,AR,194-661-1887,active,2007-09-17,2025-01-13
construction worker/engineer,CN,714-589-4315,emergency extraction,2004-10-29,2027-02-05
social media influencer,PT,950-958-9917,emergency extraction,2004-10-12,2027-09-01
corporate executive,CO,218-414-0054,compromised,2009-09-11,2029-10-31
finance/investment analyst,AR,211-155-2228,active,2013-12-07,2026-08-29
humanitarian worker,PH,445-444-1242,compromised,2006-03-08,2029-05-22
environmental activist,CN,447-376-1245,burned,2023-09-16,2026-08-12
travel blogger/reviewer,CN,561-286-9052,compromised,2011-06-10,2032-11-22
tech entrepreneur,PE,624-409-0878,burned,2008-04-10,2026-01-28
corporate executive,PT,738-638-1729,under review,2005-11-09,2032-10-13
entertainment insider,CN,648-132-0954,active,2004-05-13,2029-09-20
humanitarian worker,RS,256-245-1942,deep cover,2011-05-20,2025-06-01
tech entrepreneur,HU,239-664-4496,burned,2023-01-28,2032-02-15
humanitarian worker,MN,383-625-1450,infiltration,2009-06-10,2033-03-13
finance/investment analyst,AR,327-858-5465,emergency extraction,2006-08-02,2026-11-17
corporate executive,CN,758-638-5298,emergency extraction,2007-10-05,2026-12-04
academic researcher,PH,535-465-8693,under development,2013-12-01,2028-12-04
construction worker/engineer,CN,137-713-9788,compromised,2011-11-27,2025-09-03
arts connoisseur,CZ,430-845-2646,emergency extraction,2021-12-24,2025-10-07
business consultant,CN,163-696-0556,under review,2023-06-07,2034-01-01
medical professional,MA,636-292-2330,active,2012-11-11,2028-03-18
academic researcher,CN,211-677-7772,burned,2007-12-08,2024-01-30
academic researcher,CN,460-880-4761,under surveillance,2023-10-03,2023-11-05
corporate executive,SE,224-506-9875,compromised,2015-09-23,2023-04-04
finance/investment analyst,CO,434-966-3874,active,2016-02-25,2035-01-05
law enforcement officer,TH,585-840-2076,deep cover,2008-03-07,2029-05-25
social media influencer,SE,245-322-1708,under review,2012-02-19,2034-02-01
tech entrepreneur,DE,671-221-5371,emergency extraction,2014-04-17,2031-03-05
food/culinary expert,KZ,966-680-3615,under surveillance,2017-03-12,2034-10-03
humanitarian worker,GE,683-559-4539,compromised,2022-06-24,2027-02-14
law enforcement officer,FR,258-693-9740,under review,2020-04-23,2027-01-14
arts connoisseur,ZW,792-791-2371,under surveillance,2011-10-06,2034-07-11
environmental activist,AF,294-191-4558,under review,2010-01-12,2024-05-04
finance/investment analyst,CN,580-581-8052,burned,2017-10-27,2034-02-28
corporate executive,CN,880-523-3472,under surveillance,2013-04-09,2031-10-02
travel blogger/reviewer,CN,726-869-6315,inactive,2014-10-11,2034-09-22
business consultant,CV,889-772-1939,inactive,2017-02-04,2032-11-26
construction worker/engineer,FR,446-207-2923,under review,2023-08-31,2026-05-25
academic researcher,ID,300-978-4509,under development,2022-01-03,2034-08-03
academic researcher,RU,661-279-7457,active,2020-05-08,2024-09-22
business consultant,PK,213-230-4939,active,2013-04-03,2026-01-26
journalist/reporter,FR,317-210-3864,inactive,2004-04-20,2028-03-23
travel blogger/reviewer,CN,625-711-0358,compromised,2022-08-06,2032-10-11
food/culinary expert,AE,239-335-9766,deep cover,2014-10-25,2025-10-17
business consultant,ZA,257-293-5231,under review,2010-10-10,2028-04-26
food/culinary expert,ID,915-158-9744,emergency extraction,2013-03-23,2030-04-14
government official/diplomat,ID,929-588-3755,infiltration,2020-03-02,2026-07-12
business consultant,JP,185-846-8174,compromised,2014-08-18,2032-07-22
tourist/traveler,NL,821-278-8299,burned,2011-01-30,2026-10-02
journalist/reporter,NG,609-162-2317,active,2004-06-10,2028-01-13
humanitarian worker,FM,958-538-0356,under development,2022-12-17,2032-07-04
government official/diplomat,RU,409-782-5340,compromised,2004-08-01,2034-01-30
travel blogger/reviewer,CN,126-242-2872,infiltration,2009-12-06,2031-12-29
academic researcher,CN,807-430-4400,under review,2008-04-05,2023-05-24
construction worker/engineer,HR,664-162-2155,deep cover,2005-01-05,2030-04-22
humanitarian worker,CN,330-906-7147,burned,2022-10-15,2027-06-19
freelance photographer,GR,632-514-9836,burned,2005-10-05,2023-07-05
construction worker/engineer,SE,558-146-2123,under surveillance,2011-03-08,2028-07-22
tourist/traveler,ID,556-821-3568,under review,2004-06-29,2029-07-04
business consultant,ID,938-164-8702,active,2009-02-21,2032-12-17
corporate executive,PL,664-522-9764,deep cover,2010-03-21,2031-04-14
tourist/traveler,EG,419-972-3495,deep cover,2019-11-28,2027-05-27
security specialist,CN,676-844-8885,under development,2022-10-24,2026-09-02
business consultant,CN,726-140-5814,under review,2016-10-20,2026-05-04
journalist/reporter,AZ,729-862-4306,inactive,2021-03-24,2029-09-01
travel blogger/reviewer,GL,118-991-3106,under review,2012-01-26,2030-09-30
government official/diplomat,ID,206-834-7298,under development,2015-01-04,2034-02-27
government official/diplomat,JP,141-489-6170,under development,2021-09-03,2033-03-28
academic researcher,FR,822-126-1818,infiltration,2022-11-07,2027-04-18
journalist/reporter,TH,997-443-1041,under development,2014-06-23,2028-05-31
freelance photographer,PA,848-232-6148,compromised,2005-06-20,2033-10-27
business consultant,US,816-961-1425,inactive,2019-05-10,2030-03-12
journalist/reporter,FR,925-697-1459,active,2007-04-18,2030-05-11
medical professional,HT,346-347-3204,under surveillance,2006-04-18,2027-01-25
social media influencer,FI,788-801-9059,compromised,2017-11-27,2032-04-15
arts connoisseur,CZ,450-318-4931,under development,2007-09-13,2023-09-25
arts connoisseur,PL,695-737-7199,emergency extraction,2022-06-30,2034-06-20
humanitarian worker,CN,480-804-9955,compromised,2022-08-07,2031-03-18
freelance photographer,AL,284-272-0272,burned,2017-08-01,2034-10-31
finance/investment analyst,US,703-316-2770,active,2013-02-14,2030-12-12
security specialist,CZ,654-756-7442,burned,2013-05-31,2031-05-07
freelance photographer,HR,374-825-3052,under review,2019-07-10,2026-02-28
social media influencer,FR,627-202-3916,burned,2023-06-10,2023-05-21
freelance photographer,CN,357-351-6471,emergency extraction,2007-06-02,2024-07-08
law enforcement officer,CN,910-393-9934,active,2011-03-27,2034-05-29
travel blogger/reviewer,RS,387-292-5853,compromised,2014-06-11,2031-11-13
law enforcement officer,MA,652-975-7060,deep cover,2009-05-20,2031-12-02
academic researcher,PH,877-316-0422,under surveillance,2019-06-11,2034-01-23
construction worker/engineer,PT,671-515-0548,emergency extraction,2014-10-18,2026-08-02
medical professional,PT,359-372-6084,under development,2015-11-17,2025-08-11
social media influencer,PL,358-532-1862,deep cover,2023-04-25,2024-01-20
travel blogger/reviewer,AZ,320-427-2022,deep cover,2019-05-20,2031-09-05
food/culinary expert,CN,119-684-9663,inactive,2016-01-14,2031-11-22
tech entrepreneur,UY,724-473-6332,infiltration,2009-02-08,2032-06-22
medical professional,NG,255-864-7831,emergency extraction,2008-08-11,2033-06-10
social media influencer,PH,550-608-3722,active,2019-06-19,2028-08-29
tech entrepreneur,SE,712-367-8884,deep cover,2013-12-24,2030-06-16
academic researcher,FR,247-252-4419,under development,2014-10-07,2033-07-09
law enforcement officer,CA,801-146-4062,burned,2013-12-28,2032-03-03
arts connoisseur,RU,186-520-1563,under surveillance,2023-12-15,2027-08-31
academic researcher,BR,899-998-7172,under review,2010-06-15,2024-07-21
finance/investment analyst,PH,689-881-5182,under surveillance,2008-06-15,2033-04-01
tech entrepreneur,CN,197-370-4898,under development,2016-06-15,2033-08-08
corporate executive,PT,276-891-1841,under review,2015-11-17,2030-01-29
law enforcement officer,PH,752-957-1621,deep cover,2004-11-29,2033-09-20
academic researcher,BR,977-857-8359,inactive,2023-01-21,2029-03-29
tech entrepreneur,RU,906-318-3431,emergency extraction,2021-06-30,2025-02-24
entertainment insider,MM,697-505-7588,compromised,2009-05-07,2035-01-17
humanitarian worker,CN,743-644-9893,infiltration,2007-05-18,2028-06-19
journalist/reporter,UG,984-264-3638,inactive,2012-06-23,2032-10-30
freelance photographer,AL,487-556-9286,under development,2005-01-03,2023-07-13
entertainment insider,RU,447-901-3646,active,2016-06-29,2024-01-15
business consultant,CN,613-766-2741,emergency extraction,2015-02-14,2025-11-30
freelance photographer,CN,429-725-1904,deep cover,2020-10-13,2028-12-20
arts connoisseur,TN,729-549-3056,burned,2006-02-15,2025-10-16
academic researcher,AR,713-892-8848,burned,2011-11-10,2027-09-09
tech entrepreneur,TH,882-989-0248,emergency extraction,2019-01-20,2027-08-14
tourist/traveler,CN,249-391-6052,burned,2012-08-09,2028-08-27
finance/investment analyst,CZ,511-180-7862,deep cover,2017-03-27,2032-11-13
tourist/traveler,PH,986-209-1854,inactive,2018-12-24,2024-04-27
travel blogger/reviewer,DO,564-729-1363,compromised,2020-07-14,2024-11-24
tourist/traveler,RU,506-714-0211,deep cover,2017-11-26,2032-01-11
humanitarian worker,AM,755-984-0958,under surveillance,2022-11-01,2024-05-31
environmental activist,ID,252-323-2163,infiltration,2011-07-11,2024-07-23
arts connoisseur,ID,402-588-4288,under surveillance,2017-08-24,2025-07-02
medical professional,ID,941-185-6423,compromised,2015-05-17,2030-06-24
law enforcement officer,IL,750-604-6786,active,2006-08-28,2030-07-23
tech entrepreneur,ZA,224-590-5515,emergency extraction,2010-05-09,2032-11-22
journalist/reporter,PK,871-659-6431,under surveillance,2020-11-27,2034-03-14
social media influencer,PK,769-942-1400,active,2012-08-19,2025-12-08
government official/diplomat,CN,556-817-0645,active,2020-01-27,2029-02-26
law enforcement officer,ID,492-512-8393,active,2010-05-12,2028-03-17
medical professional,CN,677-799-3922,under development,2011-06-06,2033-05-02
security specialist,CZ,855-950-0853,under development,2016-12-31,2025-11-22
tech entrepreneur,CN,372-482-7160,infiltration,2010-02-23,2034-10-12
construction worker/engineer,PH,167-972-9550,under development,2013-02-18,2032-04-23
social media influencer,TH,545-465-3495,under surveillance,2009-01-16,2032-03-08
construction worker/engineer,US,210-599-5847,under development,2023-10-06,2029-09-01
business consultant,RU,396-777-4121,under development,2016-06-28,2034-08-22
tourist/traveler,HN,423-239-7595,deep cover,2019-08-24,2026-03-23
finance/investment analyst,HU,973-271-5933,under review,2011-08-17,2030-09-19
social media influencer,CA,806-867-4719,infiltration,2007-05-20,2027-06-03
government official/diplomat,ID,290-502-5302,active,2015-04-16,2032-05-07
travel blogger/reviewer,CN,769-839-2715,compromised,2013-07-07,2028-12-06
tech entrepreneur,ZA,306-324-3319,under review,2010-11-16,2024-10-31
travel blogger/reviewer,BR,377-977-1409,compromised,2013-02-26,2034-10-12
security specialist,RU,152-512-9865,under surveillance,2023-07-19,2030-07-28
entertainment insider,NL,230-711-4164,emergency extraction,2006-10-21,2028-06-08
security specialist,PL,730-911-3998,under review,2013-11-25,2025-08-30
humanitarian worker,CZ,742-295-6055,deep cover,2014-07-06,2029-05-20
finance/investment analyst,JP,193-680-3042,active,2019-06-12,2030-05-04
travel blogger/reviewer,ID,830-949-3592,under development,2004-12-24,2027-01-26
