0,1,2,3,4,5,6,7
Toni,Wedmore,1964-01-16,F,ID,6,sniffer,interrogation
Mavra,Duns,1992-08-17,F,MD,6,counterintelligence agent,surveillance
Forrest,Greenlies,1975-02-15,M,IL,7,translator,training
Skip,Jozsika,1971-03-22,M,CO,3,undercover agent,on leave
Roseann,Defty,1995-11-17,F,RU,5,undercover agent,recovery
Brnaby,Newburn,1980-12-23,M,ID,6,cyber operative,on assignment
Thurston,Heasman,1975-06-08,M,MA,3,communications specialist,injured
Shelia,Duffy,1958-01-03,F,PH,1,medical specialist,on leave
Clevie,Jeffcoat,1990-11-22,M,TM,4,underwater specialist,reconnaissance
Michaelina,Tutchell,1957-08-12,F,EG,8,underwater specialist,undercover
Babette,McLise,1956-07-08,F,BR,10,technical specialist,interrogation
Raine,von Grollmann,1958-05-03,F,NZ,3,sniper,covert diplomacy
Tiphani,Mahomet,1963-02-08,F,CO,3,influence operations specialist,undercover
Marianne,Cammidge,1975-07-13,F,JP,7,sniffer,infiltration
Kerwinn,Clawley,1961-03-02,M,TH,1,escape and evasion expert,on leave
Cameron,cornhill,1970-11-21,M,CN,5,infiltration expert,on leave
Melessa,Dundridge,1965-02-18,F,PH,9,sniffer,surveillance
Sharon,Gravenall,1989-06-28,F,CN,7,escape and evasion expert,reserve
Gerti,Groundwater,1956-01-10,F,PE,7,survivalist,on assignment
Sondra,Sackes,1959-12-20,F,PH,4,counterintelligence agent,training
Ynes,Scown,1985-10-03,F,CR,3,rogue hunter,on leave
Trude,Vasiliev,1994-05-21,F,CN,1,undercover agent,psychological operations
Claudetta,Gammons,1965-10-26,F,DO,10,infiltration expert,under investigation
Beltran,Duncombe,1999-02-07,M,CN,7,assassin,deep cover
Lin,Pollok,1970-11-15,F,CN,10,agent in place,psychological operations
Nerty,Menicomb,1973-10-09,F,CO,4,sniffer,training
Harvey,Sheard,2000-11-10,M,CN,7,psychological warfare specialist,under investigation
Perice,Rickman,1955-10-19,M,RU,6,psychological warfare specialist,on leave
Zarla,Massen,2005-05-14,F,CN,10,rogue hunter,surveillance
Audra,Geertsen,1954-02-14,F,RU,6,technical specialist,psychological operations
Cooper,Realy,1987-09-12,M,BR,5,interrogation specialist,interrogation
Wendel,Pelham,1987-10-16,M,CN,2,escape and evasion expert,intelligence gathering
Ganny,McMurraya,1960-11-13,M,CN,2,survivalist,interrogation
Winslow,Tizzard,1987-05-16,M,FR,5,sniffer,training
Brigitte,Filipczynski,1982-06-11,F,TZ,10,negotiation expert,deep cover
Paulo,Miklem,2003-03-14,M,CN,8,escape and evasion expert,psychological operations
Quinlan,Lafranconi,1994-11-28,M,CN,4,counterintelligence agent,deep cover
Sondra,Camock,2000-06-03,F,FR,1,agent in place,covert diplomacy
Raimundo,Eaglen,1985-02-09,M,ID,1,counterintelligence agent,black ops
Hodge,Thorburn,1961-10-30,M,CN,6,infiltration expert,covert diplomacy
Lorianne,Gaisford,1987-12-23,F,FR,8,translator,black ops
Myles,Garrard,1998-01-12,M,RU,2,demolitions expert,standby
Penelopa,Blackney,1988-05-01,F,RU,3,escape and evasion expert,deep cover
Tessie,Sweeten,1984-03-07,F,ID,8,intelligence analyst,standby
Lek,Greenalf,1957-05-15,M,PS,2,cyber operative,interrogation
Gabriello,Dobrovolny,1961-04-15,M,PL,6,combat specialist,reserve
Paulo,Udale,1997-02-04,M,RU,4,sniper,recovery
Carlin,Wilmore,1976-08-23,F,CN,2,agent in place,intelligence gathering
Gonzales,Pierse,1975-04-19,M,MT,10,technical specialist,recovery
Rosalind,Votier,1994-02-05,F,RU,9,communications specialist,recovery
Cassondra,Drejer,1999-06-08,F,US,8,medical specialist,on leave
Dell,Tynnan,1966-11-20,M,BG,2,asset handler,training
Adey,Caudrelier,1986-01-23,F,TH,4,undercover agent,undercover
Norby,Ren,1995-02-28,M,JP,4,sniper,interrogation
Bernie,Draysay,1969-05-19,F,ID,7,influence operations specialist,undercover
Hillie,McCreagh,1958-11-26,M,RU,9,assassin,black ops
Paxon,Kayley,1968-07-19,M,PH,10,demolitions expert,surveillance
Benetta,Winterton,1959-02-23,F,VN,10,cyber operative,injured
Reagan,Hedlestone,1979-04-05,M,CO,6,medical specialist,training
Demott,Bowdler,1959-11-10,M,MG,6,combat specialist,recovery
Adena,Straw,1970-07-12,F,ID,9,counterterrorism specialist,black ops
Patten,Onge,1978-07-19,M,PH,7,medical specialist,injured
Bertrand,Madgin,1995-05-26,M,SE,6,field operative,reserve
Hunt,O' Hanvey,1967-03-23,M,ID,9,sniffer,deep cover
Nancee,Le Claire,1990-10-19,F,PH,4,sniffer,black ops
Dalt,Penni,1974-09-08,M,MW,10,counterterrorism specialist,training
Frasier,Sanchez,2005-06-24,M,CN,9,survivalist,training
Giulietta,Sieghard,1967-02-22,F,FR,6,underwater specialist,recovery
Page,Nimmo,1994-07-13,M,ID,1,counterterrorism specialist,undercover
Barrett,Anderer,1998-07-26,M,AR,6,asset handler,reconnaissance
Arleen,Woosnam,1998-11-17,F,RU,4,medical specialist,on assignment
Myranda,Oldrey,1982-06-14,F,BY,8,survivalist,recovery
Edna,Laugheran,1998-09-13,F,CN,2,sniffer,recovery
Serge,Tunuy,1998-03-13,M,FR,4,influence operations specialist,reconnaissance
Gino,Falloon,1983-11-12,M,CN,1,rogue hunter,on leave
Lucais,Chetham,1990-03-26,M,US,5,combat specialist,black ops
Eolanda,Nestle,1989-06-13,F,FR,2,medical specialist,training
Stanislas,Breitler,1966-03-30,M,CN,4,interrogation specialist,deep cover
Kynthia,Cordero,2004-09-03,F,PE,2,sniper,black ops
Milena,Citrine,1957-10-09,F,CN,10,psychological warfare specialist,reserve
Nils,Nurcombe,1970-07-25,M,PE,6,sniffer,interrogation
Tedd,Kirkwood,2002-05-04,M,RU,5,underwater specialist,active
Early,Pudan,1996-09-27,M,PT,8,counterterrorism specialist,intelligence gathering
Robb,Curedale,1954-06-27,M,PH,8,agent in place,on leave
Sherline,Hoys,1956-01-16,F,PT,10,interrogation specialist,intelligence gathering
Eric,Horley,1963-07-13,M,FI,10,interrogation specialist,intelligence gathering
Korry,Geekie,1981-02-04,F,RU,10,technical specialist,recovery
Sayre,de Banke,1998-09-28,F,AM,7,assassin,covert diplomacy
Elliot,Pervew,1994-01-02,M,PE,5,escape and evasion expert,on assignment
Krysta,Lewcock,1954-01-24,F,ID,4,sniffer,surveillance
Dirk,Lavigne,1964-11-29,M,KR,5,field operative,training
Linnell,Lukovic,1987-12-26,F,CN,1,communications specialist,technical support
Vinni,Merit,1954-10-23,F,PH,8,survivalist,standby
Lucita,Benford,2001-05-18,F,TZ,3,negotiation expert,undercover
Aura,Jentle,1991-11-04,F,MN,4,influence operations specialist,interrogation
Fleurette,Comrie,1970-09-24,F,VN,8,translator,active
Walliw,Apedaile,1986-08-30,F,CN,8,survivalist,covert diplomacy
Grantley,Dady,1968-10-07,M,RU,5,interrogation specialist,psychological operations
Caro,MacCombe,1983-02-09,F,CN,1,assassin,on assignment
Kirbie,McTerry,1986-01-22,F,CI,6,escape and evasion expert,on assignment
Auroora,Lipscombe,1995-11-26,F,BS,4,agent in place,injured
Zora,Frenchum,1988-09-14,F,RU,2,field operative,under investigation
Genna,Darlison,1960-05-22,F,BR,6,agent in place,undercover
Wynne,Koppeck,1983-07-22,F,MX,8,assassin,technical support
Rene,Delves,1969-12-04,M,US,8,communications specialist,under investigation
Gerry,O' Cuolahan,1991-03-11,F,CN,2,counterintelligence agent,under investigation
Miltie,Tennet,1976-02-21,M,PL,8,cyber operative,deep cover
Roland,Wolffers,1957-06-09,M,AM,9,interrogation specialist,intelligence gathering
Rosette,Uwins,2004-09-21,F,CN,6,intelligence analyst,psychological operations
Cobb,Muggach,1999-01-15,M,BR,8,technical specialist,on assignment
Trescha,Oliver-Paull,1978-03-22,F,SE,6,sniper,deep cover
Gabie,Earingey,1979-02-09,M,ID,9,asset handler,injured
Baldwin,By,1956-04-23,M,TD,6,negotiation expert,covert diplomacy
Vernen,Siggers,1967-03-19,M,SE,8,demolitions expert,on leave
Paquito,Parkman,1983-11-21,M,SE,3,counterintelligence agent,under investigation
Sydelle,Gregolotti,2002-09-14,F,RU,9,medical specialist,covert diplomacy
Nettle,Latimer,1957-02-20,F,PH,9,cyber operative,interrogation
Meredith,McLenaghan,1973-09-29,M,GR,9,rogue hunter,training
Jaye,MacShirie,1983-10-13,M,FR,2,influence operations specialist,reserve
Gusti,Tresler,1971-10-16,F,CN,6,technical specialist,undercover
Fields,Chesterman,1992-08-13,M,CM,6,sniper,active
Corbie,Camelli,1978-08-07,M,CZ,6,infiltration expert,on leave
Braden,Allewell,1974-07-19,M,MX,8,survivalist,on leave
Currey,Streatfield,1994-04-28,M,PE,1,asset handler,recovery
Bruce,Jiru,1986-03-02,M,CN,3,sniffer,infiltration
Eliza,Meardon,1996-06-03,F,ES,2,negotiation expert,undercover
Berget,Barrasse,1980-09-26,F,JP,10,agent in place,recovery
L;urette,Malyj,2004-02-17,F,HN,3,demolitions expert,reserve
Meredeth,Rodden,2002-06-01,M,RU,9,translator,technical support
Meara,Perkis,2000-11-08,F,KE,3,counterintelligence agent,infiltration
Ginevra,Eskrigge,1978-06-27,F,KR,5,combat specialist,infiltration
Nikolos,Di Carli,1978-06-15,M,CO,9,field operative,psychological operations
Idell,Aizikov,1990-03-20,F,NG,8,sniper,active
Jenica,Ruseworth,1987-03-16,F,KP,6,cyber operative,standby
Nat,Luchelli,1979-10-05,F,US,6,psychological warfare specialist,technical support
Annora,Crop,1959-08-11,F,CA,6,demolitions expert,deep cover
Julissa,Dedenham,1988-03-12,F,RU,10,assassin,recovery
Corella,Garn,1999-03-30,F,VN,10,asset handler,standby
Ania,Velten,1966-02-08,F,MX,1,counterintelligence agent,deep cover
Crystie,Slafford,1986-09-10,F,CN,10,field operative,intelligence gathering
Albertina,Matthius,1999-06-18,F,CN,7,combat specialist,intelligence gathering
Kerwin,Kellie,1973-08-14,M,ID,4,sniffer,standby
Solly,Foker,1999-02-22,M,RU,7,sniper,on assignment
Cybil,Fewster,1995-08-18,F,FR,7,demolitions expert,infiltration
Johann,Bates,1976-08-19,M,CN,10,intelligence analyst,intelligence gathering
Rice,Ubee,1982-10-23,M,PH,7,infiltration expert,on assignment
Dorette,Armytage,1980-02-26,F,UY,6,asset handler,recovery
Lorain,Gilpillan,1985-05-25,F,ID,6,communications specialist,infiltration
Tine,Syder,2005-03-24,F,AM,2,cyber operative,black ops
Claude,Gladdolph,1996-01-13,F,ID,6,field operative,training
Lindie,Baselli,1961-07-07,F,ID,4,undercover agent,interrogation
Maddy,Hawkridge,1972-12-30,M,DE,7,asset handler,deep cover
Dorolice,Fuge,1970-06-25,F,PH,5,undercover agent,psychological operations
Dev,Nortcliffe,1966-07-16,M,PT,10,translator,on assignment
Monique,Comberbach,1972-05-05,F,ID,5,survivalist,psychological operations
Babita,Keightley,2004-07-28,F,GT,5,survivalist,on assignment
Benedict,Northeast,1961-08-23,M,AU,8,undercover agent,on leave
Melodie,Arniz,2000-01-19,F,PE,9,asset handler,undercover
Titus,Finessy,2004-03-30,M,FR,10,demolitions expert,on leave
Ade,Kerby,1972-07-02,M,TM,8,communications specialist,training
Theodoric,Ovey,1954-08-20,M,CN,10,escape and evasion expert,surveillance
Burch,Androlli,1956-11-07,M,ID,3,asset handler,reserve
Frannie,Gladdor,1993-03-07,F,CN,6,counterintelligence agent,on leave
Natka,Renowden,1975-05-06,F,ID,1,escape and evasion expert,surveillance
Sarge,Dunbobin,1955-12-13,M,AR,10,assassin,infiltration
Gwyneth,Dunkerly,1956-04-03,F,PE,9,survivalist,interrogation
Wildon,Rey,1959-02-13,M,RS,6,assassin,deep cover
Jean,Yakovl,1962-06-17,M,CN,10,negotiation expert,training
Steffen,Rudsdale,1966-08-26,M,MN,1,negotiation expert,surveillance
Drusilla,Dalston,1970-08-26,F,IE,8,cyber operative,on leave
George,Brokenshaw,1974-03-01,F,PH,2,sniffer,training
Rad,Look,1978-02-28,M,CN,4,psychological warfare specialist,psychological operations
Caroljean,Bukac,1983-02-28,F,AR,5,interrogation specialist,reserve
Abdel,St. Hill,1992-10-12,M,CN,8,counterterrorism specialist,under investigation
Annetta,Eddies,1991-09-07,F,CZ,6,agent in place,deep cover
See,Lugden,1962-07-11,M,CN,6,sniffer,reconnaissance
Candi,Phelp,1998-02-03,F,MN,6,escape and evasion expert,injured
Abe,Dominey,1959-08-12,M,CN,8,underwater specialist,standby
Dedie,Truckell,1993-05-20,F,CN,8,intelligence analyst,on leave
Phineas,Battey,1990-12-09,M,ID,8,infiltration expert,under investigation
Wandis,Constantine,1973-08-26,F,CO,9,assassin,surveillance
Giordano,Millichap,1965-10-30,M,KR,6,underwater specialist,reconnaissance
Jeanette,Bahia,1960-01-15,F,SN,3,negotiation expert,covert diplomacy
Arlan,Dempsey,1990-08-22,M,RU,1,negotiation expert,active
Yorgos,Dominico,1989-07-20,M,PH,8,intelligence analyst,technical support
Charley,O'Heffernan,1996-09-08,M,PH,4,communications specialist,on leave
Melli,Goves,1982-03-22,F,PT,8,counterintelligence agent,surveillance
Joshua,Spellecy,1981-02-09,M,SE,6,rogue hunter,reserve
Natty,Darwen,1983-06-09,M,GR,3,medical specialist,infiltration
Dyna,Orrock,1962-01-20,F,AF,9,field operative,undercover
Vito,Veysey,1976-03-19,M,YE,3,sniper,technical support
Loreen,Treverton,1969-05-10,F,MY,10,demolitions expert,psychological operations
Philip,Tatersale,1982-11-25,M,CN,9,counterintelligence agent,infiltration
Rowland,Eggers,1987-06-09,M,LU,4,survivalist,undercover
Henderson,Kingsnode,1995-06-19,M,MS,4,assassin,interrogation
Cobby,Benditt,1985-07-10,M,MU,6,field operative,under investigation
Gunter,Dowe,1962-12-10,M,DE,8,demolitions expert,intelligence gathering
Pearl,Nannetti,1963-06-18,F,ID,9,survivalist,standby
Stella,Eastby,1987-07-30,F,RU,5,undercover agent,covert diplomacy
Angie,Caddie,2001-04-17,M,RU,5,counterterrorism specialist,under investigation
Alvin,Peckett,1984-01-04,M,RU,3,assassin,black ops
Alica,Antoszczyk,2001-01-10,F,HN,6,translator,intelligence gathering
Carley,Paulou,2005-04-12,F,VN,8,underwater specialist,technical support
Valeda,Winning,1977-09-26,F,ID,6,undercover agent,on leave
Saxe,Schirok,1987-11-13,M,VN,6,agent in place,reserve
Alysia,Egglestone,1968-12-07,F,ID,9,agent in place,psychological operations
Bear,McEntagart,1973-10-19,M,PL,8,interrogation specialist,active
Lucia,Vail,1978-03-07,F,RU,3,combat specialist,infiltration
Brandy,Janiszewski,1996-01-21,F,ID,3,underwater specialist,interrogation
Cori,Stannus,1981-08-08,M,BG,9,technical specialist,undercover
Codi,Ghilardi,1998-11-25,M,ID,6,medical specialist,psychological operations
Ferdie,Dene,1985-10-06,M,ID,8,interrogation specialist,recovery
Karlee,Fouldes,1959-08-09,F,CN,2,medical specialist,on leave
Vincenty,Coling,1986-01-02,M,TH,1,sniper,covert diplomacy
Beverlie,Choke,1989-09-30,F,GR,10,counterterrorism specialist,under investigation
Selig,Joliffe,1987-07-14,M,CN,6,demolitions expert,psychological operations
Roda,Babington,1993-09-24,F,FR,1,psychological warfare specialist,active
Cyb,Gillicuddy,1986-05-07,F,CN,10,survivalist,intelligence gathering
Bron,McPherson,2005-01-04,M,BR,9,medical specialist,covert diplomacy
Killian,Keyes,1986-06-06,M,PL,2,demolitions expert,technical support
Carmelle,Dutson,1987-05-06,F,CN,10,underwater specialist,infiltration
Lazaro,Leonards,1964-08-25,M,BA,2,infiltration expert,interrogation
Hamlin,Filliskirk,1982-01-26,M,EC,4,medical specialist,under investigation
Darell,Gofforth,1978-02-02,F,ID,4,communications specialist,under investigation
Rossy,Wrathmell,1990-01-05,M,ID,4,counterterrorism specialist,on leave
Liza,Couttes,1971-06-04,F,RS,4,counterintelligence agent,on assignment
Dew,Duchateau,1963-05-10,M,DE,2,sniper,psychological operations
Vitia,Matanin,1986-12-13,F,RU,4,agent in place,covert diplomacy
Ancell,Muffin,1977-01-05,M,CN,9,demolitions expert,recovery
Salmon,Date,1999-05-04,M,PE,10,undercover agent,deep cover
Daffy,Cheel,1968-03-13,F,ID,3,agent in place,on assignment
Rab,Glisane,1957-11-07,M,TH,1,asset handler,on assignment
Maryl,Tunny,1971-01-23,F,FR,3,asset handler,under investigation
Mariquilla,Scandwright,1992-09-09,F,LV,2,underwater specialist,on leave
Martita,Woollends,1961-06-04,F,CN,8,underwater specialist,undercover
Brittani,D'Aguanno,1976-11-12,F,UG,1,medical specialist,technical support
Timmy,Shadrack,1957-12-26,F,CN,9,counterterrorism specialist,injured
Seth,Noice,1956-06-25,M,CN,4,rogue hunter,covert diplomacy
Tommie,Brownhall,1969-02-13,F,VN,6,rogue hunter,reserve
Isabeau,Blumire,1985-06-15,F,JP,10,rogue hunter,standby
Colver,McClancy,1994-01-01,M,WS,8,psychological warfare specialist,under investigation
Riley,Fishburn,2002-12-11,M,UA,4,infiltration expert,recovery
Alic,Millin,1983-09-01,M,PH,3,counterterrorism specialist,under investigation
Gunther,Winship,1986-10-22,M,ID,3,survivalist,injured
Lacy,Girauld,1977-02-07,F,NG,9,agent in place,surveillance
Nari,Sarfas,1961-01-15,F,BD,7,negotiation expert,surveillance
Constancy,Patillo,2005-09-26,F,FR,6,combat specialist,covert diplomacy
Anet,Petchell,1957-03-03,F,CN,9,assassin,injured
Deirdre,Lipsett,1985-08-04,F,SE,5,field operative,interrogation
Wayland,Twiddy,2003-06-19,M,CN,6,interrogation specialist,psychological operations
Patton,Janota,1992-05-18,M,PH,10,negotiation expert,under investigation
Dante,Jonin,1964-06-22,M,FR,7,agent in place,standby
Sinclare,Capeloff,1976-11-19,M,TN,8,cyber operative,black ops
Gabriel,Eberdt,1999-10-29,F,PH,8,translator,on assignment
Alexandra,Dolling,1985-03-08,F,ID,1,survivalist,technical support
Patrick,Matej,1961-10-28,M,FR,8,medical specialist,infiltration
Ivar,Headech,1983-02-21,M,FR,4,interrogation specialist,on leave
Salvatore,Geffcock,1956-04-06,M,PT,9,field operative,infiltration
Lib,Peppett,1964-07-22,F,CN,2,translator,psychological operations
Cleopatra,McNern,1969-03-11,F,NE,3,technical specialist,undercover
Maris,Suerz,1966-04-21,F,CI,2,undercover agent,standby
Delmore,Hovert,1960-05-07,M,CN,4,escape and evasion expert,intelligence gathering
Mahmoud,Heinish,1981-12-20,M,HT,6,communications specialist,active
Dario,Frankema,1982-05-07,M,HR,2,underwater specialist,technical support
Nehemiah,Webburn,1973-04-25,M,PL,6,rogue hunter,covert diplomacy
Paddy,Stuck,1985-08-17,M,ID,8,communications specialist,black ops
Hewitt,Harsnep,1989-10-13,M,CN,3,psychological warfare specialist,training
Nickie,Alwell,1959-04-13,M,RU,2,agent in place,technical support
Perren,Heckle,1972-03-20,M,MY,6,field operative,standby
Hasheem,Blabey,1961-03-16,M,PH,5,rogue hunter,standby
Raquel,Middell,1965-11-29,F,AF,4,psychological warfare specialist,under investigation
Corrine,Soden,1999-05-09,F,CN,8,counterintelligence agent,technical support
Waylan,Trew,1990-03-08,M,ID,3,counterterrorism specialist,recovery
Abey,Clearley,1961-12-27,M,PH,2,infiltration expert,black ops
Darrel,Jeandet,1985-12-20,M,CU,10,sniffer,infiltration
Nobe,Childerhouse,1973-01-21,M,GL,5,survivalist,training
Ilaire,Colliford,2003-02-13,M,AR,6,cyber operative,recovery
Abbey,Luten,1957-11-19,M,CA,9,field operative,undercover
Giana,Glaister,1984-12-15,F,US,4,asset handler,under investigation
Jany,Pleat,1959-08-14,F,CN,5,technical specialist,reserve
Atlanta,Crepel,1967-03-15,F,LU,1,influence operations specialist,on leave
Moria,Praundlin,1960-07-10,F,PL,9,rogue hunter,deep cover
Colby,Easterling,1985-09-21,M,RU,2,undercover agent,under investigation
Julie,Snazel,1997-05-20,M,PH,3,field operative,standby
Lemuel,Meiklejohn,2002-02-22,M,CN,2,combat specialist,deep cover
Abagail,Gerrels,1983-08-09,F,PL,5,rogue hunter,intelligence gathering
Allegra,Rief,1996-02-01,F,US,8,communications specialist,psychological operations
Eldin,Greim,1998-12-28,M,RU,4,sniper,on assignment
Camille,Ankrett,1972-11-18,F,CN,7,cyber operative,reserve
Merell,Le Grand,1998-03-27,M,JP,10,escape and evasion expert,surveillance
Mariska,Harower,1988-01-24,F,RU,2,counterintelligence agent,on leave
Dominic,De Rechter,1965-09-26,M,CL,3,field operative,technical support
Roderick,Pickton,1971-02-15,M,SE,2,negotiation expert,interrogation
Ines,Decaze,1978-07-05,F,UA,5,sniffer,interrogation
Sallyann,Wank,1959-09-14,F,AL,4,undercover agent,undercover
Josi,Axby,1984-10-05,F,US,3,negotiation expert,recovery
Dido,Ingrey,1962-06-14,F,SE,5,psychological warfare specialist,interrogation
Byran,Lesaunier,1962-02-18,M,BA,3,medical specialist,reserve
Alyss,Rodenhurst,1985-08-17,F,KR,7,negotiation expert,standby
Reg,Fealty,1960-11-08,M,CO,1,underwater specialist,active
Errol,Hegel,2003-12-21,M,JP,10,undercover agent,injured
Roxane,Grolmann,1997-09-28,F,ID,7,agent in place,undercover
Abbi,Radborne,2002-05-26,F,RU,2,undercover agent,on assignment
Minna,Frisel,1971-06-23,F,SE,9,counterterrorism specialist,interrogation
Dante,Kaspar,1964-09-15,M,PT,1,rogue hunter,recovery
Magdaia,Hunte,1998-09-21,F,SI,7,medical specialist,undercover
Ophelie,Fownes,1972-08-06,F,RS,10,sniffer,black ops
Leonidas,Von Gladbach,1984-08-22,M,FI,6,negotiation expert,surveillance
Nikki,Antwis,1966-11-09,F,HN,9,negotiation expert,covert diplomacy
Derick,Neads,1955-01-21,M,TH,5,negotiation expert,reconnaissance
Del,McAllester,1979-01-04,M,ID,2,escape and evasion expert,recovery
Maximilian,Durdle,1995-09-19,M,CN,7,survivalist,recovery
Aylmer,Digger,1978-09-30,M,ID,6,translator,reconnaissance
Faber,Kyd,1990-06-28,M,MY,3,translator,active
Jae,Boyde,1992-04-14,M,NG,6,psychological warfare specialist,deep cover
Zachariah,Beckitt,1971-08-12,M,CN,7,technical specialist,intelligence gathering
Rock,Soame,1954-03-30,M,RU,2,demolitions expert,intelligence gathering
Adriana,Feaveer,1958-03-27,F,CN,1,psychological warfare specialist,technical support
Lynne,Peete,1998-04-28,F,HR,5,underwater specialist,on assignment
Whitney,Liffey,2001-07-01,F,PH,3,interrogation specialist,psychological operations
Robb,Sherrington,2002-12-24,M,JP,7,asset handler,surveillance
Pinchas,Slamaker,1987-08-22,M,CO,7,asset handler,reconnaissance
Knox,Branton,1982-10-02,M,CN,8,influence operations specialist,surveillance
Benito,Chaffer,1972-01-24,M,PY,2,cyber operative,infiltration
Gregory,Limpkin,1974-11-12,M,SN,2,field operative,infiltration
Christoph,Hustler,1961-08-16,M,MX,1,counterintelligence agent,reserve
Morganica,Messenbird,1984-10-16,F,SE,5,sniper,technical support
Noni,Brun,1995-05-26,F,LR,5,cyber operative,standby
Fidelia,Tregensoe,1990-06-16,F,KR,7,influence operations specialist,infiltration
Nev,Coniam,2002-08-24,M,CN,8,assassin,training
Jamil,Grinaugh,1972-07-21,M,WF,8,cyber operative,surveillance
Brana,Denyakin,1993-12-10,F,CN,3,interrogation specialist,infiltration
Laure,Doutch,1987-06-13,F,CN,4,medical specialist,intelligence gathering
Shadow,Hurlestone,1997-07-13,M,UA,9,infiltration expert,psychological operations
Federico,Tritton,1976-06-26,M,NL,5,negotiation expert,reconnaissance
Marcellina,Lyness,1998-10-17,F,PL,7,sniper,under investigation
Alia,Creak,1997-09-12,F,CU,2,counterterrorism specialist,on assignment
Ardisj,McKinie,1992-08-07,F,MD,3,technical specialist,reconnaissance
Lester,Rainer,1990-05-21,M,CN,9,sniper,injured
Jeffrey,Grunwald,1985-07-08,M,ID,3,infiltration expert,on leave
Yorgos,Million,1958-01-09,M,HN,6,medical specialist,under investigation
Alissa,Abeau,1972-02-07,F,SE,5,asset handler,active
Klarika,Elce,1971-08-20,F,ID,4,demolitions expert,standby
Raff,Benediktsson,1967-08-07,M,CN,10,combat specialist,standby
Mallissa,Stigger,1986-03-29,F,PL,7,communications specialist,black ops
Herbert,Boothby,2004-11-16,M,RU,2,intelligence analyst,active
Kim,Boggis,1999-03-02,F,PL,7,assassin,technical support
Haywood,McCullogh,1991-09-12,M,PH,7,cyber operative,surveillance
Camella,Lilly,2004-11-20,F,CN,6,agent in place,psychological operations
Waverly,Lakey,1988-03-25,M,PE,2,sniper,intelligence gathering
Isidor,Fincken,1962-04-01,M,RU,1,infiltration expert,injured
Roderic,McLelland,1983-09-09,M,ID,1,interrogation specialist,deep cover
Martelle,Bahlmann,1977-01-11,F,FR,2,interrogation specialist,active
Estella,Fearnall,1961-04-25,F,CN,5,translator,intelligence gathering
Faun,Folliss,1954-01-19,F,ID,3,communications specialist,deep cover
Cesya,Sillis,1997-12-02,F,GR,7,cyber operative,injured
Selestina,Brayford,1981-05-29,F,PL,6,communications specialist,training
Ferdy,Diche,1965-03-10,M,ID,9,negotiation expert,deep cover
Phelia,Maiden,1987-03-04,F,PL,7,translator,active
Ricoriki,Maggiore,1999-07-11,M,AR,9,agent in place,on assignment
Hugues,Kyle,1980-05-27,M,CA,7,technical specialist,training
