0,1,2,3,4,5,6,7
Edvard,Lee,1974-01-29,M,BY,9,psychological warfare specialist,infiltration
Emmit,Couch,1996-08-04,M,ID,7,survivalist,surveillance
Marge,Kidney,1989-02-25,F,SE,7,medical specialist,under investigation
Linette,Odda,1972-07-04,F,CN,10,counterterrorism specialist,standby
Richard,Rawlyns,1965-08-23,M,CN,9,counterterrorism specialist,intelligence gathering
Annabella,Knottley,1970-05-03,F,PT,10,technical specialist,undercover
Barnie,L'Episcopi,1968-02-04,M,RS,1,escape and evasion expert,intelligence gathering
Jessamyn,Parsell,2003-07-18,F,CN,9,influence operations specialist,infiltration
Karisa,Hadlow,1974-03-04,F,CN,1,medical specialist,covert diplomacy
Janna,Meys,2006-01-13,F,CN,10,undercover agent,on assignment
Brigham,Farron,1964-09-28,M,PT,8,sniper,covert diplomacy
Dewie,Patifield,1999-06-30,M,GH,6,sniper,covert diplomacy
Leodora,Brand,1960-09-28,F,CN,6,negotiation expert,recovery
Lelia,Conti,1958-04-12,F,CN,10,negotiation expert,psychological operations
Jasun,Bortolozzi,1965-06-01,M,AR,8,negotiation expert,technical support
Mariam,MacGruer,1988-07-14,F,HT,7,sniffer,standby
Yasmeen,Swales,1975-11-15,F,CN,10,translator,injured
Lock,Golton,1993-08-31,M,LU,5,intelligence analyst,infiltration
Rock,Hughill,1957-04-19,M,PH,5,communications specialist,recovery
Vivia,Bartomieu,1979-11-16,F,BR,2,interrogation specialist,interrogation
Niko,Hefferan,1971-07-10,M,CN,2,negotiation expert,training
Winn,Fazan,1958-11-18,M,ID,5,escape and evasion expert,technical support
Giffie,Maling,2005-06-02,M,ID,9,counterterrorism specialist,training
Tiffani,Sammons,1988-05-29,F,PL,2,cyber operative,surveillance
Teodoro,Keyho,1956-07-01,M,US,6,sniffer,psychological operations
Tomasina,Stode,1993-02-18,F,CN,6,escape and evasion expert,on leave
Ailina,Foggo,1990-11-15,F,AF,9,sniffer,interrogation
Clint,Haill,1980-02-16,M,TH,5,escape and evasion expert,training
Desmund,Insley,2003-06-17,M,PK,9,counterintelligence agent,deep cover
Gorden,Micka,1976-12-28,M,US,6,underwater specialist,training
Wendell,Spykins,1978-01-12,M,EC,1,infiltration expert,deep cover
Kirstin,Wick,1958-05-03,F,MX,2,undercover agent,reconnaissance
Masha,Ebbins,1978-03-25,F,PH,4,combat specialist,covert diplomacy
Ravi,Vidineev,2003-03-01,M,PH,6,assassin,deep cover
Clevey,Belding,1967-11-19,M,UG,7,underwater specialist,reconnaissance
Marlane,Walbridge,1998-10-15,F,PL,7,psychological warfare specialist,intelligence gathering
Burtie,Lintill,1977-04-27,M,TZ,1,sniffer,under investigation
Sallee,Dory,1979-08-11,F,CN,5,rogue hunter,black ops
Brian,Bartlosz,1994-10-01,M,PT,1,agent in place,training
Adrian,Bertelet,2004-03-29,F,LY,9,counterintelligence agent,reconnaissance
Kelby,Physic,1957-01-11,M,BR,6,escape and evasion expert,psychological operations
Angela,Darkin,1999-07-04,F,BA,8,rogue hunter,interrogation
Adlai,Girke,1965-05-19,M,CO,9,underwater specialist,training
Jeannette,Bonsall,1976-04-02,F,HU,6,infiltration expert,under investigation
Meryl,Fuggle,1988-08-10,M,RU,4,asset handler,black ops
Arielle,Fairham,1973-06-27,F,PT,3,communications specialist,reserve
Jarvis,McAtamney,1996-04-16,M,PL,10,influence operations specialist,reconnaissance
Dun,Colloff,1969-07-15,M,ID,2,counterterrorism specialist,black ops
Dimitri,Carlens,1976-01-06,M,CN,7,interrogation specialist,intelligence gathering
Harris,Sail,1999-11-14,M,CZ,2,sniffer,black ops
Agatha,Burden,1979-04-26,F,VN,6,survivalist,training
Roman,Roubert,2001-11-11,M,ID,8,field operative,active
Roxine,Drysdall,1987-01-23,F,FR,8,undercover agent,covert diplomacy
Grete,Rainsbury,1968-03-27,F,CN,5,sniffer,deep cover
Ollie,Alexsandrov,1993-04-14,F,AZ,9,counterintelligence agent,covert diplomacy
Sampson,Hugk,2001-04-13,M,CA,3,sniffer,undercover
Jyoti,Klima,1956-12-06,F,DO,3,underwater specialist,training
Val,Daniell,1983-06-10,F,IE,8,field operative,under investigation
Dotti,Domenico,1981-07-30,F,ID,6,translator,surveillance
Freida,Sommerscales,1958-06-06,F,RU,5,escape and evasion expert,surveillance
Alanson,Rozzell,1973-10-20,M,US,1,agent in place,black ops
Tiebold,Meecher,1965-02-01,M,JP,5,underwater specialist,on assignment
Reinhold,Graddell,1954-05-03,M,RU,9,agent in place,active
Gray,Iliff,1988-03-13,F,MM,7,agent in place,recovery
Lucinda,Gommowe,2002-09-27,F,CZ,3,assassin,on leave
Far,Nisby,1992-05-01,M,NP,1,escape and evasion expert,deep cover
Tildie,Robbe,2000-07-25,F,MX,2,assassin,technical support
Niko,Matis,1961-11-08,M,PL,7,escape and evasion expert,undercover
Tulley,Sinnett,1994-10-05,M,CN,7,psychological warfare specialist,intelligence gathering
Briant,Masters,1999-09-03,M,AR,8,field operative,psychological operations
Violette,Martugin,1989-02-10,F,LT,8,asset handler,active
Izzy,Riccardo,2002-03-14,M,CN,8,asset handler,infiltration
Marita,Cowser,2005-09-21,F,PH,7,undercover agent,under investigation
Audrye,Reavell,1975-03-05,F,EG,9,infiltration expert,interrogation
Delilah,Castille,1971-05-15,F,BY,9,influence operations specialist,injured
Annabella,Prebble,1972-10-01,F,CN,6,sniffer,interrogation
Maureene,Scally,1954-03-07,F,PH,6,cyber operative,active
William,Stitle,1963-06-11,M,ID,10,sniffer,infiltration
Stinky,Fells,1969-12-15,M,ID,6,sniper,undercover
Tristan,Exrol,1971-05-20,M,PH,8,infiltration expert,black ops
Tania,Girardoni,1958-08-12,F,RU,7,medical specialist,under investigation
Jeana,Geydon,1995-09-19,F,CN,3,negotiation expert,standby
Madel,Stump,1956-10-19,F,CZ,3,underwater specialist,training
Chrissie,Haffenden,1982-11-18,F,ID,5,intelligence analyst,standby
Tadeo,Micah,1967-08-28,M,CL,7,assassin,on assignment
Lynsey,Rozalski,1995-08-17,F,SZ,7,counterintelligence agent,standby
Sidoney,Donoghue,1998-06-18,F,UA,3,undercover agent,training
Gwenneth,Coyne,1969-10-28,F,CN,6,technical specialist,on assignment
Moe,Shitliffe,1972-02-15,M,SL,3,technical specialist,interrogation
Devonne,Newby,1964-03-17,F,BR,7,rogue hunter,intelligence gathering
Emelen,Leve,1959-01-22,M,YE,7,infiltration expert,recovery
Chancey,Angrock,1972-02-26,M,CN,8,sniffer,training
Rosana,Vondra,1984-11-02,F,BO,4,undercover agent,injured
Yves,Jaquemar,1971-05-15,M,RU,3,psychological warfare specialist,undercover
Teodoro,Krzyzaniak,1999-04-03,M,MU,2,survivalist,on leave
Joachim,Naughton,1986-03-19,M,BR,8,negotiation expert,on assignment
Lanette,Yanshinov,1996-06-13,F,CN,1,demolitions expert,active
Addison,Farman,1984-03-20,M,IQ,9,negotiation expert,reconnaissance
Wallas,Nornable,1988-07-19,M,BR,4,counterterrorism specialist,under investigation
Merwyn,Shailer,1998-10-01,M,ID,2,underwater specialist,active
Pamella,Worrill,1963-12-30,F,CN,10,intelligence analyst,psychological operations
Rosaleen,Fines,1999-02-18,F,ID,6,field operative,intelligence gathering
Tamera,Holtaway,1958-04-30,F,CU,10,combat specialist,infiltration
Allina,Beloe,1970-01-27,F,CN,4,assassin,reserve
Barnebas,Pyvis,1957-03-03,M,PH,7,rogue hunter,covert diplomacy
Rudie,Woollcott,1963-11-05,M,MG,9,agent in place,under investigation
Ruthi,Geldard,1967-09-06,F,BI,3,medical specialist,interrogation
Kessiah,Ambrosio,1976-07-18,F,RU,2,counterintelligence agent,covert diplomacy
Jacki,Coggin,1970-09-14,F,ID,9,intelligence analyst,training
Aleta,Dunthorn,1967-01-03,F,CN,5,assassin,active
Skyler,Cristofor,1997-06-24,M,CN,2,cyber operative,under investigation
Antoni,Woakes,1955-08-27,M,PH,5,interrogation specialist,injured
Abbe,Klimentyonok,1989-09-25,M,ID,3,sniffer,recovery
Brandi,Hurne,1975-09-22,F,ML,6,infiltration expert,under investigation
Irvin,McGettrick,1965-07-10,M,CN,10,counterterrorism specialist,deep cover
Heddie,Huitson,1986-05-31,F,PH,3,psychological warfare specialist,black ops
Elisabetta,Hastilow,1997-08-25,F,CN,4,escape and evasion expert,recovery
Dru,Ferreres,1975-10-11,M,CN,7,undercover agent,training
Della,Eggers,1984-04-08,F,CO,10,assassin,active
Putnem,Tolson,1998-02-15,M,BW,5,assassin,reconnaissance
Sonnnie,Dalliston,1962-12-07,F,CN,4,demolitions expert,active
Dalton,Ashforth,1978-06-18,M,PH,6,intelligence analyst,on leave
Aida,Postians,1959-01-28,F,ID,2,counterterrorism specialist,covert diplomacy
Sibeal,Biasioni,1985-04-28,F,CN,1,asset handler,surveillance
Blake,Woolager,1989-02-05,M,KH,6,agent in place,technical support
Faulkner,Dallan,2003-01-15,M,CO,9,combat specialist,black ops
Bernadette,de Werk,1989-10-13,F,PH,5,undercover agent,psychological operations
Michele,Cleal,1990-11-11,F,JP,9,combat specialist,interrogation
Rebekah,Kerans,2000-03-29,F,BR,3,influence operations specialist,technical support
Georgie,Chagg,1995-06-13,M,GR,1,infiltration expert,reserve
Louisette,Donnan,1982-09-17,F,CO,2,intelligence analyst,training
Krisha,Viney,1984-07-20,M,IE,4,underwater specialist,technical support
Rhianon,Boaler,1957-03-24,F,CN,4,intelligence analyst,deep cover
Gibby,Crassweller,1994-12-11,M,TH,8,counterintelligence agent,surveillance
Lorry,Cardinale,1966-05-27,M,RU,8,combat specialist,active
Adrianne,McRorie,1992-02-14,F,RU,5,undercover agent,infiltration
Fae,Rojel,1986-03-04,F,AR,8,undercover agent,undercover
Gerek,Klassmann,1962-10-18,M,MY,10,translator,on assignment
Sam,Skeath,1992-09-17,M,CN,7,psychological warfare specialist,black ops
Emmy,Whaplington,1974-09-07,F,CN,5,rogue hunter,undercover
Sidnee,Willbond,1981-09-11,M,IR,4,combat specialist,recovery
Kendal,Vossing,1958-04-30,M,PH,2,underwater specialist,standby
Dorene,Indgs,1992-05-09,F,AF,5,survivalist,infiltration
Vonni,Obispo,1986-05-01,F,FR,4,sniper,standby
Robbie,Di Biaggi,1961-09-04,M,CO,1,infiltration expert,covert diplomacy
Albrecht,Oganesian,1954-03-21,M,TH,6,assassin,injured
Jackelyn,Silberschatz,1996-05-21,F,BR,3,demolitions expert,on leave
Creighton,Charlick,1955-02-13,M,RU,2,asset handler,black ops
Sawyere,Golding,1973-09-17,M,PH,5,cyber operative,reconnaissance
Michaella,Benediktovich,1969-08-23,F,MN,6,psychological warfare specialist,recovery
Norry,Walshe,1955-11-23,M,LS,8,negotiation expert,active
Farrel,Galvin,2003-08-28,M,CN,7,underwater specialist,active
Benedict,Jesteco,1985-10-22,M,CY,4,cyber operative,intelligence gathering
Dulcie,Ferney,1954-03-14,F,MX,6,escape and evasion expert,interrogation
Arch,Sheeran,1972-06-22,M,ID,4,counterintelligence agent,intelligence gathering
Pattie,Alchin,1967-09-03,F,FR,10,psychological warfare specialist,infiltration
Gothart,Schroter,1975-01-02,M,MG,10,negotiation expert,active
Dwain,Anthill,1961-08-31,M,RU,5,technical specialist,undercover
Abbey,Lefever,1959-01-25,M,ID,1,assassin,psychological operations
Georgeanne,Greatrex,1988-02-18,F,CO,3,influence operations specialist,training
Haily,Orkney,1956-04-12,F,AR,1,psychological warfare specialist,on leave
Malorie,Frushard,1986-05-20,F,EG,2,medical specialist,reconnaissance
Else,Moutray Read,2005-12-10,F,MX,8,underwater specialist,recovery
Traci,Bachura,1986-10-20,F,PH,10,cyber operative,reserve
Kristyn,Chetter,1979-04-28,F,PE,9,influence operations specialist,active
Allissa,Fines,2002-02-25,F,AR,4,technical specialist,reserve
Rhett,Queyeiro,1962-11-27,M,CD,9,asset handler,on assignment
Keefer,Espadater,2004-08-01,M,MG,10,negotiation expert,injured
Maisey,Barkly,1971-10-28,F,CN,3,counterterrorism specialist,interrogation
Falito,Krzysztof,1989-09-08,M,CN,2,interrogation specialist,on assignment
Nesta,McVicar,1984-03-27,F,FR,6,communications specialist,interrogation
Starlin,Le Brom,1958-06-20,F,CN,9,negotiation expert,training
Kev,Kerfod,1984-11-20,M,PH,7,asset handler,psychological operations
Rodd,de Marco,1968-08-02,M,CZ,5,asset handler,on assignment
Bill,Penhale,1972-02-10,M,AF,9,underwater specialist,reserve
Konstanze,Mazella,1964-01-30,F,LU,4,communications specialist,on leave
Ben,Wyrall,2001-03-24,M,CN,7,combat specialist,injured
Charleen,Edgeler,2000-07-01,F,CN,2,intelligence analyst,interrogation
Wash,Bilbrooke,1970-08-02,M,FR,8,assassin,technical support
Waylen,Cloutt,1955-06-02,M,TH,1,rogue hunter,injured
Christoforo,Reily,2003-07-22,M,US,2,assassin,injured
Gypsy,Liversidge,1955-11-11,F,AM,9,field operative,reconnaissance
Beaufort,Gannicleff,1975-12-23,M,CN,3,sniffer,active
Grier,Pinilla,1976-10-03,F,CZ,8,cyber operative,infiltration
Tremain,McGahey,1978-01-24,M,AF,9,psychological warfare specialist,on leave
Tarrance,Dodle,1988-12-29,M,SE,5,asset handler,psychological operations
Lian,Bickmore,1973-04-30,F,BR,4,counterterrorism specialist,technical support
Akim,Acarson,1987-03-14,M,ID,1,escape and evasion expert,black ops
Roze,Coulling,1998-04-23,F,UA,7,translator,infiltration
Bartie,Overil,2004-12-18,M,CN,2,counterterrorism specialist,reconnaissance
Deborah,Brookes,1994-02-25,F,RU,3,assassin,active
Ulick,Samsworth,1978-06-13,M,TH,8,agent in place,under investigation
Rochell,Ruffles,1960-06-04,F,ID,3,cyber operative,reconnaissance
Michel,Rosiello,1958-11-08,M,CA,6,assassin,covert diplomacy
Lane,Lestrange,1995-11-27,M,AZ,4,escape and evasion expert,standby
Paulo,MacElroy,2002-12-20,M,CN,7,undercover agent,injured
Luella,Kellett,1977-11-14,F,ID,10,counterterrorism specialist,technical support
Lexy,Nani,1968-03-27,F,IE,9,combat specialist,surveillance
Webb,Egan,2000-06-20,M,CN,8,medical specialist,psychological operations
Ira,Moggle,1970-12-04,F,EC,5,infiltration expert,reserve
Gae,Sarah,1997-04-06,F,ID,3,medical specialist,reconnaissance
Kane,Faireclough,1974-09-30,M,GR,9,escape and evasion expert,black ops
Allister,Haws,1980-04-12,M,CN,9,interrogation specialist,infiltration
Starla,Causley,1961-10-19,F,LU,4,technical specialist,psychological operations
Sheffie,Vittel,1990-12-03,M,VE,10,combat specialist,interrogation
Griff,Mickelwright,1963-12-29,M,RU,7,intelligence analyst,under investigation
Simone,Bezants,1988-02-03,M,CZ,1,technical specialist,technical support
Chico,Pala,1974-06-04,M,US,8,counterterrorism specialist,on leave
Ryun,Giorgio,1989-04-29,M,CN,2,escape and evasion expert,on leave
Thurstan,Huglin,2004-06-19,M,CN,9,influence operations specialist,interrogation
Jojo,Villaret,2004-01-29,F,CN,2,counterintelligence agent,injured
Virgie,Faraday,1980-05-23,F,CN,1,intelligence analyst,injured
Carce,Blaasch,1965-06-27,M,GA,9,negotiation expert,psychological operations
Elizabeth,Spatari,1975-03-24,F,AZ,8,escape and evasion expert,infiltration
Nappy,Atkyns,1971-07-31,M,BR,5,sniffer,on leave
Pennie,Rowan,1961-10-21,F,MY,3,combat specialist,reconnaissance
Pooh,Quogan,1960-12-22,M,PL,5,field operative,reserve
Clarinda,King,1985-10-10,F,ZW,8,field operative,injured
Timofei,Wynn,1972-01-08,M,RU,8,communications specialist,on leave
Etti,Bertot,1956-08-28,F,ID,10,combat specialist,active
Jacklin,Cufley,1989-09-04,F,BG,7,sniper,reserve
Abran,Witchard,1979-12-09,M,CN,7,communications specialist,technical support
Aldis,Gaenor,1983-03-07,M,PT,10,psychological warfare specialist,undercover
Garrard,Cuddehay,1967-03-27,M,MU,3,assassin,reconnaissance
Merrick,Raddenbury,1997-04-10,M,HT,10,agent in place,reconnaissance
Ward,Carhart,1994-04-06,M,CA,10,demolitions expert,training
Cyb,Osgar,2003-06-24,F,GR,8,rogue hunter,interrogation
Mary,Lebang,1969-06-17,F,LV,9,intelligence analyst,under investigation
Wilmette,Blooman,1977-08-06,F,CN,5,demolitions expert,reconnaissance
Micah,Gorry,1988-05-17,M,CN,5,escape and evasion expert,psychological operations
Whitney,Tricker,1964-10-20,F,HN,6,undercover agent,intelligence gathering
Sidonnie,Di Francesco,1958-11-27,F,PH,9,sniper,psychological operations
Micheil,Jaye,1990-11-07,M,PL,5,survivalist,psychological operations
Suzanne,Nilles,1993-08-13,F,RU,7,agent in place,black ops
Tana,Lidgey,1998-05-07,F,KP,10,cyber operative,under investigation
Davis,Pepperill,1987-06-29,M,CN,3,field operative,deep cover
Brit,Edser,1966-06-27,M,CA,5,demolitions expert,intelligence gathering
Vassily,Emmison,1988-05-28,M,FR,1,psychological warfare specialist,surveillance
Dominik,Junifer,2004-10-01,M,PT,6,influence operations specialist,on assignment
Sheilakathryn,Wellstead,1988-06-26,F,ET,2,assassin,on leave
Arda,Phelipeau,1964-11-07,F,TZ,10,interrogation specialist,psychological operations
Nicky,D' Angelo,1960-02-28,F,CN,6,undercover agent,technical support
Stefan,Mangin,1995-03-06,M,PH,7,combat specialist,technical support
Colene,Matteris,1988-06-08,F,BJ,4,counterterrorism specialist,technical support
Nigel,Ifill,1982-01-13,M,US,3,rogue hunter,injured
Marlin,Mager,2005-11-09,M,PL,1,infiltration expert,technical support
Millard,Pagden,1956-06-15,M,SI,2,interrogation specialist,surveillance
Harlin,Boise,1964-02-17,M,PK,5,escape and evasion expert,under investigation
Sibella,Dabes,1965-01-13,F,PT,8,counterintelligence agent,surveillance
Donielle,Kuhnwald,1985-10-17,F,CN,5,demolitions expert,infiltration
Clarette,Swindlehurst,1985-11-27,F,BR,9,assassin,covert diplomacy
Gonzalo,Beenham,1995-03-02,M,JP,1,undercover agent,black ops
Clemente,Overy,1981-02-21,M,DE,4,survivalist,black ops
Petronella,Lamb,2001-08-01,F,ZA,8,infiltration expert,intelligence gathering
Hubey,Kitter,1955-07-05,M,PH,4,medical specialist,psychological operations
Xenia,Millott,2004-11-22,F,PH,2,field operative,psychological operations
Bertrando,Baike,1990-05-02,M,CN,2,field operative,injured
Valeda,Kerss,1956-08-04,F,PE,10,translator,surveillance
Sabrina,Trundler,2001-02-25,F,FR,4,counterterrorism specialist,standby
Ramon,Hazeldean,1975-09-10,M,ID,4,translator,active
Rosalie,Duester,1996-08-15,F,BR,5,psychological warfare specialist,on leave
Cross,Anan,1997-03-03,M,CZ,1,cyber operative,injured
Nikolas,Bartalot,1978-10-07,M,CN,1,interrogation specialist,interrogation
Jewel,Antonescu,1989-05-26,F,AM,7,intelligence analyst,surveillance
Creight,Ducrow,1992-08-31,M,CO,9,translator,reconnaissance
Sean,Gartland,1967-05-03,F,VE,1,assassin,technical support
Sheelagh,Clutten,1957-02-10,F,PH,9,demolitions expert,black ops
Shandra,Wiffen,1972-04-24,F,PL,1,underwater specialist,black ops
Anson,Stapleton,1976-07-13,M,GT,8,counterintelligence agent,on assignment
Evelina,Emberson,2004-05-11,F,PT,1,communications specialist,undercover
Aldrich,Selliman,1993-07-19,M,ID,2,agent in place,injured
Laurie,Calafate,1975-10-24,M,CO,10,sniper,black ops
Miguel,Hastler,1974-10-02,M,AZ,8,asset handler,covert diplomacy
Jaclin,Corneil,1956-02-19,F,JM,9,combat specialist,under investigation
Leontyne,Burrus,1973-09-04,F,PE,7,negotiation expert,training
Trevar,Thorrold,1969-04-08,M,ID,4,combat specialist,standby
Devi,Hubatsch,1965-01-06,F,AR,8,negotiation expert,reconnaissance
Aline,Plevey,1971-12-23,F,CN,6,agent in place,on assignment
Judah,O'Lunney,1987-02-07,M,NG,9,rogue hunter,infiltration
Dacey,O'Towey,1956-11-21,F,CN,7,intelligence analyst,active
Rubie,Aharoni,1968-11-01,F,PH,8,combat specialist,undercover
Hamish,Guiduzzi,1985-05-11,M,CZ,2,communications specialist,technical support
Chen,Sedgman,1964-02-09,M,ZW,10,negotiation expert,recovery
Aguste,Willoughway,1967-07-04,M,UY,5,survivalist,undercover
Lester,Chomley,1971-07-05,M,ID,8,survivalist,interrogation
Crissy,Andrusyak,1996-02-20,F,JP,10,sniper,reserve
Adolphus,Grut,1974-06-23,M,PH,10,demolitions expert,reserve
Lionello,MacGragh,1993-09-08,M,UZ,10,sniper,training
Clarette,Burgan,1990-10-30,F,UA,2,infiltration expert,surveillance
Yurik,Bulbeck,1965-08-06,M,NZ,10,interrogation specialist,technical support
Moshe,Kellog,1980-10-25,M,AF,8,intelligence analyst,interrogation
Alane,Mullane,1996-02-05,F,EC,6,asset handler,training
Muhammad,Caldecutt,2000-04-14,M,UA,8,psychological warfare specialist,injured
Elsi,McAuliffe,1995-01-02,F,PT,10,rogue hunter,under investigation
Dulcia,Maggiore,1974-08-18,F,RS,9,asset handler,psychological operations
Zaccaria,Glader,1990-10-20,M,CZ,7,medical specialist,under investigation
Dayle,Rubinovici,1974-07-21,F,MY,3,survivalist,infiltration
Evelyn,Capinetti,1956-10-23,M,CN,6,counterintelligence agent,psychological operations
Willdon,Fisher,1994-07-30,M,VN,5,escape and evasion expert,active
Vidovik,Bleasdale,1968-10-13,M,PH,7,intelligence analyst,on leave
Waly,Parlor,1959-01-03,F,ID,6,agent in place,intelligence gathering
Randolph,Gaylard,1956-04-02,M,ID,5,asset handler,psychological operations
Jeffy,Shiers,1963-03-02,M,ID,4,demolitions expert,on assignment
Bunnie,Fagge,1971-11-05,F,RU,2,cyber operative,active
Nat,Tippell,1985-08-24,M,FR,2,combat specialist,undercover
Tarrah,Tabard,1969-07-12,F,ID,10,sniper,undercover
Maurice,Bankes,1957-12-13,M,CN,3,cyber operative,on assignment
Hadrian,Ringer,1966-07-20,M,BR,1,assassin,reserve
Fremont,Sheepy,2001-05-20,M,JP,6,undercover agent,infiltration
Thorpe,Guerra,2004-09-17,M,JP,10,technical specialist,black ops
Frankie,Leyton,1980-07-14,M,KH,1,influence operations specialist,active
Madison,Kubera,1957-04-20,M,CU,1,counterterrorism specialist,standby
Enrique,Walak,1990-10-14,M,CN,7,counterintelligence agent,standby
Richie,Kealy,1960-07-25,M,TH,6,sniffer,undercover
Harland,Wroughton,1959-12-15,M,JM,5,undercover agent,on assignment
Goldie,Crimpe,1975-08-16,F,CG,6,counterterrorism specialist,black ops
Emlynn,Hulburd,1982-03-10,F,TH,3,undercover agent,interrogation
Tedd,Stenett,1981-12-22,M,CN,3,assassin,standby
Elmira,Sollas,1963-03-08,F,FR,2,infiltration expert,under investigation
Anne-corinne,Ginni,1987-12-09,F,CN,3,psychological warfare specialist,on assignment
Barbaraanne,Lavall,1982-11-04,F,CN,1,sniper,on assignment
Pierson,Sachno,1979-03-01,M,CN,3,field operative,recovery
Aprilette,Busst,1991-10-22,F,CO,2,psychological warfare specialist,psychological operations
Jabez,Haywood,1999-01-02,M,GR,5,infiltration expert,standby
Sigfrid,Pheby,1965-05-23,M,CN,9,assassin,injured
Janeen,Conduit,1981-05-27,F,CN,9,translator,under investigation
Gayelord,Teideman,2001-09-04,M,PH,5,negotiation expert,reconnaissance
Danyette,Olenchikov,1974-05-09,F,HU,4,assassin,interrogation
Blinnie,Aleshkov,1991-08-15,F,AR,7,combat specialist,active
Dud,Benoiton,1956-03-07,M,AR,10,translator,covert diplomacy
Velvet,Surmeyers,1962-06-29,F,CN,6,psychological warfare specialist,deep cover
Celestyna,Lenard,1959-11-22,F,CN,2,counterintelligence agent,injured
Pauletta,Oloshin,1961-03-30,F,BR,8,undercover agent,on leave
Basile,Amey,2003-10-27,M,YE,4,survivalist,on leave
Hayyim,Washtell,1960-02-13,M,PT,7,rogue hunter,on leave
Phedra,Choupin,1977-03-25,F,AR,8,intelligence analyst,training
Derril,Cranmere,1982-05-06,M,CN,2,sniper,standby
Fey,Moffett,1985-11-17,F,PH,7,undercover agent,surveillance
Muhammad,Kenefick,2005-12-20,M,PH,3,communications specialist,reserve
Lucy,Habbergham,1965-09-01,F,NG,3,sniffer,intelligence gathering
Hermie,Shearn,1997-12-16,M,RU,10,negotiation expert,deep cover
Vere,Langforth,2000-04-24,F,PL,2,medical specialist,injured
Giacomo,Campion,1993-05-08,M,PL,6,rogue hunter,deep cover
Garner,Banbridge,1958-10-26,M,CN,2,escape and evasion expert,technical support
Weidar,Marden,1985-07-16,M,PL,5,asset handler,deep cover
Jennie,Parzizek,1958-02-16,F,CN,9,demolitions expert,on leave
Damara,Jiran,1958-11-21,F,ID,7,medical specialist,standby
Ingeborg,Snowding,1981-06-17,F,CN,9,influence operations specialist,black ops
Christian,Gothard,1965-06-13,F,RU,5,influence operations specialist,recovery
Manfred,Sigg,1965-06-04,M,CN,2,agent in place,on leave
Nappy,Gothup,1983-10-28,M,PH,1,agent in place,covert diplomacy
Saunderson,James,1983-09-02,M,ZA,8,infiltration expert,infiltration
Lyell,Edsell,2001-09-14,M,ID,9,survivalist,reserve
Sara-ann,Jeff,1958-05-07,F,PL,4,sniffer,interrogation
Aleksandr,Cartmell,1966-08-23,M,FR,4,infiltration expert,infiltration
