0,1,2,3,4,5,6,7
Gaylor,Cathersides,2003-05-01,M,TH,9,combat specialist,infiltration
Benjamen,Kryszkiecicz,1996-02-11,M,CN,10,negotiation expert,surveillance
Miltie,Crummey,2000-02-17,M,PH,4,assassin,surveillance
Lock,Costelow,1957-05-09,M,PE,6,technical specialist,under investigation
Tami,Nowick,1958-11-15,F,ID,7,negotiation expert,standby
Janetta,Lazer,1992-06-16,F,BR,4,technical specialist,injured
Shelden,Titlow,1968-07-08,M,US,2,intelligence analyst,on assignment
Loella,Neilan,1957-12-23,F,CN,9,counterintelligence agent,black ops
Marjie,Giabucci,1954-04-10,F,CN,1,sniffer,infiltration
Sly,Karus,1987-03-07,M,CZ,1,underwater specialist,deep cover
Tallia,Brann,1981-11-01,F,ID,9,sniper,under investigation
Antonin,Zimmermanns,1959-10-19,M,CN,2,sniffer,injured
Arvin,Bonnett,1962-06-22,M,CN,7,survivalist,infiltration
Olga,Mylchreest,1972-12-01,F,PT,3,demolitions expert,surveillance
Bronny,Isson,1984-01-24,M,CA,6,combat specialist,psychological operations
Alonzo,Spraggon,1963-04-15,M,FR,6,escape and evasion expert,psychological operations
Franz,Chatfield,1961-09-20,M,SE,1,underwater specialist,intelligence gathering
Mada,Bachanski,1972-02-23,F,PT,10,medical specialist,surveillance
Rosita,Edgerly,1990-09-17,F,US,4,assassin,black ops
Carilyn,Godden,1993-01-25,F,TD,10,counterterrorism specialist,active
Jacky,Poultney,1961-10-19,M,AL,6,intelligence analyst,on leave
Robbie,Ivons,1983-04-07,F,IR,3,intelligence analyst,on assignment
Richie,Truman,1968-10-18,M,RU,8,technical specialist,recovery
Emmit,Blanc,2000-03-13,M,ZA,6,influence operations specialist,active
Jesse,Kembrey,2003-08-29,M,CN,5,infiltration expert,on leave
Grissel,Mickleborough,1997-09-01,F,CO,10,interrogation specialist,training
Patric,Huguenet,1998-11-23,M,BG,5,underwater specialist,surveillance
Care,Blunderfield,1980-01-22,M,CN,3,rogue hunter,training
Flint,Munn,1991-03-25,M,SE,4,intelligence analyst,reserve
Fairlie,Yakovlev,1997-12-06,M,CN,3,sniper,standby
Sheila-kathryn,Banner,1979-03-10,F,SE,1,underwater specialist,undercover
Archambault,Vasichev,1961-10-29,M,ID,4,intelligence analyst,injured
Garald,Ralfe,1984-11-14,M,GR,8,negotiation expert,intelligence gathering
Weylin,Parnall,1975-05-09,M,CN,8,combat specialist,active
Dael,Pettman,1968-02-21,F,PH,5,sniffer,surveillance
Gilberte,Diplock,2001-12-11,F,CN,6,psychological warfare specialist,deep cover
Layne,Stuther,1984-02-21,F,RU,3,technical specialist,covert diplomacy
Abagail,Byrcher,1985-11-30,F,CN,3,counterintelligence agent,training
Lynnet,Cunnow,1985-02-13,F,FR,7,technical specialist,reserve
Otes,Brady,1954-10-20,M,CN,2,medical specialist,covert diplomacy
Alisa,Custard,1960-12-07,F,PH,5,interrogation specialist,intelligence gathering
Vittoria,Kunzelmann,1997-08-18,F,NG,3,survivalist,under investigation
Tomaso,Poad,1977-09-06,M,ID,9,counterterrorism specialist,standby
Sharyl,Paule,1989-10-13,F,PK,1,sniffer,covert diplomacy
Ilario,Swainson,1958-02-06,M,CA,10,field operative,black ops
Josephina,McCloud,1996-08-12,F,MX,9,counterterrorism specialist,interrogation
Gasper,Scolts,1993-09-28,M,CO,9,survivalist,surveillance
Alanson,Leverington,1994-03-30,M,VE,5,cyber operative,undercover
Marco,Fillan,1977-10-06,M,CN,5,influence operations specialist,training
Manuel,Luetkemeyers,1973-03-03,M,MX,6,assassin,under investigation
Dorie,Gerge,2003-07-14,F,RU,2,communications specialist,reserve
Brice,Godfroy,1970-12-25,M,MY,10,rogue hunter,black ops
Patsy,Spurden,2005-04-29,M,CN,6,psychological warfare specialist,black ops
Stevena,Lanfranconi,1963-08-14,F,RW,8,escape and evasion expert,intelligence gathering
Obed,Ferro,1960-05-16,M,ID,8,medical specialist,under investigation
Wynny,MacQuarrie,2005-04-14,F,CN,9,asset handler,surveillance
Welbie,Timmens,1997-12-18,M,CN,8,sniffer,covert diplomacy
Tildi,Butlin,1989-08-22,F,CN,1,counterintelligence agent,training
Meagan,Galpin,1996-11-23,F,ZA,7,infiltration expert,training
Worden,Burdekin,1955-07-24,M,RU,9,underwater specialist,injured
Gamaliel,Rolinson,1954-01-31,M,BR,10,translator,interrogation
Cyrill,Bushby,1979-07-31,M,SE,9,sniffer,standby
Garner,Yepiskov,1954-03-21,M,RU,4,agent in place,on assignment
Basil,Stoffer,1966-09-14,M,CN,3,asset handler,intelligence gathering
Bard,Medling,2005-05-19,M,ID,8,negotiation expert,undercover
Jessie,Alstead,1996-09-10,M,ID,5,survivalist,covert diplomacy
Bil,Plumbridge,1971-05-08,M,ID,1,rogue hunter,standby
Jeremy,Goldwater,1959-05-29,M,SE,8,undercover agent,intelligence gathering
Farleigh,Frizzell,1999-05-03,M,CZ,1,escape and evasion expert,surveillance
Cos,Bilbie,1961-01-17,M,CN,1,cyber operative,active
Emery,Orbell,1978-04-12,M,KR,10,survivalist,on leave
Derek,Coytes,1995-01-02,M,PT,9,asset handler,infiltration
Frank,Bogges,1987-02-10,F,GA,2,technical specialist,on leave
Anallise,Searson,1987-08-30,F,HR,2,asset handler,technical support
Burr,Christoffersen,1954-12-13,M,SA,4,negotiation expert,reserve
Westbrooke,Westwick,1995-11-28,M,CZ,5,agent in place,training
Lutero,Fairclough,1983-05-26,M,CU,4,intelligence analyst,on leave
Marysa,Drust,1976-07-25,F,CN,8,cyber operative,training
Giselbert,Darmody,1994-07-16,M,FR,8,assassin,technical support
Myrilla,FitzAlan,1967-12-25,F,RU,10,communications specialist,interrogation
Freddy,Northill,1956-02-06,M,TD,8,infiltration expert,covert diplomacy
Alon,Doak,1996-02-10,M,FR,6,negotiation expert,black ops
Heindrick,Cathersides,1963-06-18,M,FR,3,asset handler,psychological operations
Winn,Gregolotti,2001-04-06,M,AR,8,cyber operative,on assignment
Violette,Jenicke,1963-04-07,F,PH,6,translator,on assignment
Alano,Greeveson,1959-03-16,M,ID,2,intelligence analyst,intelligence gathering
Toby,Magauran,1990-11-19,M,UZ,5,negotiation expert,active
Dewie,Randleson,1955-03-12,M,US,10,escape and evasion expert,standby
Flint,Golbourn,1955-12-16,M,US,5,translator,training
Penni,Craigg,1989-02-21,F,CN,2,combat specialist,technical support
Stepha,Joontjes,1983-02-25,F,ME,8,technical specialist,covert diplomacy
Melicent,Antonetti,1974-11-11,F,CN,1,sniffer,on leave
Delphinia,Glayzer,1987-06-22,F,BG,6,underwater specialist,intelligence gathering
Dalt,Kornel,1970-01-28,M,PT,8,sniper,covert diplomacy
Odie,Tollit,1990-04-07,M,CN,5,sniper,reconnaissance
Aldis,Shelmardine,1996-02-20,M,PL,10,cyber operative,covert diplomacy
Aubrie,Goodrick,2002-05-21,F,TN,6,psychological warfare specialist,psychological operations
Tod,Gaisford,2003-12-19,M,IR,3,negotiation expert,active
Darnall,Van Schafflaer,1991-01-23,M,CN,7,field operative,reconnaissance
Dennie,Abdey,1962-05-13,M,VN,4,assassin,on leave
Conni,Willavoys,1971-05-20,F,PT,7,intelligence analyst,recovery
Celisse,Scrancher,2004-07-01,F,PT,6,communications specialist,intelligence gathering
Emily,Shelper,1988-12-20,F,PH,7,psychological warfare specialist,covert diplomacy
Shela,Schwandner,1996-01-04,F,RS,2,cyber operative,black ops
Letitia,Beloe,1989-08-18,F,BR,3,demolitions expert,recovery
Giordano,Petrelluzzi,1991-08-27,M,TN,1,sniffer,under investigation
Valentijn,Lonnon,2005-10-09,M,CF,3,medical specialist,covert diplomacy
Iggie,Marnane,1982-10-22,M,ID,2,agent in place,reconnaissance
Anatola,Rasmus,1985-11-04,F,LV,1,intelligence analyst,black ops
Courtney,Tunnah,1967-02-28,F,LY,9,psychological warfare specialist,under investigation
Tucker,Dachey,1992-02-20,M,DK,8,rogue hunter,black ops
Wilhelmine,Toller,1989-10-03,F,BR,7,sniffer,injured
Kessiah,Siflet,1996-09-23,F,ID,9,communications specialist,surveillance
Gothart,Mellhuish,1999-12-26,M,MG,4,communications specialist,reconnaissance
Therese,Brandt,1993-12-21,F,PL,4,counterintelligence agent,recovery
Kermit,Roblett,1992-04-06,M,ET,5,communications specialist,intelligence gathering
Livvie,Draayer,1980-06-06,F,CN,10,underwater specialist,undercover
Raphael,Liddy,1959-01-24,M,CN,2,sniffer,interrogation
Silvio,Cool,1975-11-21,M,PH,9,underwater specialist,intelligence gathering
Georgine,Shuttell,1965-12-04,F,FR,8,influence operations specialist,infiltration
Lydie,Blazeby,1976-07-20,F,AL,4,negotiation expert,deep cover
Lind,Simester,1956-02-14,F,PT,6,combat specialist,standby
Herculie,Tretter,1990-11-22,M,PT,8,combat specialist,intelligence gathering
Costa,Reinbeck,1990-04-18,M,CD,6,combat specialist,intelligence gathering
Estell,Thurling,1982-10-31,F,FR,9,survivalist,interrogation
Florenza,Kiehne,2000-10-10,F,ID,2,translator,active
Veradis,Kynsey,1969-03-21,F,US,1,influence operations specialist,reconnaissance
Jonis,Rasher,1974-05-02,F,AR,5,counterterrorism specialist,intelligence gathering
Lainey,Ondrus,1967-12-13,F,RS,1,field operative,undercover
Twyla,Shurlock,1986-09-11,F,BS,6,demolitions expert,reserve
Eartha,Tomaszynski,1956-06-20,F,CN,6,sniffer,on assignment
Job,Birdwhistle,1978-08-31,M,ID,4,underwater specialist,interrogation
Dory,Shapiro,1976-02-24,M,PE,5,agent in place,recovery
Odella,McGunley,1996-06-15,F,CN,1,field operative,infiltration
Chalmers,Fawcett,1994-12-16,M,KE,7,sniper,undercover
Korie,Henighan,2002-12-01,F,CN,4,interrogation specialist,psychological operations
Kassia,Castanone,1954-12-16,F,PH,10,sniper,standby
Maryl,Cariss,1964-08-12,F,TK,9,sniffer,under investigation
Khalil,Kibbey,1960-12-07,M,CN,9,sniffer,infiltration
Lucian,Fowell,1955-07-01,M,DK,6,asset handler,injured
Fairlie,Kaygill,1983-03-17,M,CN,10,infiltration expert,on leave
Ambros,Garrold,1997-10-15,M,FM,3,demolitions expert,interrogation
Farrah,Saffen,1972-01-17,F,LY,10,survivalist,injured
Lara,Aps,1955-04-26,F,CN,2,sniper,active
Shurlock,Gilpillan,1969-08-26,M,RU,9,escape and evasion expert,on assignment
Elsy,Navein,1974-04-09,F,PT,4,interrogation specialist,recovery
Anthiathia,Kitt,1996-02-07,F,SE,2,infiltration expert,black ops
Brig,Winslett,1961-06-18,M,ID,3,translator,black ops
Zared,Itzkin,1955-05-14,M,CA,6,translator,interrogation
Chere,Bowlas,1977-10-22,F,ID,8,counterterrorism specialist,reconnaissance
Maris,Oldred,1969-01-20,F,PT,1,counterterrorism specialist,technical support
Ozzy,Volleth,1957-05-02,M,CN,7,technical specialist,injured
Tedi,Fishpond,1983-06-14,F,RU,8,asset handler,standby
Dante,Hazell,2000-05-12,M,UA,1,translator,psychological operations
Sissy,Vassman,1960-03-16,F,JP,3,communications specialist,interrogation
Jermaine,Champkin,1992-02-20,F,ID,9,psychological warfare specialist,standby
Flss,Pittwood,1962-09-17,F,PE,1,survivalist,undercover
Noel,Iskower,1964-12-16,M,JP,1,undercover agent,standby
Montgomery,Kubalek,1990-11-05,M,HN,2,medical specialist,injured
Monty,Royle,1979-05-20,M,SE,2,communications specialist,reconnaissance
Hallsy,Davidovici,2003-11-18,M,RU,6,translator,technical support
Larina,Poxon,1964-08-16,F,CN,9,translator,injured
Erny,Studdeard,1955-10-01,M,AR,1,medical specialist,deep cover
Evita,Clout,1980-02-17,F,ID,3,underwater specialist,interrogation
Brinna,De Bischof,1954-10-21,F,DO,9,counterintelligence agent,surveillance
Tuckie,Booij,1996-07-31,M,YE,3,sniper,injured
Jaynell,McKechnie,1961-08-11,F,CN,6,negotiation expert,covert diplomacy
Marje,Ivankov,1971-11-04,F,TN,4,sniper,reserve
Carlie,Gabler,1991-11-10,M,KZ,8,assassin,deep cover
Courtenay,Edmed,1963-06-14,F,CZ,10,assassin,deep cover
Katharina,Cordel,1963-05-16,F,PL,6,assassin,surveillance
Wernher,Kellington,1995-06-16,M,BR,2,communications specialist,infiltration
Dominique,Scyner,1959-07-15,M,CN,8,rogue hunter,reconnaissance
Merwyn,Glassborow,2004-02-10,M,CN,1,translator,surveillance
Egon,Turpey,1989-10-14,M,CN,8,demolitions expert,surveillance
Pavlov,Mundow,1999-01-01,M,CN,1,counterintelligence agent,surveillance
Reade,Rouch,1990-08-06,M,NE,6,sniper,covert diplomacy
Darb,Gerrets,1955-11-22,M,ID,6,intelligence analyst,injured
Emlynne,Boyes,1971-12-16,F,CN,9,intelligence analyst,infiltration
Harcourt,Sebring,1992-12-17,M,RU,8,negotiation expert,covert diplomacy
Amabel,Hiddsley,2005-11-29,F,PT,1,interrogation specialist,covert diplomacy
Thacher,Ratcliffe,1983-01-24,M,KR,5,medical specialist,infiltration
Ramonda,Brenneke,1959-07-26,F,BJ,8,technical specialist,covert diplomacy
Elyssa,Gile,1995-09-24,F,ID,5,combat specialist,intelligence gathering
Ethelin,Shegog,1969-09-08,F,TH,9,influence operations specialist,reconnaissance
Corbet,Brame,1955-08-06,M,CO,1,assassin,technical support
Efren,Gallaher,1956-01-07,M,CN,8,intelligence analyst,recovery
Dode,O'Lenane,2000-08-15,F,PH,3,escape and evasion expert,technical support
Phyllida,Vanichev,2002-12-30,F,PL,5,sniffer,training
Ann,Gammage,1977-07-09,F,CN,8,influence operations specialist,standby
Ewan,Bosher,1974-10-04,M,CN,4,rogue hunter,under investigation
Duff,Radcliffe,1997-07-27,M,UA,6,psychological warfare specialist,infiltration
Benjy,Purkiss,2004-07-12,M,UY,1,escape and evasion expert,black ops
Dew,Trimnell,1969-10-14,M,ID,10,intelligence analyst,deep cover
Flo,Dafter,1967-02-08,F,RU,2,field operative,psychological operations
Clayton,Giannini,1984-05-06,M,ID,2,combat specialist,standby
Arliene,Kenaway,1955-06-26,F,GH,2,rogue hunter,injured
Lazarus,Amorine,1996-01-01,M,EC,3,demolitions expert,deep cover
Gaynor,Dict,1989-11-02,F,CZ,2,communications specialist,injured
Barron,Hulks,2002-12-05,M,SE,7,sniffer,on leave
Norris,McKimm,1992-03-18,M,NZ,10,counterintelligence agent,training
Angie,Bilam,1997-06-02,M,PT,6,interrogation specialist,infiltration
Bryan,Valler,1956-10-11,M,PL,5,survivalist,active
Sigrid,Hanburry,1978-03-16,F,CN,6,infiltration expert,surveillance
Francyne,Gariff,1980-12-11,F,FR,1,agent in place,active
Loretta,Fitzsymons,1992-10-11,F,PH,2,communications specialist,on assignment
Nellie,Weblin,1965-04-21,F,CO,6,escape and evasion expert,reserve
Hinze,Croxford,1958-11-10,M,NO,10,medical specialist,deep cover
Brietta,Bull,2005-11-13,F,US,6,medical specialist,injured
Cindi,Loachhead,2002-05-31,F,IR,5,sniffer,psychological operations
Tam,Eat,1958-01-10,M,BR,8,assassin,on leave
Baillie,Rosso,1993-04-03,M,CN,9,combat specialist,technical support
Elysha,Kitchingman,1957-01-04,F,BR,5,sniper,interrogation
Coriss,Copestake,1969-02-03,F,CN,9,influence operations specialist,psychological operations
Mercedes,Dumigan,2004-12-07,F,ID,9,technical specialist,intelligence gathering
Felicity,Goldie,1955-12-02,F,US,8,medical specialist,technical support
Manuel,O'Dunniom,1983-09-06,M,TH,4,survivalist,technical support
Shepperd,Gapper,1973-03-12,M,CN,2,counterintelligence agent,infiltration
Lanie,Mickelwright,1984-10-01,M,ES,3,assassin,under investigation
Betty,Tenney,1965-08-15,F,GB,3,technical specialist,interrogation
Pavel,Godspeede,1990-10-06,M,PT,7,technical specialist,deep cover
Genevra,Skinn,1971-03-15,F,CN,1,translator,on assignment
Janith,Trineman,2003-02-14,F,PE,2,negotiation expert,training
Rawley,Morrad,2004-01-06,M,RU,9,communications specialist,black ops
Denney,Dykes,2005-03-30,M,ET,7,sniffer,injured
Phineas,Skermer,1979-10-09,M,CN,2,medical specialist,interrogation
Tressa,Channing,1960-03-20,F,FR,3,assassin,under investigation
Bruis,Thon,1977-12-25,M,PH,10,technical specialist,surveillance
Dimitry,Farriar,1982-12-08,M,HN,5,rogue hunter,active
Tymothy,Eppson,1958-10-25,M,IT,7,demolitions expert,reconnaissance
Kerrill,Duffie,1993-02-28,F,PS,1,survivalist,on assignment
Jourdan,Langdridge,1959-11-22,F,BA,8,escape and evasion expert,active
Sheilah,Fleckney,2004-06-05,F,CN,1,survivalist,on assignment
Vernice,Comar,1997-10-10,F,CN,5,escape and evasion expert,infiltration
Babara,Malloy,2000-02-14,F,PK,6,counterterrorism specialist,psychological operations
Alleen,Ciciari,2004-04-09,F,BY,7,escape and evasion expert,under investigation
Vivyanne,Goodger,1971-09-28,F,ID,5,sniffer,on leave
Leta,Haversum,2004-08-16,F,CN,1,medical specialist,black ops
Maureene,Soppitt,1969-06-29,F,EG,5,counterterrorism specialist,standby
Halsey,Bridgestock,1971-01-13,M,PH,6,infiltration expert,reserve
Fredi,Antuk,1962-04-26,F,CN,6,survivalist,on assignment
Ronny,Reace,1996-12-01,F,BR,2,agent in place,intelligence gathering
Hunter,Ockleshaw,1989-10-05,M,UY,6,rogue hunter,training
Sean,Fallens,1958-06-19,M,PT,9,escape and evasion expert,under investigation
Karilynn,Cawsey,1974-05-13,F,RU,6,counterterrorism specialist,deep cover
Haywood,Giacoboni,1973-03-18,M,CO,5,sniffer,reserve
Joyous,Braysher,1964-09-15,F,ID,4,assassin,black ops
Jasper,Snashall,1958-02-01,M,SD,3,medical specialist,black ops
Hans,Pickup,1977-12-07,M,BA,8,cyber operative,standby
Jerrine,Feighry,1977-07-01,F,PS,1,negotiation expert,covert diplomacy
Hubie,O' Scallan,1967-05-07,M,AR,6,influence operations specialist,interrogation
