0,1,2,3,4,5,6,7
Theodoric,Bronger,1982-09-26,M,CN,3,underwater specialist,reconnaissance
Betta,Jimmison,1975-09-12,F,FR,9,intelligence analyst,undercover
Dalis,Hatwell,1971-04-17,M,GT,7,communications specialist,surveillance
Aksel,Windless,1962-09-18,M,SE,6,negotiation expert,reconnaissance
Lyndsey,Murcutt,1978-04-12,F,GH,2,technical specialist,undercover
Nehemiah,Eacott,1973-02-20,M,SE,9,underwater specialist,under investigation
Griswold,Colbrun,1983-06-25,M,ID,8,combat specialist,active
Bernetta,Windross,1968-01-18,F,PT,1,agent in place,interrogation
Jillie,Milby,1962-07-28,F,UA,5,counterterrorism specialist,injured
Codee,Stanesby,1989-10-18,F,CZ,6,undercover agent,interrogation
Jolene,Reoch,1962-01-31,F,PH,9,survivalist,surveillance
Giulio,Ulyatt,2002-03-02,M,RU,1,undercover agent,undercover
Dinny,Long,1984-01-05,F,GR,9,influence operations specialist,interrogation
Farley,Betty,1982-11-11,M,DE,6,psychological warfare specialist,black ops
Sharl,Veighey,1990-04-18,F,KH,7,psychological warfare specialist,recovery
Alick,Lawless,1993-01-20,M,ID,1,field operative,reserve
Clyve,Rosen,1975-11-08,M,BR,7,negotiation expert,standby
Bink,Esche,1974-11-08,M,CN,4,counterterrorism specialist,undercover
Brien,Hoodless,1989-03-16,M,AZ,7,survivalist,injured
Kellsie,Cumberbatch,1964-02-15,F,CN,3,counterterrorism specialist,on leave
Zared,Spofford,1965-07-24,M,CM,7,demolitions expert,under investigation
Welsh,MacElroy,1980-08-20,M,RU,6,assassin,under investigation
Tod,Midlar,1975-07-31,M,BR,1,field operative,technical support
Cyril,Farmloe,1960-09-15,M,BR,3,assassin,technical support
Othilie,Goning,1973-08-03,F,MX,4,sniper,recovery
Leonidas,St Pierre,1982-02-26,M,PH,7,translator,technical support
Dredi,Randall,1977-09-27,F,DE,9,intelligence analyst,on leave
Cori,Scopham,1982-06-21,F,IL,9,influence operations specialist,injured
Darrin,Adnam,1975-10-30,M,BZ,8,intelligence analyst,under investigation
Brandy,Stook,1965-10-19,M,CN,3,psychological warfare specialist,infiltration
Zola,Swinburne,1962-03-24,F,ID,6,negotiation expert,recovery
Neala,Cortes,1985-03-29,F,FR,8,asset handler,psychological operations
Brade,Byfield,1985-07-04,M,VN,9,cyber operative,technical support
Tracie,Waskett,1977-09-15,M,SE,3,counterintelligence agent,standby
Staffard,Barnish,2004-04-01,M,MX,10,sniffer,on leave
Ashbey,Roloff,1958-10-17,M,PH,6,medical specialist,training
Angil,Sheppey,1992-10-18,F,CZ,8,rogue hunter,psychological operations
Britt,Poulden,1982-04-15,M,PH,2,intelligence analyst,deep cover
Beau,Phillip,1999-08-26,M,LT,3,interrogation specialist,on leave
Arny,Antalffy,1965-01-01,M,PE,1,cyber operative,intelligence gathering
Adey,Wheatley,1980-01-02,F,ES,2,assassin,recovery
Bobbie,O'Siaghail,1966-01-23,M,FR,4,combat specialist,on leave
Claudianus,Gruszczak,1973-06-18,M,FR,2,agent in place,recovery
Celene,Deignan,1955-03-05,F,CN,5,asset handler,reconnaissance
Rebeka,Scholling,1967-10-28,F,PL,2,sniper,deep cover
Eziechiele,Jumel,1985-06-28,M,BR,3,rogue hunter,reconnaissance
Annamaria,Pimlock,1988-05-23,F,KE,9,field operative,intelligence gathering
Teresa,Capes,1960-02-26,F,AR,7,asset handler,training
Paolo,Geistmann,2002-10-02,M,CN,10,influence operations specialist,reserve
Melvyn,Libreros,1958-04-05,M,CN,2,field operative,deep cover
Tobe,Maty,1961-03-02,M,RU,5,technical specialist,under investigation
Anton,Capitano,1986-06-29,M,ZA,1,underwater specialist,reserve
Esta,Madre,2000-04-01,F,CN,6,survivalist,active
Courtney,Berens,1993-05-10,F,CN,8,survivalist,technical support
Bari,Petronis,1959-03-22,F,CN,8,cyber operative,intelligence gathering
Gabie,McNern,1999-12-22,M,BW,4,medical specialist,reserve
Martynne,Brien,1993-03-15,F,PT,3,survivalist,deep cover
Coraline,Sturridge,1965-12-15,F,PH,4,influence operations specialist,interrogation
Ashlan,Godsmark,1977-02-04,F,PH,7,escape and evasion expert,on assignment
Maritsa,Westwater,1978-04-27,F,RU,8,sniffer,active
Alejandrina,Hilland,1962-10-15,F,RU,2,agent in place,technical support
Piper,Siddele,1998-03-05,F,ID,1,field operative,surveillance
Ronnie,Rains,1973-10-07,F,BR,3,cyber operative,under investigation
Jim,Crofts,1987-01-27,M,PA,4,sniper,interrogation
Yvor,Toon,1983-12-11,M,CN,9,sniper,training
Sullivan,Stroton,1993-09-18,M,MY,4,negotiation expert,psychological operations
Bobinette,Forker,2004-04-08,F,MX,5,psychological warfare specialist,on leave
Di,Firbank,1956-04-26,F,BR,8,interrogation specialist,covert diplomacy
Celeste,Boxell,2000-12-09,F,PT,10,sniffer,recovery
Reg,Palmar,1967-10-31,M,CN,10,intelligence analyst,injured
Ethan,Ciccottio,1995-09-23,M,LA,9,escape and evasion expert,training
Reed,Whitnell,1988-12-25,M,PL,10,field operative,recovery
Shelley,Wilde,1987-10-09,F,CN,5,negotiation expert,infiltration
Olimpia,Clover,1965-05-01,F,SY,1,technical specialist,intelligence gathering
Jannel,Le land,1987-12-09,F,FM,2,undercover agent,injured
Gladi,Gomez,1967-09-10,F,KZ,4,infiltration expert,undercover
Corabel,Davenhill,1998-05-09,F,AM,7,negotiation expert,deep cover
Danna,Gorring,1989-03-09,F,PT,3,infiltration expert,training
Kimmi,Wetherick,2003-09-23,F,RU,1,medical specialist,recovery
Dave,Chomley,1994-04-12,M,TH,10,underwater specialist,undercover
Lela,Cabble,1980-02-09,F,RU,9,communications specialist,covert diplomacy
Reuben,Maruszewski,1954-11-25,M,DO,2,psychological warfare specialist,under investigation
Berky,Piddick,1998-12-26,M,RU,5,undercover agent,covert diplomacy
Jeane,Hasker,1956-03-14,F,RU,4,underwater specialist,active
Gavan,Sturdy,1990-02-25,M,CN,8,counterterrorism specialist,surveillance
Peg,Sibbit,1970-10-18,F,VU,8,asset handler,standby
Clemmy,Lapwood,1986-01-05,M,MA,10,counterterrorism specialist,black ops
Peri,Matzl,2000-04-17,F,ID,9,interrogation specialist,infiltration
Ericha,Phuprate,1991-02-09,F,CN,8,counterintelligence agent,under investigation
Sofia,Pimlock,1973-12-14,F,CN,3,sniper,intelligence gathering
Waldemar,Galbraeth,1987-08-10,M,JP,8,assassin,psychological operations
Birk,McUre,2001-09-26,M,PT,4,medical specialist,under investigation
Kasey,Walework,1966-09-22,F,VN,8,counterterrorism specialist,undercover
Jacinda,Vasyunin,1997-05-14,F,CN,3,translator,black ops
Jillane,Fudger,1969-12-12,F,CN,8,communications specialist,reconnaissance
Boy,Pennycook,1985-08-29,M,TZ,6,combat specialist,infiltration
Kevina,Grunson,1956-12-23,F,CN,2,influence operations specialist,covert diplomacy
Isa,Mattacks,2002-07-25,F,PT,2,underwater specialist,deep cover
Guillermo,Agg,1961-12-08,M,UA,2,asset handler,covert diplomacy
Puff,Latehouse,1981-12-20,M,EE,8,counterterrorism specialist,on assignment
Margy,Janiak,1983-05-23,F,RU,2,agent in place,injured
Sayer,Dunning,1984-02-09,M,ID,10,intelligence analyst,undercover
Marietta,O'Sherrin,1989-01-29,M,PH,4,interrogation specialist,under investigation
Corey,Arndell,1955-06-02,M,ID,3,combat specialist,covert diplomacy
Hayden,Couchman,1996-07-24,M,SE,5,agent in place,training
Myrna,Matthai,1994-05-07,F,PH,3,agent in place,on leave
Carolyne,Cheves,1978-07-10,F,RU,9,sniper,deep cover
Hynda,Langdale,1955-11-21,F,FR,3,field operative,standby
Gustavus,Bever,2004-08-15,M,MX,5,combat specialist,standby
Gail,Seid,1954-02-16,M,PH,2,field operative,technical support
Morley,Blackham,1988-09-13,M,CN,8,influence operations specialist,intelligence gathering
Rollo,Marcombe,1963-05-27,M,TH,3,influence operations specialist,under investigation
Rubetta,Popland,2004-06-17,F,ID,9,intelligence analyst,reconnaissance
Dexter,Mynett,1998-08-29,M,IR,5,underwater specialist,technical support
Gene,Candelin,2002-01-30,M,CN,2,escape and evasion expert,deep cover
Pat,Gouinlock,1979-02-05,F,AR,7,asset handler,reconnaissance
Gabey,Pancoust,1962-07-15,F,CN,3,infiltration expert,undercover
Wake,Walaron,1964-04-26,M,PL,7,negotiation expert,injured
Lavinia,Greensall,2005-11-11,F,VE,8,communications specialist,on assignment
Isidoro,Bedinn,1963-10-17,M,PE,2,undercover agent,intelligence gathering
Olag,Abramof,1970-01-12,M,CN,9,assassin,intelligence gathering
Othilie,Rassell,1991-01-18,F,PL,5,escape and evasion expert,reserve
Preston,Olcot,1964-02-05,M,AL,2,undercover agent,intelligence gathering
Zeb,Smieton,2000-02-11,M,PE,5,rogue hunter,on leave
Stefanie,Emma,1976-01-25,F,ID,9,intelligence analyst,technical support
Johna,Guiso,1959-01-23,F,CO,6,demolitions expert,deep cover
Gwenette,Bedboro,1961-05-28,F,JP,3,escape and evasion expert,active
Adan,Axon,1990-02-14,M,PL,10,translator,infiltration
Westleigh,Beddow,1957-04-06,M,SE,7,counterterrorism specialist,technical support
Antonella,Fawlkes,1997-03-22,F,ID,5,influence operations specialist,black ops
Pembroke,Grangier,1990-01-28,M,UG,10,underwater specialist,training
Simeon,Dmtrovic,1961-01-23,M,CN,10,influence operations specialist,standby
Broddy,Cattanach,2003-02-03,M,VE,4,sniper,interrogation
Morgen,Munford,1974-10-20,M,HR,6,survivalist,undercover
Dar,Blamey,1963-04-06,M,ID,10,communications specialist,intelligence gathering
Marcia,Butrimovich,1965-08-07,F,JP,3,counterintelligence agent,black ops
Laryssa,Luscombe,1990-06-30,F,CN,5,influence operations specialist,deep cover
Jessa,Gamon,1970-12-26,F,ID,9,rogue hunter,active
Iggy,Ferrelli,1956-12-24,M,TN,6,survivalist,active
Davidson,Rohfsen,2004-09-02,M,PL,1,sniper,psychological operations
Valenka,Ratchford,1981-01-10,F,PL,1,sniffer,standby
Erhard,Truluck,2005-03-28,M,RU,1,sniper,surveillance
Verna,Blanking,1992-07-22,F,CN,9,combat specialist,surveillance
Daphna,Eddowis,1976-11-14,F,BR,9,sniffer,on leave
Sibylle,Hazzard,1987-12-05,F,ID,9,intelligence analyst,on assignment
Roxanna,Mallender,1988-06-21,F,MX,2,technical specialist,undercover
Karoly,Scoone,1987-09-30,M,GR,5,demolitions expert,intelligence gathering
Rafaelia,Hirth,1995-08-07,F,UA,6,cyber operative,interrogation
Nils,Lentsch,2002-10-06,M,ID,2,rogue hunter,technical support
Baxie,Jonuzi,1992-09-30,M,ID,1,rogue hunter,interrogation
Nat,Vondrach,1960-04-09,F,FR,2,survivalist,psychological operations
Hunter,Hew,1970-09-16,M,CN,9,assassin,on assignment
Alexina,Maffucci,1977-05-21,F,PH,3,psychological warfare specialist,technical support
Cicily,Robins,1975-02-19,F,US,8,agent in place,black ops
Lydie,Shelford,1990-12-12,F,PH,6,asset handler,training
Dietrich,Vlasin,1962-07-05,M,GE,2,sniper,reserve
Armando,Crambie,1966-02-20,M,RU,2,intelligence analyst,standby
Adella,Slocombe,1971-09-26,F,ID,6,assassin,covert diplomacy
Feliza,Petch,1967-05-30,F,KR,2,translator,injured
Ricca,Tissiman,1996-07-09,F,FR,8,undercover agent,interrogation
Kennan,Lorrie,2005-04-08,M,ID,7,translator,interrogation
Cary,Vogelein,1970-07-25,M,CO,10,translator,under investigation
Araldo,Wogan,1986-05-18,M,EE,4,combat specialist,psychological operations
Marge,Davis,1954-11-04,F,MU,6,cyber operative,reserve
Wakefield,Johanssen,1993-09-12,M,CN,10,underwater specialist,technical support
Jasen,McGilleghole,1990-06-18,M,RU,5,assassin,intelligence gathering
Dean,Bewsey,1964-06-27,M,HN,1,cyber operative,on assignment
Clevie,Mebes,1982-02-25,M,RU,6,rogue hunter,active
Tiffani,Izkoveski,1956-03-27,F,EE,4,negotiation expert,infiltration
Chloris,Saltern,2002-10-21,F,IR,9,undercover agent,interrogation
L;urette,Motton,1968-02-18,F,SE,4,infiltration expert,technical support
Blinnie,McGrah,1981-05-12,F,TZ,5,infiltration expert,undercover
Mercedes,Latham,1965-07-09,F,CN,3,negotiation expert,infiltration
Phip,Kaplin,1979-11-26,M,PH,6,combat specialist,intelligence gathering
Pierrette,Sabate,1992-01-27,F,RU,6,sniper,interrogation
Korey,Shuttlewood,1954-01-03,M,ID,3,infiltration expert,reserve
Brander,Gerrans,1970-04-12,M,NG,6,assassin,black ops
Allianora,McCandless,1988-03-18,F,CN,1,underwater specialist,recovery
Michale,Thominga,1999-04-18,M,US,6,counterintelligence agent,surveillance
Farrah,Extill,1974-12-25,F,AL,5,undercover agent,reconnaissance
Myra,Scranney,1958-06-18,F,ID,4,field operative,training
Ives,Coast,1987-01-12,M,GR,6,translator,on leave
Imelda,Keach,1955-08-22,F,AR,1,undercover agent,active
Verne,Goodfield,1989-04-29,M,RU,2,asset handler,intelligence gathering
Cobb,Thornton-Dewhirst,1975-01-28,M,ID,4,counterintelligence agent,standby
Clayborne,Bottrell,1962-12-05,M,IE,3,demolitions expert,interrogation
Maridel,Ambrosetti,1990-06-05,F,UA,6,rogue hunter,active
Inigo,Murty,2000-12-12,M,CN,3,translator,covert diplomacy
Mano,Partrick,1998-08-16,M,SI,5,influence operations specialist,covert diplomacy
Avie,Spaice,1974-12-08,F,US,6,communications specialist,injured
Agatha,Clail,1992-09-26,F,AR,4,escape and evasion expert,active
Torey,MacCartney,1990-11-07,M,FR,9,survivalist,infiltration
Francklyn,Wigsell,1996-11-21,M,ID,3,influence operations specialist,reconnaissance
Janis,Kenworthey,1956-07-23,F,CU,5,translator,psychological operations
Darcy,Giorgiutti,1979-12-12,M,EG,3,asset handler,psychological operations
Wolfgang,Clarke,1972-08-06,M,PL,1,agent in place,psychological operations
Jose,Kivits,1960-01-05,M,CA,6,medical specialist,deep cover
Marleah,Keer,1978-03-05,F,DK,6,technical specialist,active
Leigh,Olanda,1984-03-02,F,CN,8,assassin,reserve
Colman,Gilcriest,1963-07-16,M,CN,4,technical specialist,interrogation
Franzen,Cicchinelli,1972-01-03,M,ID,7,rogue hunter,technical support
Osmond,Bewlay,1982-03-18,M,HU,10,infiltration expert,psychological operations
Silvester,Brownbill,1995-08-07,M,SD,4,agent in place,deep cover
Adey,Owbridge,1988-09-01,F,HN,10,infiltration expert,surveillance
Giacinta,Vatini,1997-07-13,F,IT,9,combat specialist,surveillance
Erinn,Isack,1974-06-25,F,PH,7,undercover agent,injured
Mahalia,Whitloe,1988-10-08,F,CN,1,medical specialist,standby
Evvie,McAllen,1969-09-17,F,CN,1,technical specialist,interrogation
Garrard,Ennor,1979-12-16,M,CN,10,technical specialist,injured
Sidonia,Bosward,1978-04-30,F,JP,8,assassin,on leave
Diane-marie,Sorby,1955-05-09,F,ID,8,sniper,interrogation
Rhianna,Quilter,1983-10-25,F,EG,7,influence operations specialist,standby
Carmine,Alsina,1994-04-25,M,PH,5,agent in place,psychological operations
Grenville,Rizzillo,2002-10-27,M,VN,2,medical specialist,on assignment
Cherianne,Simecek,1991-12-04,F,PL,7,asset handler,reconnaissance
Dunstan,Farren,1955-08-28,M,PT,3,agent in place,training
Bob,Laytham,2005-08-23,M,SV,5,escape and evasion expert,under investigation
Moina,Hedden,1979-08-10,F,MA,10,counterintelligence agent,deep cover
Patin,McCarrison,1968-11-27,M,JP,7,combat specialist,infiltration
Kylie,Metschke,1969-06-06,M,RU,10,escape and evasion expert,training
Oswald,Wragg,1970-05-04,M,PH,6,influence operations specialist,injured
Nalani,Buzine,1961-10-11,F,FI,6,asset handler,technical support
Casie,O'Brogane,1970-10-27,F,SS,1,escape and evasion expert,infiltration
Frederic,Wones,1985-09-28,M,BO,3,sniffer,intelligence gathering
Harrison,Abbate,2002-12-26,M,ZA,8,sniffer,reconnaissance
Noellyn,Paunton,1963-04-29,F,AL,4,field operative,recovery
Wes,Heisham,1974-03-24,M,FR,6,psychological warfare specialist,intelligence gathering
Enrico,Denerley,1985-01-05,M,CO,8,sniper,psychological operations
Preston,Bullivent,1996-01-15,M,CN,10,escape and evasion expert,recovery
Maurizia,Sumner,1993-11-15,F,NG,4,translator,black ops
Nelia,Feathersby,1957-11-19,F,US,4,influence operations specialist,training
Tasia,Bolstridge,1995-12-05,F,BA,4,underwater specialist,reconnaissance
Maxim,Bedder,1975-05-16,M,ID,2,escape and evasion expert,interrogation
Eddie,Reynault,1986-11-22,M,RU,9,demolitions expert,undercover
Jinny,Twelves,2004-05-24,F,ZA,5,psychological warfare specialist,standby
Eleanor,Wilprecht,1978-08-27,F,VE,6,field operative,interrogation
Gay,Basey,1956-03-13,M,PH,7,agent in place,interrogation
Bo,Harbert,1983-06-21,M,SE,7,counterintelligence agent,infiltration
Vale,Fensome,1996-11-29,M,ID,4,rogue hunter,undercover
Des,Morbey,1983-09-19,M,NL,3,agent in place,psychological operations
Trula,Bromet,1962-03-05,F,CN,3,agent in place,standby
Noreen,Broughton,1986-05-12,F,EG,3,asset handler,interrogation
Bent,MacGaughie,1997-01-31,M,CO,2,translator,reserve
Cristiano,Oggers,1954-12-10,M,US,8,infiltration expert,reconnaissance
Mathian,Boutell,1978-03-29,M,JP,1,underwater specialist,intelligence gathering
Catherin,Kort,1965-11-17,F,BY,5,translator,intelligence gathering
Hatty,Linck,1989-01-29,F,CN,1,survivalist,under investigation
Butch,Castiglione,1979-11-19,M,CN,3,intelligence analyst,infiltration
Gisella,Axford,1955-01-11,F,KZ,4,influence operations specialist,surveillance
Lief,Stribling,1984-05-10,M,FI,1,sniffer,on assignment
Filia,Mein,1994-03-22,F,AR,9,sniper,surveillance
Emmaline,Bourthouloume,1988-03-02,F,SE,9,cyber operative,black ops
Francis,Kuhnt,1963-02-23,M,VN,1,technical specialist,infiltration
Nancey,Winsley,1964-06-30,F,ID,4,counterintelligence agent,injured
Cyndia,Heasly,1956-03-23,F,UA,10,technical specialist,intelligence gathering
Vivyan,Santi,1964-09-24,F,JP,3,infiltration expert,covert diplomacy
Koren,Bird,1962-12-25,F,CN,5,escape and evasion expert,under investigation
Rickey,Kissell,1997-04-29,M,KI,3,interrogation specialist,injured
Cicely,Poulett,1976-10-18,F,RU,10,intelligence analyst,covert diplomacy
Deeyn,Cordall,1998-11-01,F,JM,5,demolitions expert,reserve
Bailie,Rosengren,1966-04-13,M,ID,8,sniffer,intelligence gathering
Patton,Gerasch,1991-08-24,M,SE,2,influence operations specialist,infiltration
Peterus,Capstick,1993-10-17,M,PH,1,underwater specialist,on leave
Mordecai,Derkes,1979-01-27,M,TH,8,agent in place,under investigation
Valentine,Seth,1990-03-18,F,RU,4,counterintelligence agent,undercover
Thorn,Copas,1992-11-08,M,US,4,influence operations specialist,surveillance
Frazer,Lutsch,1984-02-13,M,MY,3,underwater specialist,standby
Buiron,Lafoy,2005-11-12,M,CN,1,rogue hunter,psychological operations
Brinna,Tejada,1960-05-07,F,CN,6,infiltration expert,intelligence gathering
Lavinia,Godleman,2003-07-13,F,HR,1,field operative,reserve
Florella,Forlonge,1971-07-07,F,PK,2,sniper,psychological operations
Dorthea,Shiel,1989-02-07,F,CN,2,interrogation specialist,on assignment
Clyve,Syer,1994-04-20,M,ID,4,counterterrorism specialist,deep cover
Ralina,Tibbs,1990-09-20,F,UA,10,escape and evasion expert,covert diplomacy
Raynard,Delagua,1989-03-20,M,BR,1,negotiation expert,reserve
Trev,Macro,2004-09-14,M,CN,9,field operative,intelligence gathering
Raynell,Campbell-Dunlop,1954-07-24,F,NG,8,cyber operative,recovery
Traver,Westbrook,1972-04-25,M,PK,5,negotiation expert,intelligence gathering
Sapphira,M'cowis,1996-08-22,F,PL,1,interrogation specialist,deep cover
Stirling,Titcombe,1995-02-14,M,RU,2,agent in place,training
Nils,Simper,1954-08-31,M,CO,8,sniper,standby
Rolfe,Trebbett,1990-10-17,M,TH,1,sniper,reconnaissance
Josefina,Caldicot,1973-09-25,F,FR,3,undercover agent,under investigation
Shurlocke,Antunes,1957-08-18,M,GN,10,negotiation expert,active
Annalee,Hards,1966-12-19,F,CN,6,field operative,undercover
Heall,Cavy,1955-08-08,M,UZ,10,underwater specialist,on assignment
Dane,McCanny,1974-04-24,M,CN,5,demolitions expert,under investigation
Ker,Campanelli,1980-07-26,M,RU,3,rogue hunter,technical support
Donica,Culshaw,1978-11-28,F,SE,9,intelligence analyst,reconnaissance
Thalia,Jouhan,1969-07-04,F,KZ,3,translator,covert diplomacy
Corbett,Copson,1971-04-12,M,CO,1,psychological warfare specialist,infiltration
Kerby,Malecky,2000-12-03,M,RU,7,translator,interrogation
Walt,Looby,2001-11-15,M,ID,5,psychological warfare specialist,psychological operations
Chad,Waterstone,1976-04-27,M,KP,2,interrogation specialist,training
Mercy,Gooder,1955-11-18,F,CN,10,sniper,on leave
Gigi,Keenor,1961-09-25,F,CN,10,medical specialist,active
Inglebert,Schild,1961-10-01,M,PT,8,communications specialist,psychological operations
Nadiya,Vandenhoff,1955-12-07,F,AL,4,undercover agent,technical support
Verena,Zukerman,1981-06-26,F,ID,8,infiltration expert,psychological operations
Edeline,Veighey,1973-08-15,F,AR,9,survivalist,psychological operations
Blake,Belden,1971-03-01,M,PE,9,influence operations specialist,surveillance
June,Wayper,1973-04-19,F,CN,3,field operative,deep cover
Sybyl,Fancy,1970-10-24,F,CN,9,asset handler,black ops
Shane,Warry,1967-05-26,M,AL,8,psychological warfare specialist,on leave
Giorgia,Cookes,1979-01-02,F,NG,3,medical specialist,black ops
Pepi,Feely,1974-01-03,F,CO,5,demolitions expert,on leave
Wallache,Gatheridge,1965-08-25,M,SE,7,translator,infiltration
Leland,Blakiston,1954-04-17,F,PL,10,medical specialist,injured
Farand,Growden,2003-11-23,F,VE,10,negotiation expert,infiltration
Catarina,Iuorio,1957-05-01,F,NE,9,escape and evasion expert,standby
Peggie,Daniell,1983-08-27,F,US,9,rogue hunter,on leave
Edythe,Eiler,2005-12-05,F,RU,8,survivalist,reconnaissance
Alli,Haken,1998-11-11,F,CN,9,demolitions expert,reserve
Raynor,Bent,2002-05-13,M,NL,5,rogue hunter,recovery
Donelle,Southcomb,1977-12-20,F,BY,8,counterterrorism specialist,infiltration
Faber,Attwill,1995-11-28,M,US,6,technical specialist,interrogation
