0,1,2,3,4,5,6,7
Haydon,Heigl,1966-11-29,M,CN,8,underwater specialist,surveillance
Edmon,Wyman,1956-10-29,M,PH,10,demolitions expert,active
Niall,Gillham,2005-07-22,M,SE,5,combat specialist,on leave
Nap,Mateiko,1976-07-29,M,BR,8,underwater specialist,reconnaissance
Willem,Guerra,1991-07-24,M,CN,8,communications specialist,reserve
Deanna,Sket,1985-11-05,F,UZ,3,intelligence analyst,active
Kimberli,Sharkey,1998-07-07,F,ID,3,underwater specialist,undercover
Mordecai,Ivetts,1965-12-18,M,CN,8,asset handler,reserve
Phyllys,Pelling,1968-09-29,F,HN,8,psychological warfare specialist,standby
Berky,Charville,1993-10-11,M,BR,8,asset handler,intelligence gathering
Chucho,Arbuckel,1986-10-03,M,CN,5,agent in place,technical support
Cele,Tuny,1970-01-03,F,CN,6,medical specialist,standby
Jaimie,Portail,1981-07-10,F,CN,2,demolitions expert,on leave
Willi,Worgan,1991-11-01,M,ID,4,sniper,active
Fonz,Baus,1977-01-12,M,CO,1,negotiation expert,under investigation
Jana,Giral,1994-12-03,F,CN,1,combat specialist,reconnaissance
Morry,Kelleway,1972-11-17,M,PK,9,rogue hunter,active
Chad,Clogg,1955-12-17,F,AF,1,assassin,infiltration
Demetri,Horwell,1992-09-22,M,PH,10,infiltration expert,intelligence gathering
Avivah,Beyer,1979-06-10,F,KH,3,assassin,on leave
Jesselyn,Lomansey,1973-02-26,F,CN,3,assassin,on assignment
Salmon,Parkin,1960-01-16,M,CN,7,agent in place,interrogation
Mattie,Dowley,1961-01-03,F,PH,2,rogue hunter,standby
Austin,Bonelle,1969-01-08,M,BR,8,influence operations specialist,recovery
Ariel,Scotchforth,1987-07-03,F,CN,10,counterintelligence agent,technical support
Gage,Bremley,2004-08-06,M,NZ,2,psychological warfare specialist,active
Basilio,McGann,1985-05-14,M,ID,6,medical specialist,undercover
Peri,Bowen,1976-03-25,F,ID,10,sniffer,surveillance
Kare,Wordington,1993-11-29,F,CN,9,field operative,psychological operations
Bruce,Scohier,1977-11-14,M,ES,3,technical specialist,on assignment
Linzy,Calterone,1979-10-09,F,ID,4,technical specialist,undercover
Livvy,Beckey,1968-01-09,F,PE,9,agent in place,interrogation
Haleigh,Hoyer,1957-05-18,F,IR,5,technical specialist,technical support
Anthony,Stuckow,1959-03-11,M,BR,2,assassin,recovery
Marge,Ivakin,1980-02-13,F,ID,8,combat specialist,recovery
Sharline,Bohlsen,1967-11-03,F,NZ,8,undercover agent,on leave
Saxe,Gallard,1973-09-12,M,CN,5,asset handler,reconnaissance
Robinet,Burkin,1956-05-02,M,ID,6,sniffer,undercover
Rodrigo,Sproul,1990-02-21,M,PL,3,escape and evasion expert,on leave
Evelin,Dunford,1966-10-11,M,CO,3,technical specialist,active
Thaxter,Punt,1994-02-13,M,ZA,10,demolitions expert,recovery
Belinda,Gealle,1979-01-25,F,PE,3,asset handler,undercover
Jaimie,McCourt,2004-10-03,F,PH,6,influence operations specialist,covert diplomacy
Meier,Jorg,1965-11-26,M,PS,2,undercover agent,active
Oberon,Hartup,1966-07-04,M,NO,1,sniffer,technical support
Russ,Sprouls,1972-10-18,M,ZA,8,communications specialist,injured
Camille,Morgon,2004-12-06,F,CZ,5,sniffer,covert diplomacy
Douglass,Gullefant,1985-08-11,M,PL,2,combat specialist,reserve
Warner,Fortun,1971-06-21,M,PL,8,interrogation specialist,under investigation
Hurlee,Byway,1971-07-19,M,CZ,3,survivalist,infiltration
Lynde,Trosdall,1981-12-10,F,SL,5,demolitions expert,intelligence gathering
Imogene,Cowthard,1959-07-09,F,PH,1,rogue hunter,injured
Justin,Rutty,1977-03-06,M,SE,4,combat specialist,recovery
Gertruda,Titmus,1991-04-27,F,CN,9,demolitions expert,recovery
Garth,St Ledger,1961-02-11,M,RU,2,negotiation expert,deep cover
Norean,Hachette,1978-02-25,F,FI,1,undercover agent,injured
Jessie,Glowacha,1998-05-11,M,CN,3,medical specialist,intelligence gathering
Amalie,Arndt,1969-02-10,F,CU,9,survivalist,psychological operations
Lillian,Pee,1960-12-29,F,UA,6,medical specialist,undercover
Philippine,Josefsohn,1954-01-02,F,PS,8,survivalist,recovery
Rivkah,Van Rembrandt,1977-07-31,F,PA,1,infiltration expert,psychological operations
Christoffer,Marcam,1955-05-03,M,NG,2,communications specialist,training
Dallas,Bancroft,1965-01-17,M,CA,7,agent in place,intelligence gathering
Melinde,Lawly,1954-02-20,F,IE,5,negotiation expert,infiltration
Anthony,Cuseick,1960-10-09,M,CN,10,interrogation specialist,intelligence gathering
Osbourn,Reolfi,1960-10-15,M,BR,3,escape and evasion expert,active
Emiline,Gianullo,1996-08-01,F,CN,2,infiltration expert,covert diplomacy
Minette,Kuschke,1970-06-18,F,PT,2,psychological warfare specialist,on assignment
Krystyna,Dutt,1960-03-24,F,CZ,4,agent in place,on assignment
Cristian,Josselson,2003-08-24,M,ID,7,psychological warfare specialist,on assignment
Nissie,Hicks,2004-04-07,F,KN,4,medical specialist,reconnaissance
Emory,Blaschek,1954-11-23,M,UA,5,survivalist,injured
Gennie,Shipcott,1995-09-05,F,KG,3,interrogation specialist,standby
Ulick,Alday,1976-01-05,M,RU,3,negotiation expert,psychological operations
Kelli,Mullord,1986-06-02,F,BA,9,negotiation expert,black ops
Devi,Weiner,1998-07-04,F,BA,9,agent in place,standby
Phillip,Blakeborough,2002-11-24,M,ID,9,counterintelligence agent,psychological operations
Zilvia,Bartolozzi,1970-04-07,F,HR,7,infiltration expert,infiltration
Mateo,Lawther,1965-04-10,M,PH,1,survivalist,deep cover
Sansone,Spyer,1991-12-24,M,HT,9,survivalist,black ops
Lisetta,Minchinton,1977-11-08,F,PL,5,intelligence analyst,technical support
Christoffer,Beau,1989-12-30,M,FJ,6,survivalist,black ops
Tanner,Doughill,1987-10-14,M,CN,3,underwater specialist,on assignment
Edik,Joscelyn,1964-05-15,M,CN,8,asset handler,intelligence gathering
Marve,Jeffree,1983-09-23,M,PE,3,assassin,infiltration
Rozella,Pasterfield,1999-04-14,F,ID,4,rogue hunter,undercover
Chandra,Langdridge,2005-09-08,F,PH,5,counterterrorism specialist,active
Kilian,Labram,1982-08-21,M,RU,10,counterterrorism specialist,reconnaissance
Rhodie,Mapam,1988-08-10,F,PE,9,translator,recovery
Aretha,Reiner,2000-07-18,F,PL,8,demolitions expert,standby
Ertha,Gabbett,1992-06-09,F,AM,1,asset handler,training
Raoul,Castletine,1973-04-02,M,CU,3,technical specialist,intelligence gathering
Lindi,Salisbury,1959-10-15,F,ID,9,rogue hunter,intelligence gathering
Coletta,Bilsborrow,1960-10-11,F,SE,3,assassin,technical support
Ingelbert,Kleinmann,1959-04-17,M,UG,8,technical specialist,black ops
Kermie,Cristol,1965-08-10,M,AR,6,rogue hunter,recovery
Lonnie,Bellhanger,1960-11-25,F,SY,4,survivalist,interrogation
Anni,Stowers,1970-09-27,F,PE,4,counterterrorism specialist,psychological operations
Willi,Darker,1954-10-23,M,AR,1,influence operations specialist,psychological operations
Dayle,Crookshanks,1989-10-13,F,CN,10,translator,reconnaissance
Penny,Pevreal,1972-08-22,M,ID,1,influence operations specialist,covert diplomacy
Klemens,Vinsen,1975-04-18,M,PL,10,psychological warfare specialist,deep cover
Hastie,Boncoeur,1995-06-15,M,CZ,4,medical specialist,reconnaissance
Lilli,Daughtry,1969-07-09,F,ID,9,demolitions expert,covert diplomacy
Bard,Bouldstridge,2000-03-31,M,UA,4,asset handler,interrogation
Patty,Simenel,1955-03-06,M,MY,8,sniffer,deep cover
Reginald,Stot,1956-02-24,M,LY,9,assassin,deep cover
Magdalene,Rosario,1982-05-28,F,JM,2,negotiation expert,undercover
Wyatan,Adhams,1990-12-06,M,PL,1,infiltration expert,psychological operations
Deane,Gyves,1958-12-08,M,CN,7,demolitions expert,covert diplomacy
Rosalind,Syplus,1992-12-29,F,AL,6,counterterrorism specialist,training
Antoine,Leward,1977-09-17,M,BD,9,negotiation expert,infiltration
Eugene,McLuckie,1966-08-02,M,CN,4,intelligence analyst,on assignment
Ronni,Calderon,2004-01-24,F,UA,4,technical specialist,black ops
Tremaine,Cleatherow,1981-09-07,M,CN,6,agent in place,surveillance
Vlad,Whatley,1954-06-16,M,FR,10,influence operations specialist,undercover
Seka,Crisford,1986-02-22,F,ID,4,counterterrorism specialist,covert diplomacy
Verne,Formie,1987-10-18,M,PT,4,counterterrorism specialist,active
Gerry,Pischof,1985-10-03,F,TZ,8,combat specialist,intelligence gathering
Dorothee,Abyss,1988-10-25,F,MA,8,rogue hunter,technical support
Keith,Guymer,1967-06-15,M,ID,6,cyber operative,psychological operations
Warden,Ivison,1988-09-28,M,RU,9,communications specialist,deep cover
Granthem,Querree,1955-06-28,M,US,10,field operative,covert diplomacy
Caryl,St. Paul,1994-04-17,M,PT,8,medical specialist,on leave
Freddy,Itzik,1967-01-22,M,UA,5,technical specialist,psychological operations
Maximo,Lavalle,1994-02-16,M,UZ,9,survivalist,on assignment
Joachim,Sute,1971-05-29,M,ID,7,combat specialist,on assignment
Cacilie,Brankley,1967-01-15,F,CN,3,negotiation expert,infiltration
Eldridge,Cornall,1988-02-08,M,ID,6,cyber operative,active
Anette,Samways,1967-02-23,F,ID,5,cyber operative,technical support
Cleon,Aspinwall,1960-03-20,M,ML,10,escape and evasion expert,intelligence gathering
Rad,Lydiatt,1963-10-09,M,VE,2,sniffer,standby
Thorin,Bleier,2003-01-13,M,DE,9,counterintelligence agent,standby
Raul,Isaksen,1961-10-31,M,PE,7,medical specialist,intelligence gathering
Lishe,Bremmell,1959-09-15,F,SI,1,intelligence analyst,intelligence gathering
Heidie,Lampard,1968-10-22,F,CN,2,rogue hunter,on leave
Arvin,Evesque,2003-09-11,M,PT,7,influence operations specialist,technical support
Jerrold,Inchley,1960-10-18,M,RU,5,cyber operative,injured
Hally,Locksley,1972-10-25,F,CN,8,infiltration expert,on assignment
Vita,Besse,1958-09-15,F,SE,7,psychological warfare specialist,interrogation
Ibrahim,Lindup,1961-02-15,M,LK,4,demolitions expert,reconnaissance
Guillaume,Rignall,1999-06-26,M,CN,1,survivalist,under investigation
Marcille,Vanini,2004-05-03,F,BR,2,counterterrorism specialist,undercover
Joelly,Rallings,1957-10-26,F,PT,6,combat specialist,intelligence gathering
Estelle,Pollack,1962-04-12,F,PL,3,medical specialist,recovery
Chucho,Aristide,1956-08-17,M,IL,10,interrogation specialist,black ops
Shelly,Ryce,2003-08-26,F,IE,1,communications specialist,infiltration
Ruttger,Khan,1986-11-06,M,FI,9,influence operations specialist,on leave
Arnold,Willett,1992-08-02,M,NO,10,sniffer,injured
Araldo,Luck,1997-05-19,M,RU,5,infiltration expert,deep cover
Huntlee,Clemencet,1963-06-17,M,CN,6,demolitions expert,under investigation
Bennie,Limpenny,1977-12-18,M,BR,2,escape and evasion expert,standby
Hinze,Chieco,1969-10-23,M,JP,3,counterintelligence agent,injured
Bobbie,Udy,1959-04-06,M,VN,4,agent in place,standby
Melita,Gainsburgh,1997-11-19,F,CN,10,interrogation specialist,undercover
Trevar,Pevsner,1982-02-04,M,HN,6,counterintelligence agent,on leave
Cassie,Attlee,1958-08-30,F,CN,9,translator,interrogation
Rosalyn,Balden,1955-01-06,F,CN,1,asset handler,technical support
Meir,Glowacki,2002-11-19,M,SE,2,technical specialist,black ops
Kylie,Kyd,1992-10-29,M,ID,4,psychological warfare specialist,covert diplomacy
Moria,Brounfield,1990-03-28,F,CN,6,counterintelligence agent,undercover
Eldredge,Izsak,1966-06-21,M,BR,9,cyber operative,active
Maynord,Sloegrave,1974-07-28,M,ID,10,counterintelligence agent,injured
Fran,Morpeth,1987-06-12,F,CN,7,field operative,deep cover
Sergei,Haining,1964-04-03,M,ZW,9,translator,active
Magdalena,Tisor,1960-06-27,F,CN,10,underwater specialist,standby
Riva,Itzchaky,1984-12-26,F,MX,2,survivalist,psychological operations
Abbie,Gounel,1993-02-12,M,ID,6,asset handler,undercover
Ulrikaumeko,Phizaclea,1954-03-01,F,RU,4,cyber operative,interrogation
Kimmy,Bignold,1989-06-21,F,UA,10,combat specialist,injured
Lyda,Stubbeley,1981-11-10,F,PE,8,translator,recovery
Olympe,Eastmond,1970-11-06,F,EE,1,technical specialist,covert diplomacy
Warren,Merwood,1960-08-09,M,PL,1,counterterrorism specialist,standby
Smitty,Fuggles,1976-12-21,M,CO,2,negotiation expert,intelligence gathering
Xylia,Pallis,1989-10-07,F,CN,3,medical specialist,reserve
Nappie,Fishburn,1962-06-09,M,BR,7,technical specialist,undercover
Ashleigh,Bradford,1977-10-25,F,CO,7,sniffer,undercover
Standford,New,1956-01-29,M,AR,2,assassin,injured
Zara,Prosh,1988-02-01,F,ID,8,psychological warfare specialist,infiltration
Netty,Bernuzzi,2002-01-23,F,TH,9,psychological warfare specialist,injured
Mathilde,Aleksandrev,1976-02-29,F,CN,8,translator,on leave
Leigh,Schuster,1980-08-11,F,ID,5,psychological warfare specialist,deep cover
Bruno,Portwaine,1974-01-19,M,IR,5,undercover agent,recovery
Etienne,Dungey,1967-11-29,M,RU,9,communications specialist,recovery
Jocelin,Edie,1993-01-06,F,SE,1,interrogation specialist,reserve
Nobie,Reavey,1954-03-21,M,PE,6,undercover agent,recovery
Howie,Grimston,1996-06-16,M,CA,10,infiltration expert,on assignment
Piper,Minear,2001-09-01,F,PL,1,communications specialist,surveillance
Denyse,Glaum,2002-06-01,F,ID,8,rogue hunter,interrogation
Terri,McNabb,1994-01-06,M,PH,9,counterterrorism specialist,reconnaissance
Jonathan,Probin,1978-09-30,M,CN,9,rogue hunter,technical support
Claudius,Padgett,1985-05-08,M,PH,10,field operative,standby
Jeane,Casford,1984-07-11,F,RU,7,undercover agent,interrogation
Arnold,Margetts,1983-01-07,M,PL,2,psychological warfare specialist,black ops
Odele,Yedy,1954-04-12,F,CU,1,undercover agent,reconnaissance
Frederik,Pickering,1956-04-19,M,CN,2,assassin,injured
Ingelbert,Balassi,1982-04-21,M,KE,1,technical specialist,infiltration
Gerald,Stockell,1973-03-22,M,GQ,6,intelligence analyst,black ops
Bebe,Gamblin,1997-06-10,F,HN,6,counterintelligence agent,deep cover
Si,Arden,1958-08-16,M,RU,6,underwater specialist,covert diplomacy
Pepita,D'Souza,1969-07-01,F,CN,1,translator,infiltration
Tomlin,Pudan,2004-06-10,M,DE,3,undercover agent,reserve
Chrystal,Erswell,1983-04-17,F,US,1,influence operations specialist,training
Morie,Tolan,2005-11-23,M,PL,10,counterintelligence agent,interrogation
Frank,Kenaway,1974-09-23,M,ID,10,undercover agent,psychological operations
Boyd,Crowd,1970-01-17,M,ID,3,technical specialist,injured
Virgilio,Matokhnin,1973-04-29,M,PH,7,interrogation specialist,training
Clarita,Tavener,1986-07-10,F,GR,10,field operative,on leave
Moselle,Querree,1997-07-28,F,PL,2,sniper,on assignment
Casar,Axston,1957-07-12,M,PT,10,communications specialist,under investigation
Hube,Lathleiffure,1975-04-05,M,PT,10,assassin,injured
Aldwin,Ellerman,2003-06-12,M,CN,7,sniffer,on leave
Rowen,Gourlay,1996-03-04,M,ID,2,underwater specialist,on leave
Raphaela,Chappelle,2002-10-17,F,ID,2,agent in place,standby
Phylys,Swidenbank,1956-02-28,F,CN,10,sniper,reserve
Franzen,Accomb,1965-09-10,M,VE,2,infiltration expert,black ops
Dorena,Hardinge,1988-05-31,F,JP,4,asset handler,on assignment
Stepha,Mayze,1993-04-28,F,CN,7,rogue hunter,surveillance
Nils,Gerrad,1995-01-03,M,TH,2,interrogation specialist,intelligence gathering
Judon,Cawthorn,1996-05-04,M,AR,4,field operative,recovery
Mort,Sneezem,1978-06-13,M,WS,5,counterintelligence agent,reserve
Rhea,Dudmesh,1967-05-26,F,MX,7,cyber operative,black ops
Sascha,Jossum,1968-11-24,M,CA,4,influence operations specialist,standby
Josiah,MacKinnon,2004-02-01,M,RU,8,rogue hunter,deep cover
Dalis,Philippou,1985-08-01,M,CA,7,sniffer,injured
Jacintha,Shackel,1995-12-16,F,US,3,communications specialist,undercover
Kelbee,Holt,1967-08-11,M,CN,9,demolitions expert,under investigation
Kerby,Ayllett,1996-04-14,M,PT,9,infiltration expert,covert diplomacy
Lelia,Clemenzi,1973-01-26,F,KR,4,intelligence analyst,black ops
Louella,Guihen,1956-05-28,F,ID,9,combat specialist,active
Jeanette,Horsburgh,1955-01-19,F,VN,5,technical specialist,on leave
Noby,Langstone,1975-06-21,M,ID,5,interrogation specialist,under investigation
Tudor,Craigie,1957-03-10,M,CO,10,psychological warfare specialist,reserve
Merlina,Regorz,2000-11-01,F,TH,7,communications specialist,infiltration
Garrett,Cranson,2000-07-22,M,US,8,infiltration expert,deep cover
Lin,Toffano,1993-05-18,F,CN,6,rogue hunter,psychological operations
Iggie,Dayly,1996-10-15,M,SY,1,escape and evasion expert,standby
Derick,Finnick,1957-07-06,M,GR,3,combat specialist,surveillance
Cliff,Anwyl,1974-08-08,M,IR,8,asset handler,psychological operations
Jamill,Rougier,1959-10-09,M,GR,6,undercover agent,technical support
Nada,Sorrel,1969-08-13,F,ID,2,cyber operative,surveillance
Jerrylee,Fetterplace,1988-02-24,F,NG,5,undercover agent,technical support
Guglielmo,Gianetti,1967-09-24,M,PH,4,combat specialist,injured
Pris,Westover,1973-10-21,F,ID,3,sniffer,on assignment
Tremaine,Clarke,1997-08-19,M,AR,5,undercover agent,undercover
Lazare,MacTrusty,1957-09-04,M,RU,1,sniffer,active
Marty,Vials,1982-08-03,M,RU,9,combat specialist,deep cover
Claudelle,Conre,1956-10-06,F,AF,10,rogue hunter,black ops
Gerladina,Blunkett,1959-03-31,F,AR,6,communications specialist,recovery
Miltie,Klimshuk,1964-09-01,M,CN,9,field operative,standby
Octavius,Kliemchen,1975-12-25,M,ID,5,underwater specialist,undercover
Kendricks,Dwire,1987-08-29,M,BR,10,underwater specialist,on leave
Bjorn,Scoterbosh,1989-02-10,M,CN,6,asset handler,deep cover
Darda,Louys,1996-08-16,F,CW,6,escape and evasion expert,training
Josias,Mayhew,1995-09-13,M,PH,8,counterterrorism specialist,deep cover
Anjanette,Varga,1965-06-12,F,CN,8,rogue hunter,on assignment
Arv,Gregolotti,1998-02-03,M,TH,6,infiltration expert,on leave
Winnah,Vink,1982-02-13,F,NG,3,negotiation expert,black ops
Monty,Dumini,1985-02-27,M,TZ,3,intelligence analyst,interrogation
Breena,Hawke,1980-08-11,F,TH,10,counterterrorism specialist,recovery
Garrot,Woolis,1987-10-22,M,PH,3,assassin,technical support
Donn,Maund,1997-01-15,M,FR,2,escape and evasion expert,surveillance
Kahaleel,Dikle,1988-08-23,M,PT,9,interrogation specialist,intelligence gathering
Skippy,Pencot,2000-08-16,M,CD,3,communications specialist,active
Peg,Deesly,1977-12-06,F,CN,9,psychological warfare specialist,infiltration
Christophe,Lillo,1988-07-23,M,RU,5,rogue hunter,infiltration
Stepha,Mattocks,1975-08-13,F,NO,7,counterintelligence agent,covert diplomacy
Godwin,Kynan,1982-07-02,M,PK,4,combat specialist,recovery
Tully,Mallen,1967-11-14,M,RU,4,field operative,training
Ody,Allwell,1995-04-22,M,CN,7,undercover agent,active
Mirabel,Hagwood,1985-09-05,F,UA,6,counterintelligence agent,reserve
Granville,Steckings,2004-06-17,M,PH,4,assassin,undercover
Galvan,Woolway,1992-03-28,M,PH,8,sniffer,training
Tess,Boocock,1969-08-22,F,BY,4,undercover agent,standby
Shina,Karleman,1964-08-08,F,CN,2,cyber operative,reconnaissance
Cosimo,Terrelly,2004-12-11,M,UA,9,cyber operative,black ops
Beverlie,Schulken,1961-01-16,F,BR,5,cyber operative,deep cover
Brigg,Bardnam,1968-04-26,M,AR,3,field operative,reconnaissance
Mordecai,Fligg,1959-05-19,M,ID,7,demolitions expert,interrogation
Laughton,Duffield,1978-10-12,M,RU,10,sniper,technical support
Kippar,Simonson,1983-07-18,M,CN,5,interrogation specialist,surveillance
Bert,Juris,1966-01-30,M,LT,9,negotiation expert,infiltration
Viv,Marquis,1958-11-26,F,IT,4,assassin,on leave
Cesar,Hadgraft,1995-03-29,M,HR,9,communications specialist,standby
Fax,Stonebridge,1974-07-15,M,CN,3,sniffer,black ops
Ramona,Fairfoull,1999-11-19,F,PE,8,interrogation specialist,surveillance
Brew,Greatrakes,2000-03-30,M,CO,5,interrogation specialist,recovery
Yurik,Beilby,2005-03-29,M,IR,3,sniffer,standby
Shae,Godspede,2002-03-27,M,CZ,6,undercover agent,intelligence gathering
Townsend,Renzullo,1991-07-04,M,CN,4,field operative,recovery
Betty,Cobbing,1956-04-10,F,KZ,5,technical specialist,reconnaissance
Julee,Vedenyapin,1980-03-09,F,RU,6,demolitions expert,under investigation
Roanne,Swinglehurst,2000-09-21,F,CA,5,technical specialist,intelligence gathering
Ive,Gregr,1987-05-06,M,YE,1,intelligence analyst,recovery
Auguste,Dawks,1987-02-05,F,US,2,escape and evasion expert,psychological operations
Wittie,Wikey,1964-11-23,M,HR,10,field operative,active
Yovonnda,Best,1977-06-25,F,PH,6,medical specialist,black ops
Chiarra,Mounsie,1957-01-18,F,RU,10,asset handler,deep cover
Jorrie,Candish,1984-04-16,F,ID,2,demolitions expert,technical support
Patty,McManamen,2000-10-20,M,AZ,7,field operative,injured
Reilly,Davson,1961-12-27,M,RU,9,survivalist,interrogation
Addie,Keppin,1997-04-14,M,AM,5,rogue hunter,reserve
Lusa,Tombling,1965-11-26,F,PH,2,sniffer,on leave
Matt,Olyfant,1964-08-16,M,US,3,escape and evasion expert,infiltration
Fawnia,Lewtey,1997-09-09,F,CN,1,undercover agent,technical support
Bax,Hagstone,1954-03-19,M,FR,3,demolitions expert,black ops
Bettye,Borkett,1993-02-25,F,ID,6,infiltration expert,injured
Cindi,Sindle,1999-05-20,F,CN,4,counterintelligence agent,deep cover
Elwin,Nice,1972-08-07,M,AL,6,escape and evasion expert,on leave
Elicia,Teresa,1961-07-09,F,ID,8,underwater specialist,reconnaissance
Hillyer,Kirsche,1970-03-03,M,CN,4,influence operations specialist,technical support
Yankee,Mazella,1963-09-30,M,RU,10,counterterrorism specialist,under investigation
Lucho,Ebbins,1992-01-17,M,NG,1,translator,on assignment
Sawyere,Robbie,1960-09-18,M,KZ,9,underwater specialist,training
Sheree,Tembridge,2004-08-12,F,TH,3,sniffer,reconnaissance
Tabor,Renfree,2002-07-02,M,ID,10,negotiation expert,injured
Constantine,Chippindale,1972-08-31,M,PS,1,sniper,psychological operations
Wenda,Duckerin,1993-01-31,F,TH,10,technical specialist,active
Morganne,Dorman,1971-02-02,F,SI,6,counterintelligence agent,psychological operations
Ange,Sarten,1962-09-04,M,CN,3,demolitions expert,interrogation
Griz,Lievesley,1992-08-27,M,CN,3,counterterrorism specialist,under investigation
Camilla,Risson,1958-07-26,F,PT,1,intelligence analyst,standby
Claudianus,Asey,1964-09-05,M,FR,5,psychological warfare specialist,on leave
Christian,Scaice,1994-08-10,M,LK,4,asset handler,standby
Quentin,Gronaller,1994-08-21,F,PG,10,communications specialist,deep cover
Codee,Jarrett,1968-03-29,F,FI,7,undercover agent,technical support
Modestine,Joincey,1994-11-11,F,LT,5,sniper,active
Breena,Elgey,2005-05-02,F,ZA,1,sniffer,deep cover
Johnathan,Christophersen,1975-12-24,M,FI,10,counterterrorism specialist,undercover
Bartram,Kyllford,2006-01-06,M,PH,8,communications specialist,black ops
Norman,Doylend,2000-02-24,M,ID,9,sniffer,active
Arvie,Mulcahy,1973-03-26,M,MM,8,cyber operative,infiltration
Crawford,Siggens,1971-02-09,M,BD,10,survivalist,deep cover
Augustus,Whiscard,1983-12-06,M,NO,7,psychological warfare specialist,interrogation
Sybyl,Spincke,1956-06-15,F,CU,9,influence operations specialist,training
Jewel,Varey,1990-03-23,F,CN,10,cyber operative,reserve
Sansone,Hobgen,1993-11-05,M,ID,1,technical specialist,training
Elsie,Vernalls,2002-09-29,F,DJ,5,counterintelligence agent,psychological operations
Dav,Skylett,1987-12-12,M,SE,1,sniffer,active
Junette,Dellit,2002-03-31,F,MD,10,psychological warfare specialist,deep cover
Valentijn,Poleykett,1984-12-23,M,RU,1,technical specialist,recovery
Filberte,Sacco,1955-03-20,M,ID,1,psychological warfare specialist,infiltration
Austina,Laroze,1970-03-09,F,PH,5,field operative,reserve
Madelyn,Mussett,2003-01-06,F,ID,10,negotiation expert,interrogation
Randell,Frostdicke,1996-06-29,M,ID,3,psychological warfare specialist,standby
Mela,Levings,1957-09-29,F,PL,6,demolitions expert,standby
Henrietta,Ropert,1963-09-25,F,TH,6,asset handler,recovery
Cleavland,Higginbottam,1965-02-03,M,RU,9,undercover agent,injured
Nobe,Klimentyev,1969-01-08,M,IT,8,translator,training
Costa,Spink,2000-11-03,M,GE,5,survivalist,infiltration
Gisele,McCumskay,1960-07-05,F,NG,10,cyber operative,standby
Meier,Duinkerk,1986-09-20,M,ID,7,psychological warfare specialist,reserve
Herman,O'Regan,1980-11-20,M,LV,8,negotiation expert,injured
Kayla,Vasilenko,2005-02-09,F,CN,8,escape and evasion expert,infiltration
Harrison,Astlatt,1972-09-22,M,PL,6,survivalist,active
