0,1,2,3,4,5,6,7
Pippa,Peskett,1981-05-06,F,CN,6,survivalist,infiltration
Haywood,Child,1973-06-13,M,PH,9,agent in place,psychological operations
Ferguson,Dolphin,1976-09-06,M,CN,2,infiltration expert,interrogation
Oriana,Gianiello,1964-09-07,F,TD,10,sniffer,intelligence gathering
Rikki,Donn,1979-03-14,M,CZ,1,medical specialist,black ops
Bart,Muehle,1984-09-15,M,PL,2,field operative,injured
Reidar,Woolfitt,2001-11-22,M,TH,10,combat specialist,undercover
Panchito,Bevis,1957-07-26,M,CN,5,intelligence analyst,reserve
Corney,Blasdale,1973-01-14,M,BR,3,undercover agent,interrogation
Damita,Kuschke,1980-06-17,F,ID,6,influence operations specialist,on leave
Pattin,Hulance,1968-08-21,M,SE,3,influence operations specialist,interrogation
Che,Franzonello,2005-12-01,M,ID,2,psychological warfare specialist,covert diplomacy
Sam,Moger,1992-02-14,F,YE,9,field operative,technical support
Christian,Andress,1957-05-27,F,ID,4,underwater specialist,on assignment
Dulsea,Fairham,1998-05-29,F,TG,1,influence operations specialist,recovery
Cathe,Mecozzi,1987-06-18,F,ID,5,infiltration expert,on assignment
Dorothy,Mostin,1977-02-19,F,NI,8,asset handler,black ops
Jedd,Doumenc,1995-05-02,M,UA,2,agent in place,reserve
Rosamund,Piens,1989-11-03,F,ID,1,infiltration expert,reconnaissance
Ula,Casley,1999-12-03,F,EE,4,assassin,recovery
Min,Cantillon,1964-12-06,F,FR,6,technical specialist,under investigation
Sheelah,Gwyn,1976-06-01,F,CN,4,sniper,training
Torry,Schuler,1961-05-28,M,PL,4,assassin,black ops
Chiquita,Brockelsby,1981-12-05,F,SE,3,translator,under investigation
Pall,Allwell,1980-09-23,M,CM,5,undercover agent,interrogation
Leupold,Arghent,1999-06-09,M,CN,8,agent in place,recovery
Remy,Wymer,1997-06-29,F,NG,3,escape and evasion expert,recovery
Mellicent,Paddingdon,1978-10-06,F,CN,10,counterterrorism specialist,undercover
Sauveur,Sallans,1993-01-19,M,ID,6,communications specialist,covert diplomacy
Thebault,Kilbee,1991-11-01,M,PH,10,communications specialist,reconnaissance
Barbaraanne,Rableau,1977-08-02,F,MY,7,escape and evasion expert,reserve
Conchita,Kundt,1992-05-14,F,IR,6,combat specialist,on leave
Maurizia,Vernau,2001-12-09,F,CN,1,translator,interrogation
Leland,Nelthorpe,2003-03-21,F,PH,4,demolitions expert,covert diplomacy
Verna,Hoble,1987-01-08,F,PT,4,negotiation expert,active
Grove,Gudgin,1992-10-16,M,MU,2,sniper,active
Roselia,Cater,1997-08-03,F,CN,1,field operative,infiltration
Marty,Baughan,1997-03-07,F,PH,10,counterintelligence agent,interrogation
Austin,Jertz,1968-01-24,F,ID,7,technical specialist,recovery
Sherlock,Rival,1976-11-18,M,US,6,sniffer,black ops
Dud,Darley,1966-10-02,M,HR,1,psychological warfare specialist,infiltration
Michel,Bamlett,1980-05-13,F,NO,6,asset handler,under investigation
Mirilla,Sowthcote,1961-03-17,F,CN,4,medical specialist,standby
Gasparo,Glendzer,1966-01-16,M,CN,2,demolitions expert,infiltration
Elliot,Harefoot,2005-10-07,M,CO,4,asset handler,injured
Durante,Dreinan,1998-05-21,M,KG,1,technical specialist,technical support
Ollie,Fowler,1997-05-12,F,RU,1,undercover agent,intelligence gathering
Juliette,Asplen,1981-01-26,F,NL,9,counterintelligence agent,injured
Edy,Twigley,1966-03-16,F,CN,10,agent in place,infiltration
Libbie,Vallens,1979-04-02,F,US,6,influence operations specialist,active
Ezekiel,Antonovic,2001-10-19,M,CN,5,agent in place,covert diplomacy
Jedediah,Fittis,1958-02-12,M,ID,1,sniffer,on assignment
Ailene,Van den Velden,1960-02-06,F,CU,1,infiltration expert,reconnaissance
Tildi,Steynor,1969-03-15,F,BR,7,negotiation expert,deep cover
Enrica,Kither,2000-10-17,F,KE,7,counterintelligence agent,undercover
Britteny,Martusewicz,1983-06-24,F,CN,10,combat specialist,active
Wilie,Freeburn,2001-07-30,F,UA,2,medical specialist,injured
Margy,Carmody,1968-03-04,F,CN,1,psychological warfare specialist,under investigation
Chiarra,Cagan,1989-09-29,F,NG,10,translator,undercover
Cristina,Verrill,1997-04-30,F,MX,4,counterintelligence agent,under investigation
Finlay,Pinson,1960-07-04,M,PH,4,translator,technical support
Earvin,Cinavas,1966-11-05,M,MM,5,infiltration expert,surveillance
Olenolin,Goodredge,1993-04-28,M,ID,3,combat specialist,on leave
Nicolle,Daenen,1986-01-05,F,CN,4,translator,on leave
Eudora,Pigdon,1972-03-14,F,CN,3,translator,black ops
Papageno,Ends,1969-07-07,M,GR,1,medical specialist,reconnaissance
Brewer,Carbert,1999-04-07,M,RS,6,underwater specialist,infiltration
Modestia,Berndtsson,1957-12-06,F,ID,8,escape and evasion expert,injured
Thea,Blazevic,2004-05-28,F,RU,1,influence operations specialist,surveillance
Mahmoud,Coryndon,1973-05-28,M,FR,8,sniper,recovery
Arny,Fawssett,1968-07-27,M,NG,10,counterintelligence agent,injured
Emmalynn,Taggerty,1972-04-12,F,CN,2,influence operations specialist,recovery
Chaim,Magister,1960-09-10,M,PH,6,underwater specialist,surveillance
Tammy,Fylan,1981-02-12,F,MX,8,undercover agent,active
Helen,Kopacek,1971-07-31,F,RU,6,demolitions expert,active
Siobhan,Wherrit,1964-01-09,F,NG,3,medical specialist,on assignment
Lane,Meale,1981-01-11,F,SE,10,cyber operative,surveillance
Claudette,Maryott,1985-09-28,F,FR,10,sniper,reserve
Lewie,Shea,1992-08-27,M,PL,7,infiltration expert,infiltration
Fredia,Focke,1979-10-07,F,IL,3,negotiation expert,training
Hana,Foister,1956-11-11,F,CA,8,escape and evasion expert,covert diplomacy
Hermine,Anger,1961-09-27,F,BA,7,survivalist,on leave
Brennen,Mateja,1986-07-04,M,ID,1,negotiation expert,training
Lacy,Perillo,1960-04-02,F,PL,6,sniper,undercover
Ferris,Tomaskunas,1967-05-09,M,TD,4,field operative,surveillance
Sandye,Terzo,1982-04-06,F,NG,2,counterintelligence agent,intelligence gathering
Eveline,Buckell,1984-07-13,F,IR,8,sniffer,technical support
Robenia,Wherrett,1975-07-27,F,ID,5,field operative,active
Kendell,Briddock,1968-05-26,M,HR,8,communications specialist,active
Kendal,Cowup,1959-09-07,M,RS,7,undercover agent,reconnaissance
Diana,Peddowe,1956-04-25,F,PL,9,medical specialist,covert diplomacy
Andrea,Gricewood,2001-06-18,F,CN,8,infiltration expert,on assignment
Dolli,Bewsey,1979-06-23,F,SE,3,intelligence analyst,on assignment
Betty,Edmand,1956-12-04,F,RU,5,psychological warfare specialist,injured
Eulalie,Letteresse,1984-09-13,F,ID,6,psychological warfare specialist,technical support
Boote,Down,1975-05-08,M,TH,10,translator,standby
Foss,O'Sheeryne,1997-08-31,M,PH,8,negotiation expert,reserve
Ruddie,Spino,1987-05-04,M,CN,1,translator,reconnaissance
Marj,Kitchinham,1986-05-20,F,CN,8,communications specialist,under investigation
Kippie,Dowdney,1992-09-16,M,KR,8,assassin,on leave
Stephan,White,1966-06-12,M,BR,10,negotiation expert,on assignment
Allie,Stanger,1998-02-07,M,US,5,escape and evasion expert,intelligence gathering
Zsazsa,Ledgerton,1956-09-15,F,SY,8,communications specialist,psychological operations
Erda,Boultwood,2002-04-07,F,PT,7,undercover agent,interrogation
Carlita,Whitehead,1965-08-16,F,ID,4,technical specialist,injured
Suki,Micklem,1995-05-27,F,JP,10,cyber operative,reconnaissance
Wilone,Scrymgeour,1985-12-31,F,MY,1,communications specialist,psychological operations
Elnar,Humphries,1981-12-01,M,MA,2,counterterrorism specialist,undercover
Raymond,Probbin,2004-11-08,M,IL,5,cyber operative,covert diplomacy
Waldo,Elsop,1997-08-14,M,GU,9,sniper,black ops
Lainey,Rawcliffe,1994-04-28,F,ID,7,counterintelligence agent,standby
Aurlie,Dassindale,1966-05-24,F,CN,10,demolitions expert,black ops
Humfrey,Marjanski,1987-08-05,M,SI,10,technical specialist,interrogation
Val,Alelsandrowicz,1998-10-23,F,AR,5,sniper,psychological operations
Darcey,Rodinger,1987-03-11,F,CN,3,medical specialist,surveillance
Christan,Claiton,1995-09-17,F,FI,1,technical specialist,standby
Merla,Stearn,1955-03-06,F,VE,5,combat specialist,on assignment
Ardenia,D'Alessandro,2000-07-15,F,YE,3,intelligence analyst,deep cover
Allyce,Dealy,1959-03-30,F,ID,7,intelligence analyst,reconnaissance
Sherlocke,Spears,1992-09-04,M,CN,3,rogue hunter,psychological operations
Corenda,Syers,1998-11-01,F,RU,10,assassin,deep cover
Tootsie,Kinnon,1984-01-03,F,CL,5,agent in place,recovery
Tabbatha,Bantock,1966-05-03,F,DE,1,sniffer,training
Orelia,Bearman,1998-10-16,F,US,3,undercover agent,deep cover
Garret,Sunner,1997-07-28,M,GR,7,assassin,on leave
Renault,Lovelock,1963-04-20,M,FR,5,influence operations specialist,surveillance
Ham,Maddern,1959-12-24,M,NE,1,infiltration expert,intelligence gathering
Lorianna,Pegg,2004-09-22,F,IR,6,infiltration expert,active
Katti,Gossart,1954-06-27,F,PL,4,survivalist,technical support
Zabrina,Diche,1994-06-30,F,ID,8,interrogation specialist,active
Isidore,Paradine,1957-10-24,M,BR,8,agent in place,reconnaissance
Dwight,Hunt,1973-03-13,M,CN,4,influence operations specialist,covert diplomacy
Yancy,Matthaus,1989-10-07,M,ID,4,technical specialist,covert diplomacy
Elysia,Meuse,2000-05-22,F,HT,6,rogue hunter,reserve
Dasi,Stodhart,1962-09-12,F,PL,4,asset handler,injured
Winslow,Taffurelli,1988-08-26,M,CN,4,underwater specialist,undercover
Ann,Minchi,2004-07-28,F,GR,4,technical specialist,reconnaissance
Lissy,McTerry,1999-12-12,F,CN,1,technical specialist,black ops
Osgood,Kenshole,1989-04-08,M,CN,6,counterterrorism specialist,reconnaissance
Barbra,Vankeev,1988-03-12,F,CA,9,translator,injured
Dionisio,Yockney,1995-06-08,M,TH,8,interrogation specialist,training
Base,Leuchars,1996-05-30,M,CN,2,sniffer,surveillance
Jordain,Wherry,1990-08-24,F,AR,6,asset handler,training
Brandon,Butting,1969-11-30,M,RU,8,assassin,active
Knox,Oakwood,1982-06-23,M,FR,6,escape and evasion expert,training
Alair,Alflat,1964-12-08,M,CN,5,demolitions expert,reserve
Spike,Nisen,1954-04-13,M,ID,7,psychological warfare specialist,deep cover
Alexi,Matussov,1998-11-28,F,DK,3,assassin,interrogation
Yolande,Hannen,1964-11-17,F,RU,1,psychological warfare specialist,black ops
Hallie,Trownson,1969-08-03,F,ID,8,combat specialist,reconnaissance
Pincas,Warlow,1971-06-10,M,BR,5,survivalist,under investigation
Rice,Howkins,1983-03-30,M,BR,7,undercover agent,reconnaissance
Osbourne,McGeagh,1968-05-06,M,ID,2,negotiation expert,black ops
Louis,Shobbrook,1955-08-23,M,FR,3,combat specialist,infiltration
Gale,Hetterich,1972-09-06,F,BR,1,assassin,under investigation
Claire,Burkhill,2000-06-04,M,LU,5,counterterrorism specialist,active
Aurel,Willingam,1997-07-11,F,PH,1,technical specialist,under investigation
Myer,Smail,1975-06-07,M,PH,3,counterintelligence agent,standby
Aila,Ferns,1969-08-18,F,CN,2,interrogation specialist,injured
Holly,Hender,1983-06-10,M,PL,8,demolitions expert,training
Cordelia,Goudy,1966-04-26,F,ID,3,interrogation specialist,intelligence gathering
Danice,Turban,1992-07-14,F,FR,1,undercover agent,active
Emmerich,Rosenbusch,2003-04-24,M,CN,7,translator,active
Muhammad,Aspden,1985-05-29,M,LU,3,counterterrorism specialist,deep cover
Reinwald,Carrell,1962-06-10,M,ID,4,escape and evasion expert,infiltration
Farrell,Vowels,1961-12-28,M,PL,9,sniper,covert diplomacy
Ailina,Horsey,1988-04-07,F,LK,1,technical specialist,reconnaissance
Adrian,McPartlin,2001-06-01,M,AM,7,communications specialist,covert diplomacy
Bernette,Doy,1961-09-16,F,PY,8,escape and evasion expert,black ops
Arda,Boydon,1954-06-22,F,RU,4,combat specialist,under investigation
Teodoro,Fripps,1978-03-10,M,CZ,8,psychological warfare specialist,interrogation
Godfrey,Alexandrescu,1993-01-13,M,PH,7,escape and evasion expert,undercover
Margalit,Keady,1973-07-06,F,CN,1,negotiation expert,reserve
Krishna,Jahnisch,1970-08-30,M,CN,10,field operative,under investigation
Coraline,Mosson,1998-07-02,F,ID,8,survivalist,training
Maxine,Elmhirst,1977-05-03,F,CN,5,communications specialist,infiltration
Pepe,Erwin,1987-05-03,M,DE,9,interrogation specialist,undercover
Allan,Wodeland,1954-08-01,M,PT,3,technical specialist,undercover
Conni,Balchen,2003-01-18,F,SE,10,undercover agent,on assignment
Margaretha,Macrow,1992-10-24,F,CZ,6,counterterrorism specialist,reconnaissance
Zack,Hansie,1970-08-14,M,PS,8,psychological warfare specialist,active
Cody,Ventham,1959-11-10,M,RU,1,technical specialist,undercover
Hercule,Limeburn,2001-09-16,M,HR,8,asset handler,active
Garvin,Belone,1956-08-12,M,PH,3,translator,standby
Dare,Leathes,1958-05-17,M,CN,6,cyber operative,on leave
Carey,Hens,1979-06-23,M,CO,3,counterintelligence agent,technical support
Charin,Vanacci,1998-01-20,F,SE,6,field operative,on assignment
Louisette,Lemar,1955-02-27,F,PL,8,interrogation specialist,on leave
Juli,Gurry,1995-04-06,F,PE,8,agent in place,recovery
Joni,Paulton,2001-04-25,F,CA,4,counterterrorism specialist,black ops
Joela,Pitrollo,1981-02-01,F,MX,9,medical specialist,surveillance
Tate,Durrell,1990-11-29,M,RU,9,counterintelligence agent,deep cover
Ulrika,Betterton,1955-05-07,F,CN,6,assassin,infiltration
Rudd,Rhubottom,1973-02-14,M,AZ,3,interrogation specialist,recovery
Waylan,Whiterod,1962-02-21,M,IR,7,translator,infiltration
Ingmar,Jowling,1975-04-10,M,NO,1,assassin,active
Demetri,Tuberfield,1971-06-22,M,PL,4,field operative,on leave
Dena,Ruck,1985-05-07,F,RU,5,field operative,under investigation
Sonny,Osorio,2003-01-03,F,RU,6,interrogation specialist,on leave
Benson,Extal,1981-04-03,M,CF,10,psychological warfare specialist,active
Sherrie,Levings,1966-12-07,F,PA,4,communications specialist,covert diplomacy
Euphemia,Soeiro,1984-05-06,F,CN,8,counterterrorism specialist,deep cover
Devin,Dallmann,1976-06-15,M,CN,9,communications specialist,infiltration
Shandra,Pattini,1965-06-01,F,CN,1,psychological warfare specialist,covert diplomacy
Cord,Espine,1958-04-06,M,ID,1,cyber operative,deep cover
Wynnie,Lembrick,1961-05-05,F,KH,9,translator,training
Nana,Oxborough,1959-01-15,F,NO,10,communications specialist,reconnaissance
Douglass,Eckersall,1960-06-23,M,CN,3,technical specialist,psychological operations
Ilario,Yegorovnin,1960-08-18,M,ID,1,assassin,reserve
Marcello,Whotton,1968-04-22,M,PA,9,communications specialist,active
Drona,Canero,1956-07-26,F,PH,10,sniper,training
Thibaud,Huntley,2000-08-01,M,ID,6,rogue hunter,under investigation
Tiphanie,Foote,2002-09-14,F,MX,3,field operative,on assignment
Clerissa,Munning,1956-12-23,F,JP,7,counterterrorism specialist,deep cover
Aloise,Dallman,1957-01-13,F,PY,6,agent in place,on assignment
Claudine,Viel,1973-03-27,F,FR,5,counterterrorism specialist,intelligence gathering
Woodie,Lurcock,1972-10-16,M,SE,3,communications specialist,active
Kristan,Daborne,1956-02-13,F,KE,4,asset handler,technical support
Albie,Rawling,2005-04-29,M,UG,4,survivalist,on assignment
Derick,Dowden,1978-07-19,M,AR,9,technical specialist,deep cover
Odele,Maccraw,1988-10-31,F,PL,5,field operative,reserve
Jodee,Sarchwell,2000-02-02,F,PT,2,field operative,active
Nicol,Concannon,1997-05-28,M,CN,9,escape and evasion expert,standby
Brena,Leppo,1973-10-16,F,NG,6,intelligence analyst,technical support
Olivier,Egan,1995-01-24,M,PH,9,technical specialist,reserve
Arlina,Guillain,1993-09-05,F,CN,1,field operative,under investigation
Myrilla,Petrasch,1975-08-29,F,UA,10,field operative,black ops
Nance,Rickell,1972-01-07,F,CN,9,undercover agent,psychological operations
Boy,Lokier,1982-08-31,M,CZ,3,undercover agent,infiltration
Celie,Iacopo,1995-08-31,F,PE,8,undercover agent,covert diplomacy
Roxy,Rowler,2001-04-18,F,ID,2,counterterrorism specialist,deep cover
Mitchel,Monelle,1982-11-21,M,PL,3,counterterrorism specialist,surveillance
Jolie,Norbury,1990-12-13,F,CY,7,interrogation specialist,black ops
Morgen,Clowney,1967-04-10,M,CY,4,sniper,undercover
Siobhan,Corwood,1960-04-01,F,KR,6,infiltration expert,on assignment
Freddie,Bottrell,1954-12-30,M,JP,9,psychological warfare specialist,deep cover
Dana,Kersaw,1973-01-27,F,FR,2,sniper,black ops
Trev,Pickup,1973-07-17,M,PL,5,escape and evasion expert,undercover
Sheeree,Riccio,2002-03-31,F,CN,9,escape and evasion expert,under investigation
Tait,Odom,2002-07-08,M,HR,8,psychological warfare specialist,on assignment
Malva,Grishunin,1966-08-24,F,FR,1,communications specialist,under investigation
Kamilah,Baldacco,2003-11-18,F,AZ,2,survivalist,covert diplomacy
Bron,Linke,2002-08-26,M,AL,4,influence operations specialist,recovery
Evered,Jahnel,1963-03-02,M,RU,3,influence operations specialist,undercover
Dillon,Merit,1964-01-02,M,CZ,8,communications specialist,on assignment
Moyra,McMennum,2002-03-05,F,PL,7,sniper,undercover
Tawnya,Jorissen,1976-04-19,F,CN,1,demolitions expert,surveillance
Dietrich,Bowell,1975-03-08,M,PH,1,interrogation specialist,training
Gayle,Rodolphe,2001-12-27,M,ID,7,escape and evasion expert,technical support
Odetta,Tomala,1973-07-10,F,FR,9,assassin,on leave
Marcus,Magowan,2000-01-01,M,LR,5,asset handler,deep cover
Vassily,Cordelet,1981-05-29,M,PL,3,technical specialist,psychological operations
Evy,Stimpson,1982-01-18,F,ID,10,counterintelligence agent,reconnaissance
Gayleen,McCord,1961-12-28,F,JP,9,sniper,recovery
Ezechiel,Edgin,1979-01-25,M,XK,4,combat specialist,injured
Clarence,Tomlinson,1958-06-18,M,CN,3,survivalist,technical support
Zena,Osbaldstone,1992-05-24,F,CN,10,technical specialist,standby
Marcellus,Birchill,1975-07-22,M,CN,3,interrogation specialist,injured
Whitney,Stockall,1993-01-16,M,RU,1,combat specialist,reconnaissance
Avie,Amery,1974-10-08,F,TN,3,sniffer,under investigation
Faun,Mullins,1958-12-03,F,RU,5,communications specialist,covert diplomacy
Demetris,Corrett,1997-08-05,M,IE,9,infiltration expert,recovery
Brockie,Shiliton,1996-09-20,M,SE,4,combat specialist,recovery
Conrad,Dufaur,1980-03-20,M,VN,7,undercover agent,covert diplomacy
Iorgos,Craine,1970-03-05,M,VE,4,intelligence analyst,reserve
Inigo,Georgeot,1968-12-02,M,UA,9,field operative,on leave
Doroteya,Hallas,1973-05-07,F,RU,1,cyber operative,intelligence gathering
Lesya,Bohike,1989-12-18,F,ES,3,interrogation specialist,recovery
Mischa,Fusedale,1982-03-26,M,BE,2,undercover agent,black ops
Lynde,Askham,1965-10-13,F,IR,7,communications specialist,injured
Joellyn,Guerin,1984-02-11,F,ID,10,influence operations specialist,deep cover
Devy,Plover,1977-12-07,M,PH,5,escape and evasion expert,active
Aube,Leisman,1962-12-25,M,UZ,3,communications specialist,undercover
Gerhardine,Alexandrou,1993-06-11,F,RU,1,field operative,surveillance
Jed,Hardy,1990-06-05,M,BR,7,counterterrorism specialist,covert diplomacy
Lief,Limpertz,1998-03-25,M,AR,7,counterintelligence agent,on assignment
Kerwinn,Pearcy,1975-08-16,M,CA,10,asset handler,on assignment
Kermie,Doneld,1988-12-17,M,ID,9,counterintelligence agent,psychological operations
Sanders,Margiotta,2003-04-12,M,PK,3,combat specialist,infiltration
Melessa,Scheu,1989-02-02,F,CZ,2,counterintelligence agent,surveillance
Mel,Crolly,1967-06-23,M,ID,6,assassin,training
Brigitta,Garnett,1968-02-24,F,CN,7,negotiation expert,intelligence gathering
Birgit,Dray,1954-07-14,F,LV,8,technical specialist,training
Elsy,Dickins,1988-03-03,F,ID,5,agent in place,covert diplomacy
Jeannette,Hartropp,1967-02-11,F,SE,10,survivalist,standby
Marlon,Thurske,1968-12-30,M,CN,6,medical specialist,under investigation
Kahlil,Chue,1967-12-26,M,JP,3,counterterrorism specialist,injured
Tara,Stimson,1968-02-09,F,CN,5,undercover agent,deep cover
Hephzibah,Husher,1996-12-16,F,CD,10,intelligence analyst,psychological operations
