0,1,2,3,4,5,6,7
Sherwin,Brockie,2003-10-17,M,CA,1,medical specialist,recovery
Galen,Amphlett,2005-10-25,M,IN,6,influence operations specialist,psychological operations
Dewie,Backshill,1960-03-28,M,BO,3,agent in place,active
Shelley,Docket,1971-03-04,M,MZ,7,counterterrorism specialist,reconnaissance
Aron,O'Brogan,2002-08-06,M,CN,6,asset handler,reserve
Camile,Redon,1961-08-24,F,NO,3,agent in place,training
Franky,Spiniello,1984-01-29,M,CN,8,underwater specialist,recovery
Lacie,Hukin,1990-11-14,F,PH,6,undercover agent,black ops
Ellwood,Sawers,1983-09-16,M,AR,3,infiltration expert,under investigation
Rickard,Bedell,1990-02-05,M,US,5,intelligence analyst,recovery
Stepha,Halloran,1986-01-18,F,SE,3,intelligence analyst,injured
Hillery,Boulding,1961-07-11,M,CN,5,agent in place,interrogation
Kamila,Fenty,2005-12-29,F,TH,6,rogue hunter,intelligence gathering
Iseabal,Pavlov,1995-04-06,F,MA,2,asset handler,reserve
Hazel,Flowith,1963-08-31,M,GT,5,agent in place,under investigation
Cassie,Sand,1955-05-30,F,PL,6,asset handler,recovery
Tommy,Theakston,1982-06-30,M,BR,4,combat specialist,psychological operations
Pat,Cazin,1972-04-15,F,CN,10,combat specialist,reserve
Jean,Nilges,1996-03-25,M,UA,10,infiltration expert,on leave
Wendel,Ranaghan,2000-05-12,M,US,4,sniffer,technical support
Danika,Dullaghan,1964-07-03,F,MR,10,technical specialist,undercover
Ailina,Santore,1958-05-04,F,CN,10,underwater specialist,black ops
Jimmy,Toun,1994-12-09,M,ID,5,interrogation specialist,reserve
Krista,Ledbetter,1992-07-04,F,MY,1,translator,injured
Ivett,Gaythwaite,1980-02-17,F,PT,2,asset handler,injured
Courtney,Chatto,1999-06-19,M,CN,9,negotiation expert,psychological operations
Kippie,Ransome,2004-04-14,F,CN,3,escape and evasion expert,standby
Clo,Kirkbride,1985-09-12,F,FI,7,communications specialist,deep cover
Yoshiko,Yuryichev,1973-04-04,F,LT,10,intelligence analyst,injured
Gayleen,Drakes,1968-07-27,F,SE,5,medical specialist,active
Lou,Babar,1997-06-26,M,JP,8,psychological warfare specialist,standby
Desiri,Edowes,1961-04-23,F,PT,1,influence operations specialist,deep cover
Alejoa,O'Hdirscoll,2002-03-20,M,GB,1,field operative,on leave
Gannie,Slayford,1979-12-15,M,UA,5,rogue hunter,recovery
Sky,Dunckley,1984-04-23,M,CN,9,psychological warfare specialist,infiltration
Nels,Bentinck,1954-05-16,M,PK,3,sniffer,on assignment
Berke,Filochov,1984-05-29,M,CN,6,agent in place,interrogation
Corbin,Fensome,1964-06-23,M,SE,3,psychological warfare specialist,interrogation
Roze,Gradly,1960-03-22,F,PS,7,underwater specialist,training
Randi,Lenox,1992-06-17,F,CZ,6,translator,interrogation
Lira,Jewster,1972-06-14,F,BY,2,field operative,black ops
Lucilia,Franses,2005-12-26,F,SO,9,psychological warfare specialist,black ops
Elena,Josling,1995-02-24,F,EG,10,communications specialist,under investigation
Edlin,Sein,2005-08-18,M,TH,9,counterterrorism specialist,black ops
Mela,McDirmid,1959-08-13,F,ZA,9,escape and evasion expert,intelligence gathering
Kev,Bicheno,1958-10-27,M,SE,3,agent in place,deep cover
Etty,Springtorp,1977-05-01,F,PL,7,undercover agent,technical support
Minetta,Cushelly,1996-05-08,F,MN,4,asset handler,under investigation
Timothy,Leathard,1977-02-14,M,CN,3,influence operations specialist,infiltration
Riki,Label,1997-04-30,F,AR,3,sniffer,recovery
Jamie,Fantini,1988-08-16,F,CN,2,technical specialist,psychological operations
Martita,Chettoe,1960-03-27,F,RU,8,cyber operative,intelligence gathering
Pooh,Dullaghan,2005-11-11,M,GR,5,sniffer,training
Cori,Codi,2004-06-28,F,NG,10,demolitions expert,training
Killy,Beyne,1973-02-02,M,CN,2,demolitions expert,covert diplomacy
Stanfield,Blumson,1997-07-06,M,KZ,10,influence operations specialist,interrogation
Dannie,Pond,1975-05-21,F,PH,2,rogue hunter,surveillance
Tammy,Everard,1998-05-22,M,FR,2,technical specialist,black ops
Jade,Loomis,1975-03-27,F,RS,3,communications specialist,psychological operations
Teriann,De Lascy,1965-07-23,F,ID,8,medical specialist,standby
Giustina,Bockings,2006-01-19,F,BB,4,escape and evasion expert,reserve
Zorah,Macoun,2005-03-10,F,ID,5,agent in place,intelligence gathering
Gery,Janicki,1958-01-08,M,PH,10,sniper,intelligence gathering
Alvin,Bradd,1962-12-16,M,CN,1,influence operations specialist,intelligence gathering
Gwyn,MacGeaney,1965-10-31,F,PL,5,infiltration expert,intelligence gathering
Debee,Van Oord,2003-08-27,F,CN,6,sniffer,interrogation
Konstanze,Bartusek,1962-05-19,F,ID,6,field operative,on leave
Aimee,Daye,2001-02-24,F,PK,4,technical specialist,technical support
Dasha,Meus,1972-01-01,F,CN,4,infiltration expert,black ops
Glenden,Gorger,1977-03-10,M,CZ,7,influence operations specialist,intelligence gathering
Shelbi,Betje,2004-07-02,F,PH,8,sniffer,injured
Jessee,Falkus,1994-08-09,M,CA,10,negotiation expert,infiltration
Ricki,Slides,1994-10-26,M,CN,4,psychological warfare specialist,under investigation
Yorgos,Wolver,1963-12-02,M,PH,7,counterterrorism specialist,black ops
Naoma,Coneley,1976-10-12,F,EG,6,sniper,psychological operations
Zedekiah,Cray,1970-11-02,M,CN,10,underwater specialist,surveillance
Olivette,Waliszewski,1971-04-27,F,TH,3,counterintelligence agent,infiltration
Catriona,Ovendon,1957-05-16,F,CF,1,undercover agent,undercover
Vale,Frenzel;,1967-12-24,M,CN,10,rogue hunter,recovery
Dale,Puxley,1993-09-09,F,PT,4,negotiation expert,surveillance
Clem,Putterill,1974-06-07,F,PH,3,demolitions expert,under investigation
Doralin,Blakemore,1965-12-10,F,HN,9,interrogation specialist,under investigation
Bartlett,Greenway,1967-04-07,M,PH,2,counterterrorism specialist,intelligence gathering
Nickolas,Pickup,1966-01-02,M,AM,7,interrogation specialist,psychological operations
Gerda,Dransfield,2003-02-13,F,PH,4,underwater specialist,active
Margarethe,Jubb,1993-05-19,F,CN,4,medical specialist,surveillance
Feliks,McMenemy,1968-04-22,M,IR,3,underwater specialist,reserve
Abbe,Howie,1998-06-07,F,LK,2,translator,reconnaissance
Velma,Harly,1979-09-30,F,ID,9,cyber operative,black ops
Claudine,Brymner,1993-10-29,F,EG,1,interrogation specialist,surveillance
Audie,Klimek,1982-11-26,F,PE,6,demolitions expert,surveillance
Luciano,Artus,1978-11-01,M,RU,2,negotiation expert,infiltration
Dolly,Reasun,1971-04-22,F,GT,5,medical specialist,active
Paule,Handrek,1979-07-10,F,CN,5,medical specialist,infiltration
Rebe,Paradis,2000-04-30,F,CN,6,agent in place,active
Fabien,Klempke,1981-08-11,M,ZA,6,underwater specialist,training
Casey,Able,1999-05-22,F,ID,10,sniffer,active
Matt,Jacop,1981-05-15,M,ID,6,cyber operative,psychological operations
Brana,Scotland,1964-10-22,F,RU,4,asset handler,under investigation
Waylon,Joret,1975-03-05,M,CN,10,negotiation expert,intelligence gathering
Kelbee,Soars,1961-12-01,M,CN,3,sniffer,covert diplomacy
Elsbeth,Mutch,1979-06-12,F,DE,1,sniper,interrogation
Carmine,Polfer,1976-03-22,M,PK,9,underwater specialist,reconnaissance
Jackqueline,Handrahan,2005-04-30,F,PH,3,undercover agent,active
Ax,Vayne,1959-03-17,M,BD,10,medical specialist,black ops
Derward,Aluard,1987-11-02,M,LT,4,underwater specialist,black ops
Orson,Greatex,1954-02-27,M,US,8,translator,technical support
Konstance,Pedrielli,1967-05-23,F,US,6,combat specialist,training
Griffy,Ricciardelli,1968-04-11,M,PH,7,technical specialist,covert diplomacy
Tanhya,Arundel,1990-01-25,F,SY,4,counterterrorism specialist,under investigation
Freddi,Swinfon,1978-09-09,F,VN,4,underwater specialist,active
Quinn,Russan,1975-01-13,M,ID,6,sniffer,black ops
Batholomew,Cowern,1975-01-17,M,FR,9,underwater specialist,on leave
Leora,Preddle,1982-01-03,F,AR,5,sniffer,under investigation
Anna-diana,Ors,1963-09-26,F,MZ,8,counterterrorism specialist,injured
Will,Wimpenny,1960-12-30,M,SE,9,undercover agent,undercover
Alon,Gotthard,2004-09-24,M,ID,10,counterintelligence agent,technical support
Nate,Cristoforo,1982-06-22,M,PH,10,survivalist,psychological operations
Michel,Brinson,1954-08-20,F,GR,6,sniffer,reconnaissance
Isobel,Tuberfield,1961-11-25,F,RU,9,sniffer,on assignment
Thalia,Jeavons,1957-03-29,F,AR,7,medical specialist,deep cover
Helaina,Gilyott,1965-01-19,F,RU,7,counterintelligence agent,standby
Ferrel,Lilburne,1988-07-23,M,AZ,7,sniffer,technical support
Dukie,Strange,1961-04-09,M,BO,5,translator,covert diplomacy
Emile,Steward,1974-10-11,M,RU,8,escape and evasion expert,reserve
Maddie,Crisp,1984-09-18,F,RU,10,agent in place,reserve
Leone,Brombell,1972-04-11,F,CA,2,escape and evasion expert,training
Keelia,Ackhurst,1963-04-10,F,CN,10,demolitions expert,recovery
Dorry,Danforth,1994-10-08,F,BR,2,influence operations specialist,on assignment
Jacquetta,Catterell,1997-08-12,F,GR,7,infiltration expert,injured
Sherilyn,Owbrick,1978-05-03,F,PH,10,survivalist,black ops
Barb,Swiers,1989-05-05,F,PH,10,technical specialist,reconnaissance
Thorpe,Barthelme,1988-10-22,M,NL,8,technical specialist,active
Sandi,Kennington,1970-06-18,F,NL,10,survivalist,on assignment
Aurilia,Morin,1957-11-01,F,FR,9,field operative,training
Lenard,Fancett,1970-01-16,M,GT,7,intelligence analyst,deep cover
Drona,Vials,1966-07-21,F,CZ,3,asset handler,undercover
Paule,Shovlin,1985-10-18,F,BR,5,interrogation specialist,on leave
Coralyn,Clear,1981-04-04,F,ID,9,interrogation specialist,covert diplomacy
Elia,Ritter,1973-06-02,M,KG,9,asset handler,on leave
Pietrek,McKelvey,1993-01-28,M,JP,1,translator,surveillance
Renae,Andras,1954-04-11,F,AM,10,sniffer,intelligence gathering
Dominica,Iredale,1994-08-08,F,BW,9,sniffer,training
Ralf,Wilse,2003-09-23,M,CN,3,field operative,interrogation
Neil,Briiginshaw,1966-07-03,M,CN,9,interrogation specialist,injured
Ailbert,Hurry,1955-01-28,M,TH,8,communications specialist,black ops
Rene,Seydlitz,1987-05-29,F,FR,3,negotiation expert,on assignment
Opaline,Nana,1988-10-05,F,SE,2,technical specialist,black ops
Alexis,Dempsey,1967-03-05,F,FR,2,counterintelligence agent,technical support
Abagael,Clemow,1996-05-21,F,ID,1,medical specialist,surveillance
Norbert,Ebdon,1990-09-18,M,CN,2,escape and evasion expert,psychological operations
Kerrin,Sainte Paul,1954-02-02,F,PT,2,combat specialist,injured
Valry,Orrin,1955-09-01,F,AL,3,combat specialist,recovery
Juli,Lehrle,1996-12-24,F,ID,1,asset handler,recovery
Chelsea,Filipponi,1995-01-20,F,CN,3,counterintelligence agent,recovery
Maurise,Chese,1975-07-06,M,PT,3,infiltration expert,active
Adelaide,MacGillreich,1985-10-22,F,PE,9,infiltration expert,intelligence gathering
Amabel,Flisher,1955-06-23,F,MK,5,influence operations specialist,under investigation
Elliott,Pascow,1974-12-14,M,NA,1,sniper,on assignment
Babette,Fairbridge,1967-08-26,F,PE,8,counterintelligence agent,deep cover
Virge,Smellie,1989-07-17,M,ID,9,agent in place,technical support
Lura,Josum,1989-04-13,F,PH,6,rogue hunter,on assignment
Chiquia,Swatheridge,2000-04-25,F,ID,4,combat specialist,surveillance
Tiffi,Oag,1976-01-08,F,JP,7,influence operations specialist,interrogation
Duke,Sproule,1970-05-18,M,AF,1,communications specialist,deep cover
Saxe,Timberlake,1974-08-01,M,ID,9,psychological warfare specialist,deep cover
Katherine,Schruur,1981-07-10,F,FR,3,counterterrorism specialist,on assignment
Darlleen,Llop,1967-12-25,F,RU,4,medical specialist,recovery
Lethia,Siman,1956-01-24,F,JP,2,underwater specialist,psychological operations
Raine,Braddick,1963-06-10,F,PS,7,assassin,surveillance
Emmeline,Bennellick,1959-08-19,F,KZ,8,sniffer,under investigation
Hillie,Waghorn,2005-06-15,M,IT,6,field operative,reconnaissance
Vick,Fillery,1997-10-21,M,BY,7,demolitions expert,active
Theo,Leffek,1988-07-26,F,PY,3,underwater specialist,black ops
Brit,Bracknall,1954-01-05,F,CN,4,asset handler,reconnaissance
Elia,Makiver,1994-12-26,M,JP,6,interrogation specialist,reserve
Osbourn,Lawee,1982-04-16,M,MD,6,survivalist,interrogation
Renell,Wicken,1982-01-19,F,JP,2,translator,active
Henrik,Hopkyns,1955-10-24,M,CN,3,negotiation expert,recovery
Denys,Kruschov,1980-01-30,M,BY,7,psychological warfare specialist,on leave
Boothe,Deverick,1958-07-08,M,CZ,5,demolitions expert,infiltration
Ilario,Bleasby,1999-03-22,M,DE,4,psychological warfare specialist,infiltration
Shela,Pover,1966-02-05,F,AF,1,sniffer,injured
Raddie,Coils,1981-03-30,M,BR,10,counterterrorism specialist,intelligence gathering
Rosene,Yardley,1969-07-23,F,PL,4,intelligence analyst,interrogation
Clerc,Tran,1958-04-04,M,ID,2,counterterrorism specialist,standby
Aubert,Hayth,1985-01-22,M,TZ,8,assassin,infiltration
Dav,Silman,1991-07-12,M,JP,4,rogue hunter,deep cover
Georas,Neenan,1980-05-01,M,PT,5,infiltration expert,reconnaissance
Pearl,Camel,1962-01-02,F,ID,6,communications specialist,technical support
Philip,Catlow,1957-02-15,M,BA,10,sniffer,reserve
Clyde,Whytock,1972-02-25,M,CN,2,negotiation expert,injured
Clayborne,Valek,1977-04-04,M,RS,8,demolitions expert,technical support
Thebault,Goodband,2001-09-10,M,CN,5,agent in place,black ops
Shayne,Normabell,1970-12-02,M,CN,1,interrogation specialist,on leave
Raye,De Haven,1976-06-10,F,RU,7,demolitions expert,recovery
Eduino,Surguine,1969-05-19,M,CN,10,agent in place,intelligence gathering
Vitoria,Bonham,1965-04-01,F,RU,6,communications specialist,technical support
Branden,Carek,1956-12-04,M,FR,3,cyber operative,reserve
Lucy,Dobing,2002-06-06,F,KZ,10,demolitions expert,active
Eddie,Jonsson,1965-04-28,F,PK,5,infiltration expert,recovery
Cordula,Birmingham,1971-03-04,F,CN,3,negotiation expert,reserve
Faydra,Jugging,1990-05-26,F,CN,7,asset handler,on assignment
Legra,Orr,1990-01-05,F,CZ,6,counterintelligence agent,on leave
Tiebout,Francklyn,1989-05-20,M,CI,5,undercover agent,interrogation
Mabel,Thwaites,1994-10-29,F,ID,6,undercover agent,on leave
Agneta,Aleavy,1997-01-22,F,CN,5,sniffer,on assignment
Brad,Spare,1967-01-16,M,BG,9,undercover agent,injured
Maud,Lancetter,1995-08-10,F,ID,8,rogue hunter,standby
Thaine,Slayny,1959-10-23,M,PE,10,combat specialist,on leave
Douglass,Howsley,1972-07-10,M,PL,5,counterintelligence agent,recovery
Domeniga,Debrett,1957-11-06,F,AF,6,demolitions expert,deep cover
Grange,Schlag,1991-03-26,M,CN,5,field operative,intelligence gathering
Floyd,Liepins,1980-08-23,M,CN,3,combat specialist,infiltration
Angelica,Shortall,1997-03-01,F,ID,5,combat specialist,injured
Iolanthe,Stegel,1968-02-26,F,PE,8,interrogation specialist,active
Reinaldo,Rein,1981-04-09,M,CN,7,combat specialist,training
Liza,Iczokvitz,1995-02-04,F,PL,3,infiltration expert,covert diplomacy
Herrick,Collison,1954-02-20,M,UA,3,cyber operative,deep cover
Oriana,Kenningham,1974-07-11,F,UA,7,counterterrorism specialist,injured
Jobi,Bowle,1977-02-06,F,RU,9,translator,infiltration
Raquela,Dicky,1979-03-25,F,CN,4,field operative,covert diplomacy
Fredra,Lancetter,2005-11-29,F,ID,2,medical specialist,interrogation
Maison,Antonias,1976-08-17,M,FR,10,medical specialist,active
Myrah,Meineck,1995-06-22,F,CN,1,communications specialist,intelligence gathering
Gerald,Aubert,1974-05-26,M,CN,4,influence operations specialist,deep cover
Nehemiah,Kenwell,1999-10-18,M,CN,5,negotiation expert,under investigation
Winni,Suttie,1969-11-03,F,RU,9,asset handler,under investigation
Pryce,Worg,1989-06-03,M,GT,8,escape and evasion expert,technical support
Tamqrah,Blazejewski,2003-05-24,F,BI,6,counterintelligence agent,injured
Wilden,Crother,1970-10-04,M,NP,4,demolitions expert,recovery
Benedikt,Brear,1995-11-02,M,PE,2,cyber operative,recovery
Valentine,Huggett,1961-06-10,F,PH,5,underwater specialist,interrogation
Leesa,O'Tuohy,2000-03-21,F,KE,8,psychological warfare specialist,on assignment
Farlee,Toothill,1999-03-19,M,SE,3,intelligence analyst,reserve
Ellary,Latchmore,1985-01-01,M,PT,6,agent in place,on leave
Britt,Godmer,1979-10-16,M,PE,1,interrogation specialist,psychological operations
Elston,Clow,2005-07-06,M,CN,3,technical specialist,covert diplomacy
Lester,Brelsford,2001-03-07,M,CN,10,rogue hunter,technical support
Malinda,Worsley,1961-08-28,F,IL,6,psychological warfare specialist,intelligence gathering
Cosetta,Leer,1983-07-22,F,SE,3,underwater specialist,intelligence gathering
Bancroft,Dewsnap,2000-03-08,M,ID,4,medical specialist,deep cover
Haskell,Creavan,1954-05-31,M,ID,4,interrogation specialist,deep cover
Trudy,Yeell,1989-06-12,F,CN,1,survivalist,training
Laurianne,O' Shea,1986-12-05,F,CZ,3,intelligence analyst,reconnaissance
Constantine,Spurling,1984-11-10,M,GR,1,influence operations specialist,intelligence gathering
Valma,Ilive,1962-01-08,F,CN,8,counterterrorism specialist,on leave
Arri,Guilloux,1955-09-20,M,RU,1,counterintelligence agent,reserve
Reube,Reape,1988-01-28,M,RU,2,communications specialist,standby
Rolph,Papaminas,1996-07-07,M,CN,7,field operative,on assignment
Chaunce,Braham,1983-10-10,M,CO,7,communications specialist,covert diplomacy
Blanch,Gligoraci,1991-08-20,F,VN,2,asset handler,undercover
Carlynn,Loadman,1980-07-22,F,PL,2,intelligence analyst,active
Kingsley,Brake,1985-05-19,M,BA,7,undercover agent,injured
Prince,Hannah,1990-03-26,M,PH,10,intelligence analyst,recovery
Steffie,Giovannacci,1994-12-20,F,FR,8,rogue hunter,training
Rafi,Barford,1989-08-11,M,CN,4,counterintelligence agent,on leave
Thacher,Zimmer,1981-04-26,M,CO,4,medical specialist,standby
Nedi,Hazeldine,1958-10-18,F,US,7,intelligence analyst,reconnaissance
Luce,Yeude,1960-05-12,F,NG,7,psychological warfare specialist,deep cover
Alec,Van Arsdalen,1991-10-12,M,TJ,7,demolitions expert,technical support
Micky,Dell Casa,1981-03-19,M,CN,5,escape and evasion expert,technical support
Christiana,Bootland,1969-09-30,F,PT,6,combat specialist,injured
Hi,Yegorev,1973-05-07,M,VN,10,sniper,reserve
Dennie,Craighall,1974-02-24,M,UY,4,infiltration expert,interrogation
Jacky,Giuroni,1975-06-15,F,CN,5,rogue hunter,standby
Willie,Goodwill,1965-12-11,F,ID,2,counterintelligence agent,black ops
Kathryn,O'Duilleain,1980-11-09,F,ID,9,assassin,standby
Ruthi,Bride,1978-12-10,F,FR,9,field operative,psychological operations
Ayn,Leyland,1972-04-06,F,TH,5,intelligence analyst,active
Eduardo,Schout,1957-01-23,M,DO,6,demolitions expert,intelligence gathering
Lane,Marcum,1973-11-21,M,ID,4,assassin,covert diplomacy
Bette-ann,Kemsley,2001-11-06,F,CN,9,agent in place,on assignment
Dehlia,Scarff,1961-06-27,F,PH,1,field operative,standby
Marieann,Ainslee,1986-07-05,F,BR,7,survivalist,on leave
Konstanze,Metzke,2005-05-30,F,ID,4,counterintelligence agent,psychological operations
Helge,Rittelmeyer,1990-05-12,F,AR,7,infiltration expert,injured
Adam,Verdy,1956-01-21,M,CN,6,communications specialist,on leave
Lazare,Bradman,1975-10-10,M,PH,7,counterintelligence agent,injured
Ellerey,Diano,2005-03-04,M,CN,6,assassin,recovery
Aldridge,Mellings,1988-02-03,M,KG,7,counterterrorism specialist,intelligence gathering
Elsbeth,Killbey,1995-01-19,F,JP,8,escape and evasion expert,on assignment
Isaak,Pipe,1982-07-16,M,FR,6,translator,intelligence gathering
Winfred,Moehle,1990-09-17,M,JP,5,technical specialist,deep cover
Farley,Dockray,1965-12-27,M,CN,3,escape and evasion expert,on assignment
Diarmid,Stockman,1965-11-25,M,KZ,8,sniper,covert diplomacy
Dasie,Honnan,1985-02-14,F,PT,5,combat specialist,covert diplomacy
Val,Fibben,1997-12-26,M,CN,3,assassin,active
Sal,Buttler,2001-11-21,F,CN,7,survivalist,on assignment
Waverley,Wittke,1976-12-23,M,AR,6,sniper,on assignment
Oralie,Ugolotti,2000-07-28,F,PH,6,asset handler,interrogation
Zeke,Horsey,1958-11-19,M,BR,5,rogue hunter,surveillance
Lynna,Hill,1971-09-24,F,PT,4,demolitions expert,training
Nathanil,Stancer,1967-01-20,M,SE,1,agent in place,injured
Bat,Parlot,1958-08-04,M,ID,10,cyber operative,deep cover
Gratiana,Pead,1995-07-12,F,SS,8,psychological warfare specialist,recovery
Colet,Geratasch,2003-02-26,M,HR,10,escape and evasion expert,deep cover
Shanon,Nazair,1997-10-30,F,HN,8,counterterrorism specialist,on leave
Farly,Aucutt,1968-09-17,M,CZ,4,sniffer,interrogation
Ody,Lamanby,1979-02-23,M,KG,2,undercover agent,on assignment
Warren,MacCrann,1963-04-16,M,IE,1,technical specialist,surveillance
Micki,Wohler,1976-01-08,F,CN,4,technical specialist,surveillance
Jodie,McLanaghan,1964-10-04,F,ID,6,demolitions expert,covert diplomacy
Oneida,Bollum,1985-10-26,F,VN,1,counterterrorism specialist,interrogation
Artus,Judkin,1962-12-06,M,CN,2,interrogation specialist,active
Malanie,Malenoir,1999-05-26,F,CN,9,assassin,surveillance
Priscella,Allard,2004-02-29,F,ID,8,medical specialist,training
Agnella,Synan,1967-03-02,F,BR,5,psychological warfare specialist,reserve
Rube,Deverell,1970-11-01,M,CN,1,sniper,reconnaissance
Viviana,Ropkes,2000-12-20,F,CL,7,survivalist,technical support
Ricca,Conrad,1959-02-18,F,SE,2,counterterrorism specialist,standby
Nels,Lathe,1985-12-12,M,CN,1,survivalist,psychological operations
Otto,Naulty,1987-12-11,M,UA,8,counterterrorism specialist,interrogation
Ava,Aubrey,1958-09-04,F,PH,4,sniffer,reserve
Ulrica,MacIver,1990-12-28,F,ID,5,underwater specialist,psychological operations
Jasper,Paolino,1991-05-11,M,RU,2,intelligence analyst,surveillance
