0,1,2,3,4,5
2021-07-10,2024-07-13,914 721 0255,Lianglin,CN,undercover
2019-01-12,2017-08-19,131 862 8872,Lacdayan,PH,reconnaissance
2018-08-04,2025-12-23,663 825 9918,Tangban,CN,surveillance
2021-11-25,2030-12-01,100 785 1600,Ramón Castilla,PE,interception
2017-09-12,2013-10-17,625 464 0866,Sabana Grande de Boyá,DO,delayed
2017-09-24,2023-01-04,406 956 0941,Karangtengah,ID,reconnaissance
2010-02-26,2021-06-27,338 946 0375,Landskrona,SE,high priority
2013-06-05,2024-08-24,222 161 9484,Kazlų Rūda,LT,reconnaissance
2006-01-26,2007-05-16,616 387 2619,Stýpsi,GR,compromised
2022-12-19,2030-08-03,539 851 9637,Anle,CN,covert
2011-11-26,2014-07-12,420 524 9099,Whitwell,GB,undercover
2013-08-03,2006-01-29,654 295 1865,Prachuap Khiri Khan,TH,undercover
2016-08-18,2015-07-08,383 536 4523,Al Mijlad,SD,surveillance
2021-12-04,2010-12-13,361 951 6082,Serikbuya,CN,covert
2014-12-11,2008-11-29,993 980 8851,Caloue,ID,interception
2007-11-25,2032-11-27,289 878 5156,Kapitanivka,UA,completed
2015-09-17,2007-05-17,880 891 7702,Sumberdadi,ID,cancelled
2020-07-29,2033-07-30,740 825 0365,Starobaltachevo,RU,counterintelligence
2011-01-02,2007-09-15,648 485 0765,Santa Adélia,BR,cancelled
2016-04-15,2013-03-23,164 500 1037,Vyshneye Dolgoye,RU,compromised
2012-05-22,2031-02-20,846 623 5075,Guniushan,CN,undercover
2006-02-23,2006-09-21,560 315 7803,Coasa,PE,completed
2018-01-09,2030-09-15,525 764 2184,Adelaide,ZA,high priority
2023-02-22,2030-01-09,408 768 2735,Nūsay,AF,completed
2009-10-15,2024-09-30,807 218 8944,Kyenjojo,UG,compromised
2023-02-07,2014-08-22,112 573 8542,Grangwav,HT,covert
2015-06-07,2017-06-25,954 537 0538,Muang Phôn-Hông,LA,undercover surveillance
2006-10-13,2023-04-03,765 516 3945,Nggesa,ID,undercover surveillance
2011-04-01,2007-07-27,695 867 8459,Itapecerica da Serra,BR,reconnaissance
2017-10-30,2008-12-20,365 641 2115,Nanqiao,CN,cancelled
2007-10-29,2007-03-01,569 954 0497,Yemva,RU,counterintelligence
2015-11-09,2033-07-21,269 877 5575,Banbalah,TN,delayed
2023-01-03,2013-01-13,243 801 8041,Vyshniy Volochëk,RU,covert action
2023-07-27,2030-06-03,787 492 7691,Gutian,CN,cancelled
2021-09-08,2012-01-26,397 666 1500,Meipu,CN,rescue
2011-03-22,2025-06-03,606 821 1985,Mene de Mauroa,VE,rescue
2018-11-03,2015-12-23,916 682 0210,Belovodskoye,KG,interception
2014-05-27,2035-01-04,454 603 1059,Garang,CN,ongoing
2006-09-13,2011-06-03,462 959 6249,Nancaicun,CN,delayed
2012-04-03,2031-05-16,926 606 3131,Kutasari,ID,covert
2017-07-03,2016-11-16,397 478 7933,Örnsköldsvik,SE,interception
2005-09-06,2010-11-30,585 324 5906,Agbani,NG,extraction
2021-11-16,2025-12-18,525 725 4309,Guojiazhuang,CN,undercover surveillance
2007-12-04,2016-05-08,610 836 8233,Si Racha,TH,undercover surveillance
2014-07-28,2029-07-21,819 905 9121,Nedakonice,CZ,reconnaissance
2016-01-06,2032-07-07,182 729 4376,Ciganaria,ID,undercover
2012-07-11,2011-09-22,607 136 4597,Yefremov,RU,interception
2006-05-21,2021-09-29,152 806 3708,Rybatskoye,RU,covert action
2019-11-18,2026-12-11,423 755 6444,Lumbac,PH,compromised
2009-07-02,2026-10-13,100 855 8108,Skellefteå,SE,extraction
2011-09-24,2018-06-17,425 273 6655,Khóra,GR,ongoing
2016-03-26,2019-03-09,788 424 0437,Cran-Gevrier,FR,ongoing
2006-07-17,2034-04-06,190 431 3533,Hällefors,SE,infiltration
2020-08-26,2024-07-11,705 791 4447,Yuefeng,CN,active
2022-04-07,2020-02-06,510 523 5925,Vesoul,FR,delayed
2022-12-21,2032-10-09,972 959 6777,Bastos,BR,active
2016-04-30,2009-07-24,723 160 8165,Kediren,ID,rescue
2015-06-24,2032-06-22,850 809 9561,Cuchumbaya,PE,counterintelligence
2005-06-01,2013-06-03,671 617 7099,Dhankutā,NP,covert action
2006-07-22,2006-10-18,425 760 2186,Khuzhir,RU,undercover
2021-02-18,2008-11-18,349 410 7999,Sankt Lorenzen im Mürztal,AT,ongoing
2019-07-05,2022-01-11,572 236 7315,Marugame,JP,active
2010-11-01,2017-02-27,921 271 5874,Nanfeng,CN,high priority
2019-04-18,2009-10-10,633 994 9798,Verkh-Usugli,RU,infiltration
2012-05-20,2021-11-16,745 617 1499,Ferme-Neuve,CA,counterintelligence
2017-10-13,2015-05-17,612 999 5836,Dongyuan,CN,reconnaissance
2012-01-12,2009-05-19,732 642 3458,Mons,BE,delayed
2018-10-25,2030-05-23,417 695 1676,Usulután,SV,interception
2010-01-24,2020-09-07,787 313 8713,Götene,SE,delayed
2016-05-11,2012-10-03,248 560 5332,Tianjiazhai,CN,extraction
2006-01-28,2017-01-15,872 317 6873,Castillos,UY,extraction
2020-09-21,2023-10-14,558 804 1173,Villanueva,PH,ongoing
2022-08-15,2032-09-20,805 161 5097,Changfeng,CN,undercover
2011-01-12,2032-05-16,327 884 8021,Rejoagung,ID,infiltration
2012-02-20,2032-09-05,948 910 0544,Stockholm,SE,delayed
2014-09-12,2022-11-23,925 743 6653,Veldhoven,NL,rescue
2009-08-28,2028-07-09,532 436 0630,Avlónas,GR,infiltration
2020-11-24,2007-04-04,346 801 8206,Tongqing,CN,completed
2013-03-12,2007-10-03,732 992 9147,Potou,CN,surveillance
2009-04-06,2022-09-21,814 434 9874,Erie,US,reconnaissance
2023-01-22,2010-11-23,945 274 0339,Culacling,PH,undercover surveillance
2005-09-24,2012-05-12,976 545 5089,Bhimbar,PK,under review
2021-05-22,2027-09-25,907 992 0270,Krajan Siki,ID,under review
2021-06-02,2008-06-26,985 339 0511,Milano,IT,extraction
2007-04-27,2027-01-13,241 720 6259,Xiaoshiqiao,CN,completed
2009-02-13,2022-04-20,125 338 8936,Kebonan,ID,surveillance
2019-03-03,2024-01-21,211 230 7410,Marsada,PH,compromised
2013-07-25,2028-03-20,623 486 3405,Taquara,BR,interception
2005-11-17,2022-03-16,471 590 0803,Altona,CA,completed
2012-10-27,2027-09-03,993 343 8894,Queenstown,ZA,delayed
2019-05-24,2027-01-30,362 979 0182,Kárystos,GR,infiltration
2017-09-09,2034-09-16,360 994 0188,Tong’an,CN,undercover surveillance
2020-07-18,2029-06-05,560 131 6796,Liboran,PH,undercover
2014-02-19,2033-10-14,905 280 1048,Sitiarjo,ID,covert action
2005-10-15,2013-12-14,148 131 0346,Zagnitkiv,UA,undercover
2012-06-09,2023-07-02,235 843 0171,Terbangan,ID,rescue
2010-07-28,2025-02-27,612 675 9852,Hanting,CN,surveillance
2014-06-13,2030-07-17,699 344 9716,Lanckorona,PL,counterintelligence
2016-05-04,2009-05-17,983 223 2792,Rotunda,PH,covert
2007-01-21,2019-01-17,807 248 0143,Borjomi,GE,under review
2006-01-30,2012-02-09,637 972 3303,Babakanbandung,ID,compromised
2014-11-08,2023-02-18,474 838 2165,Chư Sê,VN,surveillance
2020-04-07,2028-07-15,326 790 4159,Vykhino-Zhulebino,RU,extraction
2015-01-21,2014-10-28,245 281 2183,Pretana,ID,extraction
2005-04-21,2011-05-11,133 339 3444,Tucaní,VE,delayed
2016-01-15,2020-01-12,303 246 2782,Denver,US,compromised
2016-12-24,2009-09-17,765 941 2244,Sapol,PH,compromised
2021-10-03,2011-10-22,442 149 1224,Vuka,HR,rescue
2016-07-05,2032-10-10,253 429 9703,Guohe,CN,ongoing
2015-09-15,2008-02-27,266 973 5925,Xylókastro,GR,counterintelligence
2012-12-30,2018-08-22,109 453 0837,Samangawah,ID,completed
2017-11-03,2011-06-28,373 331 9070,Malianzhuang,CN,interception
2005-05-05,2028-08-15,692 545 6745,Dagu,CN,ongoing
2010-08-28,2019-12-24,584 833 5798,Klášterec nad Ohří,CZ,undercover surveillance
2012-06-09,2022-03-25,259 402 7576,Begejci,RS,cancelled
2017-03-26,2016-05-01,468 851 4268,Berat,AL,rescue
2018-04-06,2024-12-09,596 852 3764,Cácota,CO,delayed
2007-03-10,2034-12-27,328 180 5667,Wufeng,CN,covert action
2005-10-12,2032-01-31,900 993 4619,Buenavista,MX,covert action
2016-11-14,2019-03-15,673 677 3601,Creighton,ZA,rescue
2019-01-18,2034-01-10,968 772 6140,Khosta,RU,compromised
2018-01-31,2023-11-16,898 216 5525,Lampitak,PH,compromised
2023-02-20,2009-03-26,309 345 3600,Piedade,BR,extraction
2023-11-11,2030-11-23,780 891 0105,Balboa,CO,covert
2018-02-04,2029-04-25,233 851 6358,Dolní Bojanovice,CZ,reconnaissance
2007-02-24,2008-12-05,533 226 3264,Paranho,PT,under review
2006-06-03,2013-08-06,741 238 4467,Vologda,RU,cancelled
2023-07-16,2018-01-27,760 103 1261,Mabuhay,PH,covert
2017-11-21,2013-06-16,705 213 1472,Tomioka,JP,covert action
2014-04-22,2010-08-03,318 966 5805,Ringinrejo,ID,reconnaissance
2009-06-01,2019-06-27,389 941 6796,Cerro Azul,AR,covert
2017-08-26,2017-12-05,556 410 1970,Conqueiros,PT,high priority
2012-06-14,2013-01-27,570 387 7608,Xinyan,CN,infiltration
2013-08-14,2030-12-06,351 558 4230,Lunec,PH,reconnaissance
2021-05-22,2018-02-07,318 175 9451,Sabang,PH,undercover
2015-12-09,2020-09-19,151 630 0606,Lumil,PH,infiltration
2023-02-10,2021-09-21,521 335 8367,Yunyang,CN,reconnaissance
2005-05-04,2034-11-20,448 348 0861,Cachadinha,PT,completed
2006-02-02,2035-01-25,182 427 5563,Pondoktelo,ID,extraction
2012-11-13,2030-05-02,835 538 2320,Ipu,BR,compromised
2018-12-28,2020-10-12,574 746 1635,Magog,CA,surveillance
2017-06-01,2032-05-03,564 587 0776,Daojiang,CN,counterintelligence
2016-09-26,2029-11-17,856 983 2714,Zamora,ES,under review
2006-06-22,2017-08-16,103 433 1953,Pendembu,SL,ongoing
2005-05-28,2027-06-30,465 814 1015,Hengpi,CN,covert action
2016-04-24,2008-06-26,828 674 5930,Suvorov,RU,rescue
2023-07-31,2010-02-18,875 206 9336,Kinango,KE,compromised
2021-06-20,2022-06-12,460 520 0563,Pallasovka,RU,rescue
2017-09-06,2013-05-25,792 706 3315,El Fasher,SD,interception
2017-07-20,2032-12-26,671 904 4722,Bernal,PE,surveillance
2016-03-28,2008-07-18,349 585 2788,Coronda,AR,infiltration
2011-04-15,2034-09-18,796 439 6896,Lemery,PH,interception
2012-08-18,2008-12-18,259 395 2918,Njurunda,SE,ongoing
2017-07-06,2015-06-25,394 790 7651,Staroderevyankovskaya,RU,high priority
2008-09-03,2015-11-24,564 694 7893,Ikhtiman,BG,delayed
2013-08-30,2021-04-04,183 973 4188,Najin,KP,delayed
2021-10-26,2021-10-27,321 399 9797,Citatah Kaler,ID,delayed
2016-04-09,2006-03-04,594 895 9173,Tottori,JP,cancelled
2009-12-07,2014-08-02,841 151 8966,Agadez,NE,surveillance
2018-06-06,2031-11-22,893 165 2726,Tanahwurung,ID,ongoing
2009-06-18,2011-10-22,497 920 2402,Bianba,CN,cancelled
2016-03-10,2015-08-18,102 583 6246,Torbat-e Jām,IR,ongoing
2006-04-28,2022-05-21,959 284 8708,Jatobá,BR,active
2010-03-22,2032-03-21,369 314 6679,Kaleybar,IR,high priority
2015-03-27,2021-10-30,291 522 2662,Dongla,CN,reconnaissance
2023-03-08,2028-01-22,209 682 8539,Phrae,TH,ongoing
2018-12-12,2018-06-11,634 958 2237,Montreuil,FR,covert
2018-06-22,2012-10-18,314 905 0220,San Francisco,PH,counterintelligence
2009-08-25,2021-12-26,908 629 4724,Sukaratu,ID,under review
2020-12-16,2021-07-19,870 145 5923,Caen,FR,cancelled
2023-06-10,2033-05-29,506 183 4559,Stuttgart Stuttgart-Mitte,DE,extraction
2013-03-18,2033-03-05,816 892 7762,Daban,CN,covert
2006-03-19,2012-01-10,648 596 0236,Hayil,SA,covert action
2010-06-12,2031-10-31,996 901 0985,Vanimo,PG,surveillance
2005-09-26,2013-12-31,155 926 0929,Amaraji,BR,delayed
2015-06-24,2013-08-19,511 443 3275,Ndwedwe,ZA,active
2010-12-27,2019-08-04,419 122 6196,Santo António da Charneca,PT,covert
2015-04-17,2008-01-09,796 291 4562,Paledang,ID,high priority
2020-02-13,2026-11-14,653 838 3416,Hongtang,CN,covert
2013-06-12,2026-06-26,369 308 7776,Buutuo,LR,ongoing
2021-11-24,2020-04-18,863 242 6427,Smiltene,LV,covert
2014-03-11,2028-12-01,848 881 0405,Terpinnya,UA,compromised
2008-12-27,2023-11-30,337 219 8594,Benevides,BR,completed
2007-06-06,2018-10-24,117 175 9755,Coxim,BR,undercover
2019-07-09,2024-01-17,902 704 9688,Ternovka,RU,extraction
2015-11-17,2012-06-07,503 373 9476,Rancakole,ID,infiltration
2008-12-12,2010-08-24,140 672 4681,Nova Odessa,BR,undercover surveillance
2012-10-11,2008-09-16,953 850 1871,Lasiana,ID,delayed
2023-12-06,2026-02-06,992 614 3167,Guane,CU,active
2008-09-05,2006-09-27,864 900 9010,Parigi,ID,reconnaissance
2020-07-25,2023-03-28,797 740 6307,Chunshui,CN,infiltration
2005-07-25,2024-08-19,871 202 4041,Białołeka,PL,completed
2021-10-11,2016-01-17,552 601 9775,Lewokluok,ID,infiltration
2013-10-23,2011-08-09,735 738 4875,Sam Chuk,TH,delayed
2018-05-16,2031-06-17,911 220 2916,Lidingö,SE,high priority
2017-12-16,2014-01-17,767 317 6054,Podolí,CZ,high priority
2019-05-11,2013-08-18,977 315 4617,Banyo,CM,active
2008-05-07,2023-11-14,262 269 0673,Baishi,CN,cancelled
2009-12-16,2016-11-26,799 232 2204,Guanghai,CN,rescue
2015-10-16,2011-10-20,677 438 7012,Astypálaia,GR,active
2006-04-25,2009-12-18,576 588 7685,Semanding Barat,ID,interception
2023-05-25,2030-09-19,489 307 1625,Thị Trấn Phong Thổ,VN,extraction
2009-05-09,2025-02-18,179 408 6427,Krajan Karangwage,ID,counterintelligence
2011-02-06,2022-12-17,471 678 0091,Yunxi,CN,surveillance
2006-04-16,2014-10-22,477 378 8391,Shuiche,CN,undercover
2010-03-26,2016-04-03,778 830 7422,Babo-Pangulo,PH,infiltration
2010-05-23,2030-06-19,661 653 7078,Itápolis,BR,infiltration
2017-09-17,2011-03-24,674 185 7713,Alto de la Estancia,PA,reconnaissance
2021-08-21,2032-04-19,235 733 8355,Benjamin Constant,BR,counterintelligence
2020-05-06,2030-09-29,214 899 2653,Fudian,CN,delayed
2016-01-18,2029-05-15,538 189 4022,Tim,RU,completed
2012-04-03,2019-07-07,594 990 7933,Yangzi,CN,infiltration
2010-10-10,2030-11-14,813 620 7451,Zahedan,IR,infiltration
2021-05-08,2022-09-01,212 238 0401,New York City,US,infiltration
2023-12-31,2014-11-24,680 950 0182,Dumaguil,PH,ongoing
2008-09-19,2007-08-19,489 189 2734,Casal,PT,compromised
2022-04-30,2015-12-14,316 588 6223,La Virgen,CR,ongoing
2013-01-14,2016-05-11,633 290 7293,Phumĭ Véal Srê,KH,high priority
2014-07-04,2019-04-02,626 596 0847,Minokamo,JP,cancelled
2013-11-27,2034-11-26,826 674 8318,Mino,JP,undercover
2005-11-12,2008-02-04,969 399 1773,Zall-Dardhë,AL,reconnaissance
2005-06-02,2031-05-07,600 534 8905,Beo,ID,high priority
2020-11-30,2027-11-01,230 515 1434,Guadalupe,MX,cancelled
2009-07-26,2010-10-21,371 903 4797,Wassu,GM,covert
2020-11-19,2022-07-16,857 115 3898,Longhe,CN,active
2006-10-28,2033-04-30,289 319 3065,Ciudad Darío,NI,compromised
2010-07-08,2011-12-03,565 380 8849,Tanda,CI,ongoing
2005-12-17,2011-12-02,465 166 9987,Babo-Pangulo,PH,high priority
2018-01-17,2032-07-28,793 474 8926,Kalāleh,IR,undercover surveillance
2005-03-10,2027-04-30,539 890 1605,Toronto,CA,covert
2009-03-06,2027-10-15,169 620 7426,Takedamachi,JP,rescue
2010-01-24,2014-01-27,409 176 4523,Bang Pahan,TH,cancelled
2015-03-03,2021-03-08,134 550 8612,San Antonio Oeste,AR,extraction
2007-06-26,2034-07-10,585 149 2985,Shuya,RU,infiltration
2005-09-16,2026-01-24,383 791 9159,Kota Bharu,MY,compromised
2019-07-25,2029-09-21,509 484 7610,Olímpia,BR,cancelled
2020-10-29,2027-04-09,119 901 6566,Ili,ID,covert
2005-10-27,2026-06-26,336 576 2811,Dubinino,RU,under review
2007-09-24,2023-05-06,592 406 9063,Carice,HT,high priority
2006-03-18,2014-09-18,882 176 6906,Kirzhach,RU,active
2011-11-21,2009-11-07,469 694 2201,Songfeng,CN,high priority
2016-12-02,2019-08-15,311 316 9091,Tongmuluo,CN,under review
2020-06-14,2020-07-28,999 858 8177,Krutaya Gorka,RU,undercover surveillance
2006-10-09,2029-07-12,965 840 5519,Darya Boyi,CN,interception
2022-06-10,2022-08-17,497 673 3882,Dakhla,EH,covert action
2014-01-31,2006-07-23,192 466 4058,Béziers,FR,completed
2012-10-08,2011-01-18,784 564 6770,Binhailu,CN,cancelled
2013-11-02,2013-11-20,623 551 6896,Juarez,MX,rescue
2015-10-24,2009-12-29,405 443 6514,Oklahoma City,US,covert action
2007-05-03,2009-03-14,845 359 6385,Lapaz,PH,ongoing
2012-04-29,2021-05-20,737 903 1673,Río Blanco,NI,cancelled
2009-08-19,2020-11-04,634 636 9283,Opoczno,PL,undercover surveillance
2012-07-07,2026-08-07,316 866 3136,Wichita,US,completed
2022-10-02,2010-09-01,569 272 2303,Ban Lŭng,KH,infiltration
2023-05-21,2016-05-02,628 406 2607,Pinhal da Marquesa,PT,interception
2018-12-10,2033-07-16,329 780 9992,Göteborg,SE,undercover surveillance
2009-11-30,2032-01-03,427 617 7879,Imatra,FI,reconnaissance
2016-07-12,2019-06-17,272 417 2296,Quetigny,FR,cancelled
2007-12-20,2017-05-14,964 272 9758,Moscow,RU,interception
2010-07-21,2024-01-29,695 863 5140,São Bento,BR,surveillance
2023-11-13,2019-01-13,573 918 7952,Viļaka,LV,surveillance
2005-12-01,2006-09-10,514 356 3496,Kōnosu,JP,rescue
2015-08-13,2026-04-02,486 303 6773,Dambořice,CZ,covert
2005-04-18,2014-08-26,181 828 2150,Wukari,NG,covert action
2013-09-25,2006-08-12,884 810 2030,Wróblew,PL,interception
2007-12-12,2009-10-03,221 469 4645,Jiahe,CN,extraction
2011-08-22,2007-07-28,199 400 8679,Jednorożec,PL,undercover
2007-11-06,2014-10-20,711 926 1222,Icononzo,CO,rescue
2020-04-27,2034-07-27,655 277 8620,Miringa,NG,extraction
2006-05-23,2034-05-17,888 358 5108,Ringinrejo,ID,undercover
2012-06-05,2024-04-06,962 167 0088,Sim,RU,high priority
2006-10-25,2017-03-20,218 524 8127,Maribong,PH,infiltration
2023-08-26,2020-12-24,976 516 8931,Əhmədbəyli,AZ,cancelled
2009-08-12,2010-10-23,291 948 4454,Övertorneå,SE,completed
2021-07-30,2009-08-02,852 491 0327,Dunhao,CN,covert action
2022-03-28,2029-07-24,585 744 7128,Uppsala,SE,undercover surveillance
2016-05-05,2034-09-14,305 193 7870,Isfara,TJ,reconnaissance
2023-01-12,2013-02-17,253 976 6095,Qingsong,CN,undercover surveillance
2014-03-29,2032-02-13,920 208 1344,Bojongsari,ID,undercover surveillance
2009-09-16,2027-11-04,193 421 1661,Midões,PT,counterintelligence
2018-06-13,2034-03-26,684 106 5598,Guanyinsi,CN,under review
2021-04-28,2031-08-20,124 804 7199,San Luis,CU,undercover
2021-01-14,2027-12-04,796 680 8332,Haozigang,CN,extraction
2019-12-18,2016-04-25,589 134 3287,Bachaquero,VE,infiltration
2015-11-24,2026-10-14,834 591 1069,Shuanglong,CN,surveillance
2009-09-17,2026-11-17,299 129 4093,Ban Takhun,TH,undercover
2007-01-12,2017-05-09,531 312 4145,Ariquemes,BR,high priority
2007-07-24,2007-03-10,540 516 2680,Shediac,CA,covert
2018-07-03,2015-11-13,495 794 9351,Zaña,PE,undercover
2022-02-06,2028-05-12,699 456 9421,Mora,SE,covert
2012-05-14,2027-11-26,700 330 8872,Gorna Oryakhovitsa,BG,active
2008-02-11,2013-09-25,416 922 8270,Zhangjiayuan,CN,high priority
2018-12-21,2008-09-02,348 670 7747,Shamanka,RU,under review
2011-12-01,2034-01-23,119 589 4577,Obando,CO,completed
2022-11-18,2031-06-23,220 351 4684,Jinjiang,CN,undercover surveillance
2018-07-22,2026-03-01,905 341 5024,Yartsevo,RU,surveillance
2009-09-13,2024-08-23,962 472 9666,El’brus,RU,interception
